"Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Light.and.Truth","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Scholar.of.the.Seas","Shard.of.Fate","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Fox","The.Gambler","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Queen","The.Rabid.Rhoa","The.Risk","The.Road.to.Power","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spoiled.Prince","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wrath","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Atziri.s.Arsenal","Beauty.Through.Death","Blessing.of.God","Boon.of.the.First.Ones","Call.to.the.First.Ones","Forbidden.Power","Harmony.of.Souls","Immortal.Resolve","Left.to.Fate","Lingering.Remnants","Might.is.Right","Mitts","No.Traces","Perfection","Rebirth","Struck.by.Lightning","The.Admirer","The.Army.of.Blood","The.Beast","The.Blazing.Fire","The.Breach","The.Cacophony","The.Celestial.Stone","The.Coming.Storm","The.Darkest.Dream","The.Deceiver","The.Dreamer","The.Dreamland","The.Endless.Darkness","The.Eye.of.the.Dragon","The.Fathomless.Depths","The.Forsaken","The.Garish.Power","The.Hale.Heart","The.Innocent","The.Insatiable","The.Iron.Bard","The.Jeweller.s.Boon","The.Master","The.Mayor","The.Obscured","The.Opulent","The.Polymath","The.Porcupine","The.Price.of.Protection","The.Professor","The.Puzzle","The.Realm","The.Rite.of.Elements","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Samurai.s.Eye","The.Spark.and.the.Flame","The.Standoff","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Valley.of.Steel.Boxes","The.Wilted.Rose","The.Witch","The.Wolven.King.s.Bite","The.Wolverine","The.World.Eater","The.Wretched","Three.Voices","A.Dab.of.Ink","The.Master.Artisan","The.Nurse","The.Sacrifice","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Boon.of.Justice","Dark.Temptation","Monochrome","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Golden.Era","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Seeker","Alluring.Bounty","Buried.Treasure","Burning.Blood","Dark.Dreams","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Pride.of.the.First.Ones","The.Archmage.s.Right.Hand","The.Deep.Ones","The.Fool","The.Primordial","Thirst.for.Knowledge","Vanity","Akil.s.Prophecy","Azyran.s.Reward","More.is.Never.Enough","Nook.s.Crown","Remembrance","The.Bargain","The.Damned","The.Deal","The.Demon","The.Eye.of.Terror","The.Heroic.Shot","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest","NA."
2018-04-10,"Standard","DivinationCard",0.31867,64.98311,0.31867,0.31867,0.97867,1,0.90067,0.99867,18.78044,0.31867,0,0.88467,0.31867,0.31867,1,1,0.31867,0.98867,1,2.5,0.60644,0.98867,0.95,0.93067,0.31867,15.22511,1,3340.14556,0.5,3,0.93444,115.01,2,0.31867,17.87,1,2,0.49556,1,2.58644,1.71111,420.61,9.54089,17.5,0.31867,0.31867,0.31867,1,1.18733,0.49,1,1,22.08,0.52733,1,0.50533,2,14.768,1,0.27089,4.78356,2.24,0.37867,10.63,2,1.742,2,4,3.89978,1,913.79022,0.602,1,23.58,0.75489,1,0.31867,6.75444,3.53644,0.886,1,632.56,3,0.31867,10,1.28511,0.31867,0.48,0.71844,0.5,1,0.32667,9,8,345.03,0.31867,0.936,1,2.57,0.31867,17,21.99667,0.86533,1.01956,2,0.31867,0.31867,0.31867,0.268,1,4,0.96733,0.69867,1.24867,2.21,0.97867,104.87089,0.89133,5,15.1,0.31867,1,0.54844,20,1.01,0.97422,0.92,1,1.52978,0.32867,0.61911,0.72978,1.61733,0.8,11.564,1,0.55956,0.33644,2.04133,0.31867,26.8,1,15,23.90044,1,8,0.31867,3.56467,1,0.29667,17.85867,10,0.5,1,0.41489,0.31867,6.82,1,1,0.31867,1,0.31867,32.13,1,0,6.69,0,0.97733,3.85,0,0,14.266,1.93467,0.97733,1,1,0,4.69,0.31867,0,0,0,1,5,0,0,0.878,0,0.31867,33.69,0,0,0.39044,0,0.97867,1,0,0,6.51,115.01,0,0,0,3,0.31867,10,3,0,0,1,0.60867,0,0.97867,22.04,0,280.924,10.24,0,0,0,0,6.498,0,0,75,0.31867,22,2.97467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,"Standard","DivinationCard",0.32089,64.88867,0.35356,0.33244,0.98289,1,1,0.99978,18.74844,0.32089,0,0.92422,0.32089,0.32089,1.046,1,0.31111,0.99622,1,2.44222,0.71311,0.996,0.98222,0.96689,0.32,15.13733,1,3341.10933,0.808,3,0.964,338.16533,1.99733,0.32089,18.55422,1,1.82289,0.42867,1.09422,3.61311,1.45711,427.93289,6.574,16.90111,0.32089,0.32089,0.31444,0.99978,1.07867,0.59511,1.034,1,23.61,0.50378,0.99467,0.71756,1.82,14.67,0.99844,0.292,4.30756,2.42822,0.44444,9.74022,1.99533,1.20778,2,4.00378,3.95578,1,902.98222,0.67622,1,22.38267,0.89422,1,0.32089,6.87711,3.082,0.93356,1,630.92222,2.798,0.32089,9.03867,1.41044,0.32089,0.44356,0.72067,0.49356,1,0.32178,9,7.82511,345.632,0.32089,0.88889,1,2.82311,0.32089,16.34956,22.91133,0.75956,1.00156,2.00378,0.32089,0.32089,0.32089,0.29111,1,4,0.98067,1.01711,1.14756,1.79022,0.98222,101.00222,0.94311,5.00178,16.80067,0.38667,1,0.34067,19.29622,1.00133,0.97711,0.97333,1.15889,2.30911,0.44333,0.73044,0.55867,1.65711,0.76911,11.73,1,0.66178,0.32089,1.37956,0.32089,20.82289,1,17.50244,36.59267,0.99978,8.11156,0.39578,3.47733,1,0.33222,16.55622,10,0.45511,1,0.35,0.27311,6.86356,1,1,0.32089,1,0.32089,33.35356,1,0,6.58422,0,0.98556,2.17222,0,0,8.62333,1.98022,0.97,1,1.31178,0,4.90222,0.32067,0,0,0,1.01467,5,0,0,0.49089,0,0.32089,34.79689,0,0,0.41733,0,0.98178,1,0,0,5.55378,115.21067,0,0,0,2.97644,0.32089,9.186,3.43867,0,0,1,0.74978,0,0.96578,21.60267,0,268.71956,12.016,0,0,0,0,6.51178,0,0,78.29267,0.32089,21.75689,2.85644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,"Standard","DivinationCard",0.32795,63.74932,0.4625,0.34295,0.99318,1,1,1,19.08568,0.32795,0,0.97068,0.35159,0.32795,1.08568,1,0.32795,1,1,2.54023,0.945,1,1,1,0.31159,15.36545,1,3361.71295,0.98636,3,0.99909,333.04045,1.74182,0.32955,18.59182,1,1.74795,0.42455,1.02,4.76477,1.00364,419.61568,4.64,16.335,0.36568,0.32795,0.31795,0.99409,1.23295,0.97614,1.18068,1,24.51023,0.49409,0.99795,0.65682,1.56818,14.72318,1,0.32795,3.41409,1.20727,0.48773,8.11636,1.98841,0.93318,2,3.83659,4,1,884.935,0.70227,1,21.90273,0.99909,0.99795,0.32795,6.30727,4.01045,0.98386,1,646.04318,2.73568,0.32795,9.8425,1.07545,0.32795,0.49182,0.86545,0.58182,1.21364,0.32795,8.97409,8,347.76341,0.32795,0.97841,1,3,0.32795,15.88364,23.49045,0.73568,1.00864,1.92864,0.34159,0.32795,0.32795,0.32795,1,3.78886,1,1.40591,0.79795,2.18523,0.99795,98.47545,1,5,4.47,0.65,1,0.22614,19.72659,0.99795,0.87386,0.96227,1.94,2.89,0.46932,1,0.55091,1.60795,0.42068,11.7475,1.00295,0.98591,0.32795,1.90136,0.32795,16.95364,1,15.07841,46.35955,1,7.80864,0.33568,3.46159,1.47455,0.44091,15.47909,11.12091,0.39477,1,0.44477,0.32795,9.35227,1,1,0.32795,1.0075,0.32795,35,1,0,5.81227,0,0.93591,1.12977,0,0,5,1.91114,0.98386,1,1.73864,0,5,0.32795,0,0,0,1,4.88023,0,0,0.33,0,0.32795,33.12432,0,0,0.80568,0,0.99591,1,0,0,5,115.81273,0,0,0,2.27909,0.32795,8.99386,4.18182,0,0,1,0.34795,0,0.99795,21.16841,0,263.53545,13.37795,0,0,0,0,5.47818,0,0,79.48409,0.32795,21.93091,2.99523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,"Standard","DivinationCard",0.33045,66.95341,0.42273,0.36386,1,1,1,1,19.09659,0.33045,0,1,0.36205,0.33045,1.09023,1,0.33045,1,1,2,0.95932,1,1,0.99523,0.32818,15.83455,1,3384.84705,0.99795,3,1,248.69364,1.97727,0.33295,18.82182,1,1.41364,0.33091,1,4.22,1,454.94636,4.64773,17,0.39273,0.31068,0.32045,0.99727,1.00136,0.99136,1,1,23.77727,0.69205,1,0.76227,2.00977,14.84159,1,0.33045,3.83364,1.41386,0.47205,7.83159,1.8775,0.63273,2,3.62,4,1,882.25182,0.68614,1,21.91955,1,1,0.33045,5.07227,4.03545,0.98955,1,640.92727,2.21386,0.33045,10,1.01227,0.33045,0.46955,0.97227,0.57818,1.72,0.33045,8.97432,8,350.15659,0.33045,0.98409,1.0225,3,0.33045,16.34636,24.9725,0.84841,1.4625,1.26318,0.33045,0.33045,0.33045,0.33045,1,3.6475,1,1.05295,0.3625,1.93864,1,109.48477,1,5,4.36455,0.83636,1,0.27045,19.73432,1,0.89318,0.95295,3.33273,2.27318,0.515,1,0.57364,1.36114,0.34682,11.89182,1.06727,0.99045,0.33205,1.84318,0.33682,10.3825,1,13.73205,47.65136,1,7.97455,0.33045,3.02886,1.46091,0.43227,15.0925,16.04091,0.34182,1,0.47932,0.33045,12.57591,1,1,0.33045,1.12614,0.33045,35.06136,1,0,4.4875,0,1,1,0,0,5,2,0.99045,1,1.64727,0,4.80795,0.33045,0,0,0,1.00273,4,0,0,0.33636,0,0.33045,33.29045,0,0,1,0,1,1,0,0,5,107.18295,0,0,0,2.41636,0.33045,9.23409,4.57545,0,0,0.99841,0.34591,0,0.74386,20.98341,0,281.20182,12.99,0,0,0,0,5.00364,0,0,78.06364,0.39205,20,2.71114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14,"Standard","DivinationCard",0.33591,63.21864,0.41955,0.56227,1,1,1,1,19.095,0.33591,0,1,0.425,0.33591,1,1,0.35227,1.00068,0.88909,2,1,0.99886,1,1,0.33591,14.11455,1,3418.84955,0.99205,3,1,239.16341,1.78568,0.38386,18.90023,1,1.58909,0.33886,1,4,1,466.37614,4.55909,17.31068,0.35273,0.305,0.425,0.70841,1.03523,1,1.06773,1,22.79,1,1,0.83568,2,14.05341,1,0.33591,3.57273,1.25614,0.52182,7.75455,1.21364,0.67295,2,3.71341,4,0.99682,923.58591,0.67182,1,22.05568,1,1,0.38273,5,4.23205,0.99455,1,648.13932,2.69455,0.33591,10,1,0.33591,0.57818,0.99614,0.88818,1.665,0.36886,9,7.54477,352.5175,0.33591,0.92568,1.06364,3,0.33591,16.51227,24.80432,0.98023,1.63114,1.2,0.33591,0.33591,0.33614,0.43818,1,3.33932,1,1.00045,0.56023,1.92295,1,107.14795,0.93455,5,3.25273,1.02205,1,0.31818,20.46955,1,0.96386,1.25386,3.56818,0.99659,0.54773,1,0.49682,1.00591,0.57955,14.57205,1.86591,0.81136,0.33818,1,0.34386,10,1.00295,16.80705,43.42818,1,7.18727,0.33591,3.27273,1.36341,0.27886,15.28114,17.4575,0.34614,1,0.465,0.33591,14.31773,1.01705,1,0.36364,1.03795,0.44,37.33091,1,0,5.43,0,1,1.01341,0,0,5,2,0.99591,1,1.14886,0,4.59364,0.34,0,0,0,1.0025,3.91045,0,0,0.34977,0,0.3375,34.14136,0,0,1,0,0.99909,0.98182,0,0,6.12295,98.99614,0,0,0,2.07955,0.33591,9.40455,4.91523,0,0,1,0.51795,0,0.57523,20.79977,0,242.53023,13.02432,0,0,0,0,5.00773,0,0,79.59841,0.63795,20,2.47818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,"Standard","DivinationCard",0.34465,61.8807,0.40442,0.51744,1,1,1,1,19.1193,0.40767,0,0.96116,0.47233,0.34465,1,1,0.45372,1,0.89209,2.34698,1,1,1,1,0.34465,13.64209,1,3424.22558,0.99953,3,1,250.73372,1.46698,0.46116,17.83256,1,1.17535,0.34465,1,4,1.00047,463.64163,5,17.71907,0.8393,0.35023,0.9607,0.48581,1.00349,1,1,1,22.17419,1.15488,0.87349,0.95698,2.08116,13.91233,1,0.34465,3.10465,1.8207,0.61302,8.7986,1.21744,0.47744,2,4,3.96279,1,935.28186,0.72744,1,22.12767,1,1,0.46279,4.90628,4.4486,0.82465,1,633.34837,2.99698,0.34465,10,1,0.34465,0.57674,1,1,1,0.5086,8.98674,7.02372,334.18419,0.34465,0.91488,1.83512,3.31163,0.34465,17.19907,24.15488,0.98977,2,1,0.34465,0.34465,0.34465,0.81419,1,3.98256,1,1,0.51698,1.12977,1,108.72698,0.38302,5,3.3,0.86605,1,0.34465,19.76767,1,0.7593,1.04465,2.27186,1,0.61419,1,0.72279,1.28279,0.6893,16.45419,1.5693,0.88558,0.34465,1.02209,0.55535,10,1.00395,14.47465,39.92,1,6.7893,0.34465,4.33628,1,0.36535,16.14465,17.82628,0.58767,1,0.5493,0.34465,17.83279,1,1,0.42512,1,0.95,36.40047,1,0,5.43,0,1,1.09651,0,0,5,2,1,1,1,0,4.02256,0.36535,0,0,0,1,4.9186,0,0,0.36047,0,0.43651,27.88023,0,0,1,0,1,1,0,0,6.67326,98.89605,0,0,0,2.41628,0.34465,10.54884,3.75651,0,0,0.89907,0.34535,0,0.54953,20.27581,0,289.12721,12.46372,0,0,0,0,4.88698,0,0,74.79558,0.83628,20,2.98907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-16,"Standard","DivinationCard",0.36591,65.68932,0.37864,0.38409,1,1,1,0.99841,19.12886,0.60045,0,0.97477,0.65705,0.34977,1,1,0.43659,1,0.99205,2.66591,1,0.99727,1,1,0.3475,11.06023,0.99977,3480.45023,0.94659,3,1,259.25091,1.82523,0.87409,16.33045,1,1.16341,0.36932,1,4.30455,1.00818,437.0125,5,17.9625,0.99159,0.39682,1.03841,0.42386,1.30432,1,1,1,18.79045,1.00591,0.69182,0.9325,2.41727,13.49841,1,0.34977,3.015,2.40545,0.685,9.03727,1.44182,0.4475,2,3.98977,3.88841,1,940.23341,0.69455,1,22.07182,1,1,0.46977,4.60182,4,0.81091,1,612.31386,3,0.34977,10,0.79386,0.34977,0.5275,0.99545,1,1.21682,0.90682,8.90341,7.3075,345.79705,0.35273,0.91091,2,3,0.34977,15.56,22.70614,0.99205,1.99227,1.00773,0.34977,0.52659,0.99455,1.01227,1,3.27318,1,1,1.83409,1.08477,0.99614,109.57364,0.34977,5,3.3,0.92659,1,0.34977,19.00614,0.99886,0.81705,1,1.42636,1,0.49841,1,0.98273,1.24,0.69273,19.51136,1.48068,0.89364,0.42682,1.08636,0.80682,5.55864,1.08182,15.46045,40.56409,1,7,0.34977,3.62523,1,0.38227,17.49886,15,0.99045,1.15341,0.90273,0.36659,18.0125,0.99659,1,0.35886,1.01182,0.99364,33.73455,1,0,10.10528,0,1,1,0,0,5,1.89659,1,1,1,0,4.26682,0.3075,0,0,0,1,4.69091,0,0,0.36614,0,0.45773,25.73045,0,0,0.66545,0,1,1,0,0,7.59114,98.95273,0,0,0,2.87614,0.34977,10.76023,3.07364,0,0,0.88909,0.3575,0,0.45409,20.42727,0,331.85591,12.02159,0,0,0,0,4.08909,0,0,76.18318,1,20.40909,2.58205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,"Standard","DivinationCard",0.38545,64.12341,0.34682,0.34682,1,1,1,0.98,19.43682,0.57773,4,1,0.72545,0.34682,1,0.92659,0.48114,1,1,2.21705,1,0.98045,1,0.98273,0.34182,15.50591,1,3746.52159,1,3,1,272.90068,1.83409,0.93023,16.29705,1,1.11682,0.41909,1,4.75318,1.07477,387.15136,5,17.71227,1,0.40773,0.94545,0.42,1.64409,0.99864,1,0.99614,16.16068,0.925,0.81841,0.78,2.56273,13.835,1,0.34682,4.87432,3,0.655,8.15727,1.46114,0.44205,2,4,4,1,931.97909,0.56182,1,22.86432,1,1,0.50386,5.34886,3.99909,0.79614,1,615.02795,3,0.34682,10,0.67295,0.34727,0.70636,1,1,1.6,0.92545,9.2,7.46818,354.13591,0.37364,0.80182,2,3.28659,0.34682,15.71364,22.02386,0.96636,2,0.99955,0.34682,0.66114,1.02886,1.02114,1,3.86591,0.98636,1,2,1,1,106.71114,0.34682,5,3.33364,0.94,1,0.26318,18.83273,0.96273,0.84364,1,1,1,0.54932,1,0.9575,1.25636,0.69364,20,1.40023,0.89273,0.36114,1,0.86,2.49636,1,18.19136,43.16909,1,7,0.34682,4.53909,1,0.34682,18.52,17.07182,0.94614,1.18841,1,0.36568,16.34295,1,1,0.38,1.08091,0.96636,31.85318,1,0,0,0,1,1,0,0,5,1.97545,1,1,1,0,4.52023,0.25568,0,0,0,1,3.92614,0,0,0.37227,0,0.55159,26.23591,0,0,0.81955,0,1,1,0,0,8.7975,90.07,0,0,0,2.66182,0.35023,10.02364,2.80909,0,0,0.95227,0.37023,0,0.43545,20.36682,0,340.50386,12.88909,0,0,0,0,4,0,0,75.41932,1,21.06023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-18,"Standard","DivinationCard",0.34364,66.51182,0.34659,0.34523,1,1,1,0.99068,19.99636,0.59409,0,1,0.95136,0.34364,1,0.92136,0.87318,1,1,2.04318,1,0.98477,1,0.99273,0.33795,16.19341,1,3764.35864,1,3,1,271.52841,1.69205,0.92818,17.00818,1,1.0125,0.49364,1,4.97909,1.05386,352.71773,5,17.35,0.9975,0.36682,0.79932,0.54295,1.22318,1,1,0.97864,14.62318,0.89409,0.935,0.67114,2.11795,14.00136,1,0.36273,18.33341,2.19295,0.77136,8.01182,1.97591,0.58727,2.03636,4.00636,3.77818,1,944.04,0.49295,1,24.04159,1,1,0.48705,5.87795,3.63636,0.70318,1,613.59318,2.99909,0.34364,10,0.83568,0.34364,0.71295,1,1,1.53455,0.88227,8.85182,7.2125,354.015,0.38795,0.56,1.31386,3.4575,0.34364,16.21295,21.35841,0.97727,1.99932,0.975,0.34364,0.65523,0.69409,1,1.3625,3.82864,0.94636,1,1.71091,1.28023,0.98318,109.73136,0.34545,5.27909,1.64545,0.79318,1,0.19409,20.92068,0.9075,0.90182,1.03659,1,1,0.66795,1,0.90591,0.98841,0.68727,20.85273,1.01682,0.79318,0.355,1,0.83545,2.59091,1,18.74682,47.13091,1,7.02455,0.34364,3.80045,0.96523,0.34364,18.69659,17.82409,0.66841,1.02818,0.97614,0.34886,15.72409,0.99045,1,0.39932,1.00591,0.97023,29.99455,1,0,118.0695,0,1,1,0,0,6.05273,1.98455,1,1,1,0,5,0.34364,0,0,0,1,4.81795,0,0,0.34364,0,0.64977,26.2,0,0,0.97432,0,1.21591,1,0,0,9.13295,91.19045,0,0,0,2.00818,0.41068,10,3.11727,0,0,0.99318,0.39841,0,0.57932,20.27159,0,335.57341,13.57523,0,0,0,0,4.06682,0,0,74.41205,1,20.47,2.09932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,"Standard","DivinationCard",0.35,66.46432,0.41364,0.38023,1,1,1,1,19.95636,0.38705,0,1,1,0.36659,1,0.94045,0.96864,1,1,2.00045,1,0.99,1,0.995,0.36,16.90477,1,3772.80136,1,3,1,276.67091,1.77023,1,16.94386,1,1,0.40568,1,4.81636,1.55023,333.49614,4.92045,17.59932,1,0.37591,0.80114,0.96568,1.64955,0.99159,1,0.98,14.03614,0.98045,0.95886,0.62023,1.4925,13.81727,1,0.35,10.34545,2.05795,0.69909,7.81091,2,0.64409,2.20659,4.64477,3.95273,1,951.62841,0.74932,1,25,1,1,0.575,5.51773,2.97568,0.7,1,618.66977,3.04432,0.33909,10,0.98864,0.39591,0.76955,1,1,1.325,0.86636,8.79591,7.09523,343.35068,0.35,0.37455,1.20659,4.44364,0.35,16.83727,21.33682,0.97864,1.85818,1.00182,0.35,0.83091,0.41,0.94,2.82955,4,0.95455,1,0.99,1.68705,0.93886,110.88182,0.35,6.80864,1.71682,0.48,1,0.24341,22.7975,0.92023,0.96523,1.795,1,1,0.7,1,0.87364,0.98045,0.77386,21.12659,1,0.84636,0.35,1,0.52,2.7925,1,18.13364,56.11364,1,7.77318,0.35,3.31409,0.97182,0.35,18.30795,17.91795,0.88,1,0.91205,0.3875,13.20023,0.86886,1,0.42045,1,0.96773,29.98068,1,0,104.50136,0,1,1.0575,0,0,6.92477,2,1,1,1.09273,0,4.80045,0.35,0,0,0,1,5,0,0,0.35,0,0.89068,25,0,0,0.93,0,0.98841,1,0,0,7.26091,95.71386,0,0,0,2,0.36091,10,3.66409,0,0,1,0.69773,0,0.91205,22.13409,0,298.44273,13.98045,0,0,0,0,4.53955,0,0,75,1,20.85477,2.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,"Standard","DivinationCard",0.34977,65.13591,0.53205,0.39955,1,1,1,0.99909,18.97864,0.51341,0,1,1,0.38477,1,1,0.98182,1,1,2.00886,1,0.98909,1,0.85886,0.35182,16.04795,1,4426.05318,1,2.98977,1,279.30864,1.81477,0.92227,16.94386,1,0.99364,0.52659,1,6.22909,1.93682,297.81386,4.27045,17.36841,1,0.51705,0.41364,0.98909,2,0.7975,1,0.97545,14,0.95614,0.98545,0.45318,2.02477,13.08795,1,0.34977,4.2,2.14818,0.81773,8.22523,1.98636,0.72023,1.60136,4.93159,3.02182,1,951.40045,0.69955,1,25,1.135,1,0.40682,6,3.07455,0.79773,0.99386,598.42295,3,0.32705,10,1,0.35068,0.78159,1,1,1.41659,0.98227,8.83091,7.24818,341.16886,0.34977,0.5575,1,2.57682,0.38886,17.12909,21.525,0.97932,1.76409,1.26,0.44523,0.85659,0.61886,0.56545,1.48864,4,0.90795,1,3.98409,1.84,0.85295,109.04636,0.34977,6.08091,2.10091,0.76523,1,0.33977,22.29295,0.71341,0.95568,2.56,1,1,0.77409,0.75682,0.94068,1.68,0.80455,20,1,0.83545,0.34977,1,0.78159,2.8,1,15.21227,54.93909,1,8,0.35523,3.24477,1,0.33091,16.99727,16.88636,0.96136,1.39023,0.9,0.46114,10.52295,0.84977,1,0.40523,1.00136,0.97318,29.85409,1,0,56.84591,0,1,1.12364,0,0,6.96659,2,1,1,1.18886,0,4.76,0.34977,0,0,0,1,5,0,0,0.41886,0,0.56795,25,0,0,0.95614,0,0.99455,1,0,0,8.95364,98.46523,0,0,0,2,0.45977,10,3.14205,0,0,1,0.62227,0,1,21.89159,0,294.60295,13.17545,0,0,0,0,4.25091,0,0,74.8375,1,20.52068,2.30227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
