"Day","Date","League","Type","Agony.Collar","Agony.Heart","Agony.Medallion","Andvarius","Angler.s.Plait","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Behemoth.Torc","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Chimeric.Scarab","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Demigod.s.Eye","Demon.Beads","Dire.Collar","Dire.Scarab","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Eagle.Braid","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Horror.Clasp","Hypnotic.Choker","Hypnotic.Noose","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Nemesis.Strap","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Plague.Noose","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","Tempest.Torc","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Woe.Clasp","Wrath.Locket","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Blightwell","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","Stormfire","The.Effigon","The.Flow.Untethered","The.Nomad","The.Tactician","Timetwist","Winterweave","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Demigod.s.Bounty","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Hallowed.Ground","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
119,"2017-11-30","Harbinger","UniqueAccessory",NA,NA,NA,2.30692,0,0.28026,2.05538,24.82513,1,3.12974,0.28026,NA,0.99718,51.78179,2.67231,839.58718,35.33564,1.30359,0.28026,5.21436,0.28,1,1,1.58103,10.45,NA,30.24359,NA,216.96462,NA,13.56872,0,NA,NA,NA,1,0.99718,0.91897,0.34308,NA,0.96718,3.96333,0.28026,1,1,0,453.55897,488.49077,78.74769,NA,5299.27692,0.26,70.66333,NA,NA,NA,0.28026,NA,0.28026,14.75103,8.17538,0.89051,1,6.58282,0.28026,0.28026,0.79821,0.28026,0.67179,0.90744,0.99154,0.28026,1,NA,1,9.94077,0,0.28026,9.92154,1.51282,NA,1,228.68974,0.45308,0.9641,0.28026,1,153.18974,27.8641,0.9141,1,0.97103,128.82667,0.28026,0.44974,2.00795,0.64923,0.28026,42.52179,0.77949,0.28026,NA,16.91359,0.28026,NA,0.33692,2.48718,0.28026,50.60487,NA,0.27795,0.28026,82.58103,39.55308,1086.88333,782.63846,0.28231,2.96051,0.28026,1.53026,0.28026,100,0.28026,8.37949,38.25667,19.02333,6.67231,11.38667,95.16667,0.82282,1.44897,NA,NA,0.41949,222.61872,207.86103,NA,NA,9.53077,NA,NA,NA,6803.38462,6.85231,NA,NA,20.68795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"2017-12-01","Harbinger","UniqueAccessory",NA,NA,NA,2.00513,0,0.27821,2.69179,24.56256,0.92103,3.59282,0.27846,NA,0.97154,49.97436,3,802.40897,38.83282,1.00026,0.27846,5.0559,0.27846,1,1,1.76256,10.86154,NA,35.93154,NA,211.11872,NA,12.38462,0,NA,NA,NA,1,0.87,0.95026,0.44897,NA,0.97949,4.05692,0.27846,0.99846,1.10231,0,408.88179,498.94949,79.26821,NA,5368.55692,0.27846,59.16615,NA,NA,NA,0.27846,NA,0.27846,12.48974,7.79769,0.47513,0.99974,5.17026,0.27846,0.27846,0.99205,0.27846,0.81923,0.83,0.87641,0.27846,1,NA,1,9.84821,0,0.27872,9.21795,1.87026,NA,1,230.31718,0.28795,0.69077,0.27846,0.99923,105.98436,30.29769,0.69744,1,0.95308,183.32487,0.27846,0.36692,1.00462,0.59205,0.27846,40.38436,0.43436,0.27846,NA,17.15385,0.27846,NA,0.27846,2.05718,0.27846,50.00923,NA,0.27846,0.28308,84.74615,35.25795,1082.76308,830.27308,0.32487,3.12128,0.27846,1.75538,0.27359,100,0.27846,5.89667,43.98821,19.17718,7,10.59385,100.40154,0.55846,1,NA,NA,0.29128,208.27795,210.99974,NA,NA,8.96564,NA,NA,NA,6918.94231,6.04487,NA,NA,28.58436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"2017-12-02","Harbinger","UniqueAccessory",NA,NA,NA,2.15641,0,0.2759,2.47872,29.24692,0.60026,4.02615,0.28077,NA,0.99949,46.88051,3.14949,538.09231,35.89308,1.15256,0.28077,5.09231,0.24564,0.97897,1,1.74718,11.23897,NA,39.40154,NA,216.30154,NA,11.80692,0,NA,NA,NA,1,0.97718,0.8641,0.78718,NA,0.97462,3.96026,0.28077,1,1.37769,0,443.99744,412.51949,65.16564,NA,5470.61256,0.28077,35.37769,NA,NA,NA,0.28077,NA,0.28077,9.61051,6.55077,0.31795,0.99974,5.0959,0.28077,0.28077,1,0.28077,0.59103,0.99333,1,0.28077,1,NA,1,10.22179,0,0.28077,8.26692,1.76744,NA,1,232.21615,0.56897,0.96179,0.28077,1,68.37513,30.00205,0.41333,1.25385,0.80692,266.70513,0.28077,0.28077,1,0.78769,0.44718,39.48923,0.28077,0.28077,NA,18.24846,0.28077,NA,0.28077,2.07205,0.38231,53.68179,NA,0.25128,0.28128,86.74308,56.05436,1021.45077,836.26385,0.43,3.54718,0.28077,1.59667,0.26205,100,0.28077,6.80128,45.25154,19.55077,8.19769,9.09282,93.56564,0.72359,1.03795,NA,NA,0.28077,227.34462,194.32,NA,NA,8.32256,NA,NA,NA,6937.5,2.78718,NA,NA,25.44128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"2017-12-03","Harbinger","UniqueAccessory",NA,NA,NA,2.12564,0,0.28974,1.96923,29.33256,0.98128,3.98821,0.30026,NA,0.99103,39.95615,3.65667,484.21128,35.43179,1.24077,0.28718,5.06,0.16744,0.81744,1,1.90205,9.34077,NA,39.07256,NA,234.52359,NA,11.96308,0,NA,NA,NA,0.98692,1,0.53821,0.29744,NA,0.90128,4.03051,0.28974,1,1.93282,0,404.20385,384.37,56.91718,NA,5550.37538,0.28974,40.39769,NA,NA,NA,0.30744,NA,0.26077,9.31,7.19385,0.49103,0.99487,3.88795,0.28974,0.28974,0.78692,0.28974,0.88692,0.99462,1,0.28974,1,NA,1,10.09436,0,0.28974,8.04205,1.12282,NA,1,229.26282,0.36,0.64744,0.28974,1,68.53231,30,0.30462,1.60744,0.81077,290.71897,0.28897,0.36538,1.29154,0.32564,0.52897,38.56897,0.33308,0.28103,NA,20.10333,0.28974,NA,0.29256,2.66513,0.28974,51.76462,NA,0.25974,0.29282,74.06026,64.55821,1093.54436,824.35179,0.83,3.30128,0.28974,1.88308,0.28974,116.4,0.30231,6.11026,37.34103,19.63462,11.79897,10.67385,93.99513,0.73974,1,NA,NA,0.28974,232.88256,185.20641,NA,NA,7.63872,NA,NA,NA,0,3.62308,NA,NA,28.6641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"2017-12-04","Harbinger","UniqueAccessory",NA,NA,NA,3.06417,0,0.30222,2,35.91389,0.97139,3.98889,0.36028,NA,1,43.20056,3.02472,495.09778,42.63167,1.8825,0.30222,3.97444,0.2675,1,1,1.61194,12.22028,NA,40,NA,276.97417,NA,11.80389,0,NA,NA,NA,1,0.99861,0.72806,0.47917,NA,0.99639,4.22694,0.30222,1,1.25583,0,372.23944,418.60861,50.06528,NA,5610.36139,0.30222,47.86,NA,NA,NA,0.30722,NA,0.28806,11.15139,7.86389,0.73222,0.99972,3.4275,0.30222,0.30222,0.67556,0.32111,1,0.92472,0.99917,0.30222,1,NA,1,11.03889,0,0.30222,9.21083,1.7575,NA,1,256.34056,0.32361,0.97056,0.30222,1,217.53556,30,0.55778,2,0.99222,292.43361,0.30222,0.30333,3.14444,0.34639,0.68389,42.37444,0.32222,0.27472,NA,21.77917,0.30222,NA,0.32194,2.81639,0.30222,45.87222,NA,0.30222,0.30222,76.18889,61.62778,1035.39944,759.82583,0.90472,2.84889,0.30222,2.6675,0.30222,128.25583,0.35694,6.34028,40.94806,19.4925,10.96778,11.31222,94.12722,0.99778,1.4325,NA,NA,0.30222,228.98972,199.21056,NA,NA,4.80639,NA,NA,NA,0,7.15472,NA,NA,41.22917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback","UniqueAccessory",NA,NA,NA,0,NA,0.83929,0,0,1.115,0,1,NA,2,0,0,0,0,17.75,1,0,1,0,0,0,0,NA,0,0,20,0,0,NA,NA,NA,NA,1,0,1,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,1,2,5,1.12,0.88802,1,0,0,1.22306,0,0.75,0,NA,0,0,0,1,0,0,NA,1.66667,0,2,1,0,0,0,0,0,0,1,0,0,0.93367,0,1,0,0,0.82908,0,NA,0,0.8125,NA,0,0,1,0,0,0.75,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0.91212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.13,8,16.86909,1,10,0.22939,NA,1,32.19067,2,150,108.3875,14,1,38.78,1,3.85375,2,18,4,NA,130,37,7.68529,2,2,NA,NA,NA,NA,1,2.712,1,2,NA,1,29.086,0.13,1,0,0,10.52353,6.099,4.26,20.2,2500,1,0,NA,NA,NA,1,0,1,26.1187,10.225,1,2,3,1,1,0.13,1,0.99673,1,1,1,2,NA,2,11.93,1,1,15,8.00929,NA,1,0,1,1,1,3,2.80778,40,1,1,1,120,1,0.13,0,0.2088,1,0,0.13,1,NA,3,0.13,NA,0.26684,60.1425,0.31286,10.377,13.72,0.13,0.21857,55,2.84385,34.302,0,1,18.0749,1,0.36,0.13,15,1,8,5.80375,92.5,3,16.5,38.26,1,3.4725,NA,NA,0.27439,288,147.09091,0,40.67,0,1,0,0,14.6,250,0,10,0,33.2625,25,0,8,NA,NA,NA,NA,1,62.29,NA,NA,NA,NA,NA,NA,NA,NA,3.88673,NA,0.19041,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.1501,19.26333,16,1,3.90792,0.16,NA,1,32,2,122.346,193.8653,17.71745,2,12.145,2,1.83551,2,20,4,NA,111.63714,10.09091,8.53115,1,2,NA,NA,NA,NA,2,1,2,1,NA,2,38,0.1501,1,10,0,8.9968,7.56469,4,10,2616.38,2,215.12,NA,NA,NA,0.4701,414.75,2,26.45421,7,0.85041,2,3,2,2,0.1501,0.95041,0.64214,1,2,2,2,NA,2,13.455,1,1,40.175,3,NA,2,386.75,1,2,0.55449,2,2,79.9725,2,4.20257,0.51,60.7,2,0.1501,59.5,0.1501,1,91.73,0.1501,0.3,NA,3,0.1501,NA,0.16,29.69,0.2502,10,4,0.1501,0.16,45.30833,32.837,24.08857,262.49625,2,14.72286,2,0.16,0.1501,35.416,2,9.0002,3,24.54226,3,7.99659,57.922,1,3,NA,NA,0.16,226.31273,151.42667,629.5,107.8,59.5,1,0,0,14,201.51,53.84429,10,0,13.945,23.0625,30.6,4.16,NA,NA,NA,NA,1,35.5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.23,15,14.94612,1,1,0.23,NA,1,45.77561,2,99.349,235.17912,15,2,5.89,2,1,2,20,3,NA,119.958,3,10.19738,1,2,NA,NA,NA,NA,2,1,2,1,NA,2,39.36194,0.23,1,10,0,7.16726,8.45304,4,4,2817.796,2,139.476,NA,NA,NA,0.46,252.8275,2,30,6.35,0.78041,2,3.0351,2,2,0.23,0.23,0.23,1,2,2,2,NA,2,11.276,1,0.42531,20,2,NA,2,435,1,2,0.7951,2,2,49.84542,2,1,0.3902,207.015,2,0.23,7.49944,0.23,1,66.01,0.23,0.23,NA,3,0.23,NA,0.23,32.855,0.23,11,3,0.23,0.23,46.727,9.13676,22.64875,202.535,2,12.74041,2,0.24,0.23,38.23444,2,7.66531,2,59.73971,3,4,88.88333,1,2.62041,NA,NA,0.2351,289.544,233.70167,413.85,63.707,60,0.7,72.5725,223.8075,8.91,64.551,10.50824,18.13,0,10.95909,17.80778,19.39,3,NA,NA,NA,NA,1,23.79556,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.4102,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.23,15,15,1,1,0.23,NA,1,44.46881,2.0102,84.3955,263.05429,14.54204,2,4.35,2,1,2,20,3,NA,106.16217,1,11.01551,1,2,NA,NA,NA,NA,2,1,2,0.75061,NA,2,30.71041,0.23,1,149.02,0,6,6.00204,4,2,3526.0875,2,139.045,NA,NA,NA,0.46,117.397,2,30,7,0.69,2,3.30102,2,2,0.23,0.23,0.24,0.96531,2,2,2,NA,2,12,1,0.2351,18.69,1,NA,2,332.71875,1,2,0.9151,2,4,41.81964,2,1,0.23,130.35,2,0.23,6,0.23,0.63061,24.81,0.23,0.23,NA,3,0.23,NA,0.23,39.31921,0.23,11.72538,3,0.23,0.23,39.94,5.31596,19.46,176.74333,2,10,2,0.44,0.23,39.515,2,9.58714,2,73.93929,3,4.12,55,0.9451,1.38061,NA,NA,0.23,351.88048,297.77333,332.15,36.72,164.6,0.98041,67.10917,298.04,11.52,80.97625,9.85949,18.25,5312.31,12,11,12,3,NA,NA,NA,NA,1,31.36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.31,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.22,13.9,14.55153,1,1,0.22,NA,1,45,3,104.73267,288.44653,12.94061,2,3,2,1,2.53837,21,3,NA,85.72,1.28184,11.07102,1,3,NA,NA,NA,NA,2,1,2,1,NA,2,29.0501,0.22,1,57.69429,0,6.66,6,4.26846,1.45061,3841.344,2,146.43667,NA,NA,NA,0.2201,136.29944,2,32.06823,5,0.83041,2,3,2,2,0.22,0.22,0.22,0.96,2,2,2,NA,2,10,1,0.3401,14.87235,1,NA,2,337.57667,1,2,0.80082,2,3.09,46.17458,2,1,0.22,150.14375,2,0.22,5,0.22,0.91,24.81,0.22,0.22,NA,3,0.22,NA,0.22,35.79,0.22,14.24146,3,0.22,0.22,32.13583,12,24.49154,189.98857,2,8,2,0.2802,0.22,39.55,2,9.63378,1,68.86592,3,4.79,50,0.8701,2,NA,NA,0.22,429.9125,403.26,407.42455,25,167.635,0.8201,78.1425,244.47,14.93444,79.075,4.86031,15,5408.22,10,10.63474,10,3.03,NA,NA,NA,NA,1,41.80441,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.4102,NA,NA,NA,NA,NA,16310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.21,14.11278,13.50184,1,1,0.21,NA,0.9802,40,3,120.33263,245.71939,8,2,3,2,1,3,20,2.97551,NA,89.93,1,10.04592,1,3,NA,NA,NA,NA,2,1,2,0.99,NA,2,21.3602,0.21,1,29.78636,0,6,6,4,1,4257.01,2,128.32,NA,NA,NA,0.21,98.92,2,33.54,5,0.84,2,3,2,2,0.21,0.21,0.21,1,2,2,2.22,NA,2,10,1,0.21,12.66364,1,NA,2,292.68273,0.9702,2,0.32041,2.19,3.86,40,2,1,0.21,126.03,2,0.21,4,0.21,0.57082,27.45,0.21,0.21,NA,3,0.21,NA,0.21,30.48303,0.21,14.35923,3,0.21,0.21,30,14.57571,24.4,231.67964,2,7,2,0.55,0.21,37.55,2,10,1.6451,65,3,4.01,49.3,0.7902,2,NA,NA,0.21,410.47659,379.97333,397.718,25,167.722,0.9851,42.48929,245.51846,15.37,58.67,4,18.23,0,10,14.9225,8.92529,3.98,NA,NA,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.21,NA,NA,NA,NA,NA,14938.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.2,15,15,1,1,0.2,NA,1,40,3,139.29,240,5,2,3,2,1,2.43092,21.00367,2,NA,78.11534,1,10,1,2.73041,NA,NA,NA,NA,2,1,2,0.98,NA,2,19.95051,0.2,1,25,0,7,5,4,2,4315.845,2,78.5,NA,NA,NA,0.2,61.52455,2,32.33561,7,0.9901,2,3,2,2,0.2,0.4002,0.2,1,2,2,2,NA,2.31082,8.50051,1,0.2,13,1,NA,2,268.92,0.70143,2,0.28,3,3.22,45.44,2,1,0.2001,138.1,2,0.2,4,0.2,0.77041,30.88,0.2,0.2,NA,3,0.2,NA,0.2,19.45381,0.2,15,2,0.2,0.2,30,11.59439,22.22,244.2,2,5.94061,2,1,0.2,35,2,8.00388,2,60,3,4,46.22,0.92031,2,NA,NA,0.2,389.905,365.12449,365.8925,15.79,162.98,1,29.82,234.04,26.25,61.96,3.7401,18.73,243.18333,8,14.21375,10,4,NA,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.4401,NA,NA,NA,NA,NA,9657.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.2,15,14.53531,1,1,0.2,NA,0.95061,40,3,156.52275,198.72,5,2,3,2,1,2,19.65735,2,NA,78.83511,1,10.55592,1,2,NA,NA,NA,NA,2,1,2,0.7451,NA,2,18,0.2,1,20,0,7,5,4,1.72531,3822.845,2,118.74,NA,NA,NA,0.2,150.77708,2,32.93231,7,0.89551,2,3,2,2,0.2,0.3402,0.2,1,2,2,2,NA,3,9.22102,1,0.2,13,1,NA,2,260.38,0.8902,2,0.2,2,3.48531,40,2,1,0.2,184.90857,2,0.2,3.07,0.2,0.3002,29.78,0.2,0.2,NA,3,0.2,NA,0.2,15,0.2,15,2.92653,0.2,0.2,31.89244,15.39082,23.24587,238.47,2,6,2,0.2,0.2,35,2,7.62612,2,55,3,4,45,0.31,1,NA,NA,0.2,382.07082,357.7,397.45,15,111.5,0.97041,20.14367,275.44077,33.88,47.03,4,19.39,238.47,9.98,14,8,3,NA,NA,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.3602,NA,NA,NA,NA,NA,6973.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.19,15,14.60122,1,1,0.19,NA,0.96,40,3,152.40476,185.18755,5,2,2.81,2,1,2,18.81031,2,NA,86.41,1,12,1,2,NA,NA,NA,NA,2,1,2,0.56224,NA,2,15,0.19,0.99,19.0766,0,7.93,5,5,1,3938.59231,2,116.61,NA,NA,NA,0.19,156.97833,2,35,7.816,0.41041,2,2.34406,2,2,0.19,0.19,0.2301,0.38,2,2,2,NA,3,8.56,1,0.19,12.7401,1,NA,2,260.6,0.49122,2,0.19,2,3.8402,37.67947,2,1,0.19,186.24,2,0.19,3.18383,0.19,0.19,28.03,0.19,0.19,NA,3.08364,0.19,NA,0.19,20,0.19,14.3148,2.9802,0.19,0.19,30,12.89337,22.91,239.28643,2,5,2,0.29041,0.19,43.07,2,5.95051,2,56.09796,3,4,48.30174,1,1,NA,NA,0.19,384.32265,356.96031,400,15,111.96,0.98,18,239.23696,46.71,36.84,3,20,0,10,14,7.53,3,NA,NA,NA,NA,1,29.97844,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.39031,NA,NA,NA,NA,NA,6095.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.18,15,14.93102,1,1,0.18,NA,0.59531,42.75633,3,151.19,162.49286,5,2,3,2,0.7302,2,18.61306,2,NA,85,1,10.92082,0.95,2,NA,NA,NA,NA,2,1,2,0.98,NA,2,13,0.18,1,14.93082,1214.85,5.23,5,5,1,4103,2,81.98,NA,NA,NA,0.18,109.9213,2,36.22122,8,0.5451,2,2.86082,2,2,0.18,0.18,0.18,0.9702,2,2,2,NA,2,7.69,1,0.19,12.2502,1,NA,2,240.26139,0.98,2,0.19,2,4,35,2,1,0.18,160.8,2,0.18,3,0.18,0.18,19.63,0.18,0.18,NA,3.83,0.18,NA,0.18,28,0.18,13.5002,2,0.18,0.22061,29.68653,12.17388,22.5,243.02684,2,5,2,0.38,0.18,37.25471,2,7.59837,2,64.54041,3,4,47.83846,0.80551,1,NA,NA,0.18,356.36,334.36429,409.89667,15,77.3,1,20,242.97,34.08,31.89,3,19.62,179.695,10,12,4.82,3,NA,NA,NA,NA,1,32.11424,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.4051,NA,NA,NA,NA,NA,6928.91429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback","UniqueAccessory",NA,NA,NA,2,NA,0.18,15,13.20408,1,1,0.18,NA,0.6351,41.14,3,159.54095,150,5,2,3,2,1,2,19.47224,2,NA,83.9751,1,11,0.98,2,NA,NA,NA,NA,2,1,2,0.4951,NA,2,10,0.18,1,12,6282.46,6.78,5,5,1,4325,2,77.101,NA,NA,NA,0.18,84.77203,2,35.59102,8,0.4851,2,3,2,2,0.3051,0.18,0.18,0.9551,2,2,2,NA,2.87551,7,1,0.18,13.18061,1,NA,2,229.92,0.9102,2,0.18,2,2.94122,36.8,2,1,0.18,154.9,2,0.18,3,0.18,0.18,19.89,0.18,0.18,NA,5.04,0.18,NA,0.18,25,0.4551,15.65061,2,0.18,0.18,23.96367,11.58061,23.30333,285.22,2,5,2,0.49,0.18,32.07921,2,5.97,2,59.91612,3,4,48.7,0.36,1,NA,NA,0.18,327.92,326.8302,320.67224,15,81.98,0.99,20,245.16188,37.81,35,3,20,181.5,10,11.16682,4.41,3.58,NA,NA,NA,NA,1,34.72316,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2451,NA,NA,NA,NA,NA,7015.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
