"Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Blackheart","Blightwell","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Daresso.s.Salute","Death.Rush","Demigod.s.Bounty","Demigod.s.Eye","Demigod.s.Presence","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Natural.Hierarchy","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Praxis","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Ignomon","The.Magnate","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Angler.s.Plait","Aul.s.Uprising","Bisco.s.Collar","Bisco.s.Leash","Choir.of.the.Storm","Coward.s.Chains","Coward.s.Legacy","Cyclopean.Coil","Darkness.Enthroned","First.Piece.of.Time","Gloomfang","Gluttony","Impresence","Maligaro.s.Cruelty","Mark.of.Submission","Mark.of.the.Elder","Mark.of.the.Shaper","Perquil.s.Toe","Perseverance","Precursor.s.Emblem","Presence.of.Chayula","Ryslatha.s.Coil","Sacrificial.Heart","Second.Piece.of.Time","Soul.Tether","Stormfire","String.of.Servitude","The.Effigon","The.Flow.Untethered","The.Halcyon","The.Hungry.Loop","The.Nomad","The.Pandemonius","The.Primordial.Chain","The.Tactician","Timetwist","Voice.of.the.Storm","Winterweave","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Zerphi.s.Heart","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Hyperboreus","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Solstice.Vigil","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Hyrri.s.Truth","Tavukai","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Icefang.Orbit","Siegebreaker","The.Jinxed.Juju","Venopuncture","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift","Hallowed.Ground","NA."
2017-12-11,"Standard","UniqueAccessory",1,0.31603,3.0569,37.7881,0.98172,1.97259,0.99966,0.98983,18.98828,2.02138,525.97362,0.3169,649.76483,7.12224,0.31552,1,2.07517,2.35483,12.88259,67.03121,5.21483,4561.99103,2385.58586,0,1,0.91845,1,0.48672,1,8.50448,0.3169,1.66845,10.43931,2930.34914,435.84914,433.17655,25.06517,6905.07828,0.3169,11.62466,0.3169,0.31328,23.88862,5.45345,0.68483,1,4.755,0.31862,0.3169,0.54862,0.74828,0.8831,1,0.38086,1.05,933.01241,1,15.45793,1.95621,0.31638,11.11293,1,0.3169,0.32017,0.3169,3,5.28897,29.61724,0.87776,0.3169,433.17655,0.3169,0.3169,10.39707,0.43724,50.20414,0.3169,0.3169,0,9.59862,0.3169,0.88741,1,0.37879,0.31569,0.3181,28.98603,974.64724,591.83034,0.66966,3.17207,0.3169,4,0.30569,71.54466,0.3169,4.27948,17.21448,3.99897,14.11017,82.18879,1,4.84483,0.27672,40368.05948,0,45.71534,2.20897,44.865,0,0,120.15034,0,11.44034,135.98034,0,6914.7769,1,0,0,0,0,5.06069,0,404.92793,5.21897,0,19.705,0.92483,0,0,0,49.31448,84.99776,2485.10276,0,130.81741,0,0,0,21.31414,0,259.32948,213.78845,573.47431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-12,"Standard","UniqueAccessory",1.46414,0.30724,3,38.62466,0.99328,1.86983,0.98069,0.78328,19.05379,1.51759,488.34138,0.32448,646.06241,5.52379,0.31276,1,2.86034,3.59845,11.1431,64.20397,4.39483,4684.7569,2333.00345,0,1,0.87345,1,0.91121,0.89655,8.21741,0.32414,1.02759,10.45655,2800.23448,413.09379,430.70828,25.37431,6722.1619,0.31086,14.02983,0.32414,0.31707,21.15828,7.18862,0.58172,1.01172,4.80086,0.32207,0.31569,0.33776,0.99379,0.73948,1.00138,0.46362,1,933.65862,1.00207,15.90293,2,0.32414,10,1,0.32414,0.34086,0.32414,3,5,31.32862,1,0.49586,430.70828,0.33914,0.32414,10.27655,0.32414,52.58707,0.33638,0.32414,0,8.91397,0.32414,0.55345,1,0.3719,0.3081,0.46276,22.25,969.04828,581.76966,0.52103,3.91552,0.32414,4.02103,0.31,73.56034,0.32414,3.50931,16.50948,3.89034,14.12948,78.29586,1,4.58741,0.29948,39840.51552,0,48.37138,2.00276,44.70638,0,0,81.53069,0,10.09655,178.00638,0,4084.93103,0.98983,0,0,0,0,4.55483,0,336.35,4.9719,0,18.94793,0.68328,0,0,0,40.14362,87.18293,1407.30569,0,115.24466,0,0,0,19.95086,0,232.99379,213.58345,388.73879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13,"Standard","UniqueAccessory",1.63569,0.29759,2.91138,39.48155,0.60724,1.6919,0.72293,0.79517,19.47966,1.86914,477.60362,0.32966,701.04534,4.1031,0.22172,1.06569,3.52052,3.87966,19.80983,50,4.97828,4591.165,2260.40638,0,1,0.94259,1,0.85707,0.80052,8.63741,0.32724,1.05328,10.31948,2570.23845,425.56448,428.77793,26.11138,6598.1481,0.31534,16.35655,0.32724,0.32517,23.49897,7.10017,0.32724,1,4.96724,0.32724,0.31345,0.33948,1,0.72741,1,0.32724,1,828.59172,1.18879,15.60241,1.99966,0.32724,10.17638,1,0.32724,0.33793,0.32724,2.8669,5,32.90155,1,0.50466,417.015,0.325,0.32724,10.69655,0.32724,50.13948,0.41328,0.32724,0,7.69138,0.30776,0.32724,1,0.82466,0.15414,0.50621,27.07414,962.73293,535.93724,0.32724,3.34638,0.32552,4.62966,0.3219,78.9,0.32724,9.52862,17.64328,4,14.04914,97.29448,1,3.86155,0.31879,39661.95862,0,79.28466,1.78603,41.72517,0,0,44.69983,1072.7,11.02793,100.11276,0,2480.98328,1,0,0,0,0,5.46,0,323.32379,4.12069,0,18.68172,0.48672,0,0,0,38.85069,90,1271.50069,0,114.57845,0,0,0,20.85293,0,267.04362,210.70069,397.75293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-14,"Standard","UniqueAccessory",2.47724,0.13483,2.82517,39.78345,0.51207,1.06207,0.31672,0.73155,17.78276,2.03621,479.1381,0.32983,955.10672,4.13897,0.17793,1,3.98897,4.03931,8.91241,50,4.88776,5523.0519,0,0,1,1,1,0.94862,0.965,7.90121,0.32862,1,10.45569,2963.71897,426.79586,426.79586,25.295,6367.27483,0.31793,20.02293,0.32983,0.32983,23.4281,8.94241,0.32983,1,6.45293,0.32983,0.23121,0.35086,1,0.81655,1,0.32983,1,708.88776,1.20897,14.97052,1.93483,0.32983,8.33103,1,0.32983,0.51155,0.32983,1.16966,5.21207,40.34828,1,0.70638,426.51741,0.32517,0.32983,10.87414,0.36138,50.64552,0.38086,0.26448,1750.66152,7.88207,0.17828,0.36379,1,0.96431,0.15069,0.32983,33.75638,926.15724,581.52552,0.32983,3.3319,0.32776,4.98276,0.22621,77.47793,0.32983,7.18379,17.59224,3.40069,14.79328,91.09569,0.99897,3.17466,0.32948,39478.61724,0,63.28103,1.74466,42.31138,0,0,30.96638,1101.86234,10.03655,46.37741,0,1222.98966,1,0,0,0,0,5.14741,0,324.61172,3.66448,0,18.36759,0.47086,0,0,0,32.53828,88.17379,1636.78534,0,132.85862,0,0,0,21.02483,0,269.90534,207.43121,501.52672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-15,"Standard","UniqueAccessory",1.9493,0.11474,2.95895,38.18684,0.70877,1.54789,0.32754,0.97772,14.4493,1.9407,476.31982,0.32754,1761.40982,7.01246,0.14895,1,3.62316,3.66175,6.35947,49.78807,5,12322.45516,0,0,1,1,1,0.72912,0.96175,7.96263,0.32702,1,11.99368,3803.26526,422.39123,423.90386,31.05474,6155.6714,0.30281,21.97684,0.32754,0.32754,20.20842,4.56579,0.35772,0.99211,3.53895,0.32754,0.30561,0.32754,1,0.70491,1,0.32754,1,698.79316,1.99526,14.22474,1.16105,0.32754,4.79316,1,0.32754,0.70789,0.32754,1.75333,4.93895,50.47298,0.99842,0.95298,423.71035,0.32719,0.32754,10.08035,0.39456,50.26456,0.52596,0.17667,1839.7414,9.4407,0.14246,0.52281,1,1,0.1293,0.32754,27.52421,917.48719,526.31211,0.32754,3.34596,0.32561,5.00439,0.23684,76.08263,0.3307,5.6414,15.68211,3.97544,12.83614,89.36439,0.91947,1.97158,0.31825,39211.10702,0,65.38439,2.23456,40.19263,0,0,20.0686,881.58632,8.17632,31.39,0,2011.16772,1,0,0,0,0,3.56579,0,319.5686,4.59947,0,16.95719,0.44263,0,0,0,33.66456,83.91684,1049.6193,0,115.86947,0,0,0,19.48912,0,262.71965,205.29877,523.06982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-16,"Standard","UniqueAccessory",1.66517,0.22672,2.59672,38.48914,0.77879,1.76328,0.32724,0.91724,10.08621,1,455.88224,0.32724,656.12707,7.03534,0.25862,1.01448,1.90638,3.13897,14.65155,52.47621,6.14172,0,0,0,1,1,1,0.785,1,7.95034,0.32724,1,11.2231,3913.64983,413.20414,382.86,22.29672,6352.86828,0.2919,14.41431,0.32724,0.32069,22.20103,4.19741,0.34672,1,5.66483,0.32724,0.31931,0.32724,1,0.88017,1.21241,0.33655,1,756.62069,1.17207,14.25086,1,0.32724,5.35362,1,0.32724,0.36793,0.32724,1.6681,4.8719,55.48638,1,0.99,423.1169,0.32724,0.33724,10.77534,0.525,50,0.36741,0.14241,1837.15224,8.97,0.15138,0.335,1,0.97,0.30069,0.37655,31.34603,910.93776,541.42638,0.32724,2.80483,0.32724,4.32017,0.30138,79.44448,0.32724,6.02759,16.705,3.91517,14.06293,80.67741,0.98345,1.47069,0.32672,39155.88793,0,77.65897,2.7469,41.61569,0,0,12.34483,589.06138,7.77862,15.4519,0,1247.48017,0.86707,0,0,0,0,1.46103,0,326.25862,4.66741,0,15.60345,0.68328,0,0,0,40.08672,83.39707,751.14828,0,105.82672,0,0,0,19.36034,0,283.25397,207.69466,386.1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-17,"Standard","UniqueAccessory",2.93281,0.24351,3,35.19772,1,1.5307,0.32947,0.6793,11.88193,1.18614,422.13895,0.33263,633.33491,8.01018,0.25123,1.57895,1.44281,3.45228,11.05544,65.49018,7.20158,26204.34408,0,0,1,1,1,0.99895,1,8,0.32947,1,9.83088,4468.88105,423.73474,414.72193,20.15877,6225.16754,0.30789,19.71228,0.32947,0.32947,30.55789,4.91509,0.50649,1.00333,3.87789,0.32947,0.32947,0.32947,1,0.62246,1.84719,0.32947,1,724.57351,1.12842,13.66579,1.30035,0.33281,5.7786,0.87649,0.38877,0.33053,0.32947,1.36298,6.88965,56.22491,1,0.35088,421.48316,0.32947,0.33105,13.23404,0.59719,52.53649,0.33509,0.32035,1839.00719,8.48684,0.20842,0.48,1,0.99754,0.32789,0.33614,31.87561,914.18316,626.46667,0.32947,3.44,0.32947,4.64737,0.32088,71.09754,0.35684,3.50456,24.45474,3.85895,14.80263,82.5507,1,2.76877,0.32246,39195.46316,0,67.62737,2.36912,43.84491,0,0,11.94649,433.88263,7.19281,9.28596,0,825.46298,0.97632,0,0,0,0,1.79193,0,317.80105,4.43579,0,15.03404,0.92474,0,0,0,37.34719,82.44,464.17193,0,105.93368,0,0,0,19.94456,0,313.12404,210.82439,222.39526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-18,"Standard","UniqueAccessory",2.67912,0.25018,2.72982,35.65754,0.99842,1,0.32614,0.49404,13.26351,1.15842,357.52947,0.30281,539.95772,9.82088,0.19579,2.01035,1.57211,3.21632,9.04281,69.07702,5.42333,7500.96316,0,0,1.00947,0.99526,1,0.93614,0.99947,7.87105,0.32632,1,8.04614,5756.25702,422.58947,404.44421,20.40719,6074.27018,0.32579,16.97333,0.32632,0.26649,35.30684,4.89193,0.45474,1,3.35982,0.32632,0.45509,0.32632,1,0.66158,1,0.40474,1,708.91561,1.75246,13.69825,2.2586,0.32632,8.56298,0.62877,0.32614,0.32632,0.32632,2.17982,10.46596,55.83491,0.98351,0.71667,421.0607,0.32632,0.32632,13.84456,0.52281,60.09544,0.31561,0.31281,1834.03982,19.34263,0.30719,0.96702,1,0.99895,0.31614,0.32632,28.14386,929.98649,633.88421,0.32632,1.53421,0.32456,7.39368,0.32368,56.25439,0.54561,15.81982,28.85947,3.34263,14.66737,70.11281,1,2.7907,0.32632,39126.42581,0,62.32421,2.73386,44.24509,0,0,7.91,303.57193,8.70404,6.76298,0,581.16,0.99456,0,0,0,0,3.20439,0,317.55737,3.96018,0,11.69579,1,0,0,0,37.28316,83.68965,383.78123,0,105.64737,0,0,0,19.39772,0,264.69474,214.88912,203.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-19,"Standard","UniqueAccessory",2.92263,0.30684,3,39.23175,0.90807,1,0.31965,0.34719,12.11123,1.21789,369.37175,0.34158,461.35088,9.83228,0.28281,1.04684,1.69193,4.29368,7.3386,72.09018,4.8414,5002.2807,0,0,0.93351,0.9886,1,0.67509,0.98105,7.93579,0.32088,1,8.21649,3340.47035,420.86632,407.48684,22.63754,6125.7193,0.31965,18.76351,0.31842,0.28333,35.25667,5.10351,0.31965,1.02158,4.73333,0.32281,0.31368,0.31965,1,0.95158,1,0.35667,1,672.44421,1.73825,13.47965,1.98,0.31965,4.76491,0.94807,0.31965,0.75509,0.31965,2.29456,10.46579,42.65544,0.9993,0.97246,419.40842,0.31965,0.35474,11.92333,0.40719,60.58912,0.31965,0.28947,1820.23474,18.20842,0.31649,0.90632,1,0.96895,0.31965,0.34053,24.98088,943.64737,615.48965,0.31965,1.02175,0.31965,1.41404,0.2893,54.9,0.34965,6.12561,22.91316,3.58667,14.4086,68.57596,1,4.16053,0.31544,0,0,50.85211,3.07877,44.45316,0,0,5.86632,312.52228,3.22491,6.86947,0,502.81105,0.97982,0,0,0,0,3.06737,0,349.93772,3.58649,0,10,0.99965,0,0,0,39.70123,75.25474,414.31386,0,104.74649,0,0,0,18.15228,0,278.9693,209.75246,209.70421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-20,"Standard","UniqueAccessory",2.88931,0.31707,3.25034,36.50276,0.99603,1.80397,0.31948,0.52931,16.61828,1.44897,442.52534,0.31828,458.30155,7.56103,0.30138,0.99724,2.02172,4.35672,11.77069,81.52207,4.46655,4389.27259,0,0,0.87138,1,1,0.5631,0.99517,8.19448,0.31828,1,9.20759,3584.46241,413.43845,406.91672,23.295,6058.12362,0.31828,13.75845,0.31828,0.31828,31.02431,5.0131,0.46069,1,7.31069,0.31828,0.31828,0.31828,1,0.99086,1,0.31828,1,526.16241,2.6431,15.03362,2.93931,0.32862,3.55914,0.93828,0.31828,0.31828,0.3181,1.42603,9.57569,37.86724,1,0.68172,416.63724,0.31828,0.31828,9.97069,0.42276,75.83276,0.31828,0.31828,1808.20655,16.89397,0.31828,0.55276,1,0.90172,0.31828,0.31828,24.12103,937.43379,616.61466,0.33776,1.035,0.31828,3.60276,0.30672,55.77414,0.34793,4.75517,16.83431,4,14.15017,66.99224,1,2.55828,0.31828,0,0,71.47241,2.16069,45.18448,0,0,5.16017,425.02069,3.00517,7.48241,0,490.80138,0.92052,0,0,0,0,2.71517,0,334.46069,3.25914,0,10,0.60707,0,0,0,36.51517,65.91259,352.10828,0,104.06603,0,0,0,16.57741,0,249.82138,217.96638,166.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-21,"Standard","UniqueAccessory",2.64456,0.31246,4.03246,36.58053,0.94246,2,0.3214,0.63614,18.0993,1.39053,448.86088,0.3214,430.24246,6.75667,0.31298,0.99754,1.84333,4.01474,22.30509,67.73965,3.70947,4317.85368,0,0,1,1,1,0.37842,1,7.53772,0.31281,1,8.62211,3724.48333,375.62789,407.77263,20.52842,5899.53053,0.3214,8.45386,0.32123,0.32105,27.74632,5,0.3214,0.94316,7.25053,0.3214,0.32018,0.31684,1,0.98895,1,0.31053,1,541.69316,4.78105,17.20088,4.52368,0.31579,6.55175,0.95737,0.3214,0.36263,0.3214,1.34316,6.49368,38.71404,1,0.50193,416.68702,0.3093,0.3214,9.92035,0.88491,77.35368,0.39579,0.31123,2947.14862,13.93561,0.3214,0.6086,1,0.87228,0.3214,0.34404,15.87772,937.20386,619.42123,0.33842,1.02035,0.3214,4.36965,0.17018,55.46807,0.46404,7.19246,13.15263,4,13.21,65.97561,1,1.85228,0.3214,0,0,52.75754,2.16281,46.54491,0,0,4.98579,384.90035,3,6.94439,0,406.62298,0.94474,0,0,0,0,3.33158,0,312.51526,4.02053,0,9.65316,0.99772,0,0,0,38.81947,63.82825,348.96719,0,104.17175,0,0,0,11.9814,0,261.78719,255.99386,109.96684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-22,"Standard","UniqueAccessory",3.18825,0.27965,4.96035,39.26825,0.92123,2,0.32614,0.46211,23.79807,1.19018,449.10158,0.32439,316.80982,5.28316,0.19842,0.99614,1.47649,4.10982,12.97667,56.45175,4.28491,4289.19842,2615.6875,0,1,1,1,0.46772,0.99,7.82105,0.29649,1,9.01193,4560.28298,374.30807,405.28842,20.01088,5879.19772,0.32614,9.88088,0.32368,0.25667,30.02737,6.4793,0.32614,0.93807,8.12316,0.32614,0.32474,0.29965,1,0.99965,1,0.32614,1,523.62088,4.52281,22.13246,444.36772,0.31842,10.79509,1,0.32614,0.32632,0.32614,1.98088,4.40404,39.13544,1,0.72368,416.62947,0.28596,0.29298,10,0.89632,50.93596,0.41596,0.23579,0,14.90386,0.32614,0.81,1,0.97053,0.22947,0.37649,22.94421,930.65246,624.94421,0.52018,1.75035,0.31825,3.32947,0.25526,55.37158,0.7786,4.2714,12.46228,4.31912,21.80263,70.88965,1,2.17386,0.32614,0,0,60.44526,1.71772,48.50123,0,0,4.6793,284.93263,3,5.86789,0,413.00877,1,0,0,0,0,6.34632,0,312.64053,3.65298,0,9.97737,1,0,0,0,30.22561,64.49053,319.38912,0,104.86772,0,0,0,13.72035,0,266.67263,259.98719,162.23211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-23,"Standard","UniqueAccessory",1.24228,0.26649,2.37386,38.74211,0.65246,2,0.30421,0.75316,29.06632,1.65807,462.34211,0.31965,441.33509,4.61404,0.19825,0.98982,1.42807,3.70123,15.4486,44.10807,5,4396.00772,2639.5614,0,1,1,1,0.59702,1,6.85053,0.31667,0.95912,8.87684,4487.13789,371.16018,389.46175,20.98596,5831.92404,0.31965,10.23807,0.31965,0.31965,30.48579,6.84684,0.3193,1,8.22807,0.31965,0.36684,0.31,1,0.96246,1,0.31965,1,463.30018,2.60246,17.34088,555.81228,0.31965,9.61614,1,0.31965,0.43456,0.36579,2.60544,4.32579,33.4707,1,0.81386,417.2186,0.30632,0.31965,8.93298,0.3486,52.48509,0.36561,0.26561,0,11.49702,0.31965,0.69789,1,0.77386,0.28614,0.3186,18.63526,915.52772,633.49474,0.86053,1.66386,0.31789,3,0.27018,78.9586,0.8807,5.32228,13.72789,4.8407,15.19877,90.32754,1,1.60561,0.28877,0,0,68.44333,1.99737,45.65298,0,0,4.11807,211.52965,3,7.23281,0,396.10228,1,0,0,0,0,7.26649,0,316.56456,5.62737,0,9.99825,1,0,0,0,35.46123,63.84351,305.12018,0,146.14842,0,0,0,15.75123,0,245.38719,227.39088,171.15526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,"Standard","UniqueAccessory",1.11397,0.19172,2.6131,37.44414,0.355,1.92534,0.31466,0.52069,27.74672,1.08397,505.30362,0.31621,349.9031,4.7169,0.27259,1.04414,1.18914,3.86362,22.96466,34.55034,6.08241,4634.31552,2648.26724,0,1,1,1,0.66155,1,5.96069,0.30034,1,8.54741,4287.85,359.09862,402.86259,21.9981,5769.2219,0.31552,9.68793,0.31621,0.31621,30.70552,5.865,0.36741,1,5.315,0.31621,0.37638,0.30914,1,0.99103,1,0.31621,1.66241,455.59603,1.43155,21.55155,362.44483,0.37172,9.95483,0.63345,0.31621,0.47638,0.355,3.92776,4,34.87707,1,0.7469,414.23603,0.33672,0.35121,9.43379,0.55466,55.09759,0.31621,0.31621,0,10.63155,0.31621,0.52534,1.00621,0.63138,0.29052,0.31621,20.32983,910.56966,634.39414,0.98948,2,0.31621,2.51672,0.24534,98.88603,0.94345,5.35793,14.72534,4.79448,14.05431,95.92259,1,1.04397,0.30276,0,0,66.44655,2.23638,43.36517,0,0,3.12931,185.75862,3,5.85707,0,358.98448,0.86345,0,0,0,0,6.72552,0,325.46103,5,0,9.97034,1,0,0,0,32.76983,60,274.92483,0,177.74259,0,0,0,16.29931,0,263.04776,241.42259,131.71483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-25,"Standard","UniqueAccessory",2.2607,0.13105,3.13596,36.82895,0.31544,1.66737,0.31491,0.3393,29.54825,1.47825,491.49263,0.31491,298.96421,7.06526,0.14404,1.41596,1,3.85702,24.76772,39.20947,7.91982,4940.96018,2850.77684,0,1,1,1,0.8786,1,7.5907,0.25351,1,8.56842,5738.99614,331.97895,423.45123,21.52719,5772.48772,0.31491,11.40123,0.31491,0.31491,30.56982,5.86474,0.44,1,10.57825,0.31491,0.31491,0.31368,0.91807,0.85246,1,0.33737,1.86316,448.55825,2.46965,25.12404,22.27842,0.32825,9.94421,0.59281,0.31491,0.44912,0.31491,4.44246,4.10018,35.5993,1,0.43772,396.19509,0.31018,0.31316,8.77912,0.95193,64.90912,0.43263,0.31491,0,10.62912,0.31491,0.31491,1,0.72421,0.23439,0.32018,24.69526,899.60965,619.8093,1,2.05298,0.31491,2.56825,0.17544,64.89368,0.95772,4.73509,14.64351,3.95895,14.10298,100.12807,0.96474,1.12404,0.31491,0,0,54.42789,1.99544,41.35386,0,0,4.00877,212.13246,3.4007,4.24439,0,260.82614,0.70175,0,0,0,0,6.21351,0,370.70316,4.47316,0,9.88544,1,0,0,0,29.87474,60,208.17404,0,150.62211,0,0,0,18.82526,0,259.40789,213.0514,105.39509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,"Standard","UniqueAccessory",3.11263,0.29368,4.18158,33.4107,0.43421,1.60649,0.31807,0.55421,29.89596,1.94316,460.07965,0.31807,389.89667,9.22053,0.15439,3.43561,1,4,27.49614,47.28842,8.5914,11618.62561,2632.68544,0,1,1,1,0.86754,0.88211,8.35982,0.28491,1,10.48596,13565.18912,366.04544,423.19088,23.15842,6132.18316,0.29772,22.57281,0.31807,0.31351,36.27474,5,0.5193,1,7.13754,0.31807,0.31807,0.31579,0.88754,1,1.03772,0.29509,1.83649,493.3207,2.49228,23.5786,3.87825,0.31193,9.99842,0.87474,0.35298,0.32526,0.3093,4.96947,4.92965,31.74193,0.99246,0.51456,415.2393,0.31702,0.3,12.34228,0.67404,74.07088,0.36105,0.31807,0,14.48105,0.27965,0.31807,1,1,0.31491,0.31807,23.29281,940.8114,652.78737,0.73035,2.05316,0.31368,2.51825,0.21123,63.29965,0.95351,8.97877,13.5393,3.82825,16.05105,86.12965,0.87105,1.66754,0.21877,0,0,56.51526,1.88474,40.66614,0,0,3.58368,217.96912,4.9,3.7786,0,220.55123,0.86877,0,0,0,0,7.72333,0,371.24281,4.03982,0,9.07544,0.94298,0,0,0,27.69544,59.61316,197.10386,0,133.71333,0,0,0,21.62211,0,264.76561,252.90246,96.60526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-27,"Standard","UniqueAccessory",5.24105,0.3493,2.59035,33.87298,0.73281,1.50632,0.31596,0.45649,29.93,2.17105,480.53386,0.32,895.19526,7.82825,0.13333,4.88649,1,3.80649,19.23544,63.86579,9.36965,13323.89175,2665.21211,0,1,0.9993,1,0.74737,0.89,7.08281,0.31,1,9.74368,7886.74807,389.88474,386.10632,27.77474,6163.52193,0.28526,38.83421,0.32,0.30035,36.79421,5,0.4,1,10.51491,0.32,0.31404,0.32,0.84561,1,1,0.27088,1.80281,668.56158,2.70947,22.08737,1.91912,0.31965,10.74053,0.64193,0.3693,0.39439,0.32,5,5.75772,26.42053,0.99667,0.40351,391.59,0.31684,0.32,12.60439,0.62614,72.05018,0.32,0.28,0,14.99877,0.28263,0.32,1,0.99526,0.2614,0.32,22.80456,980.34526,651.29404,0.75456,2.96281,0.32,2.06158,0.31088,64.81421,0.8307,6.80667,13.29088,3.99895,15.81158,65.96018,0.99316,2.44684,0.2693,0,0,77.35526,2.77175,42.83123,0,0,4.49667,218.38842,4.78614,3.94105,0,229.84123,0.99175,0,0,0,0,9.07807,0,341.85,3.53035,0,8.24842,0.96456,0,0,0,27.60298,53.34211,130.74614,0,112.0807,0,0,0,16.29912,0,274.34807,258.53526,94.91825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
