"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Corona.Solaris","Dreadbeak","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Stormwall","Cameria.s.Avarice","Disintegrator","Dreadsurge","The.Enmity.Divine","The.Rippling.Thoughts","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
23,"2018-06-23","Incursion HC","UniqueWeapon",0.24,0.24,1,1,1,1,1,0.24,0.4951,2,0.8151,2,14.13,0.24,425.94389,2,0.51,1,1,4,0.48,0.24,0.24,1,2,11.27531,5,16.08,1,0.24,0.24,4,1,0.36,0.94,4,0.24,0.24,0.24,1,0.24,7,0.24,2,0.24,6,0.57829,2,69.61,0.24,0.53,32,0.48,1,0.24,1.0451,0.53,0.48,0.25,0.57,0.24,0.24,0.24,0.29,0.4102,0.24,0.24,3,2,8,1,2,1,0.51,1,2,0.24,0.68082,1,0.24,1,0.24,1,0.97,1,0.4451,120,44.3,0.94041,1,1,0.24,0.24,1,0.4751,0.99,0.24,0.52,7.82,0.75,0.48,10,0.52,0.52,0.24,0.52,3,1.44816,0.48,0.24,0.52,0.24,55,0.8551,0.6651,0.24,9,1,1,0.2551,0.24,5.49136,1,2,1,2,0.24,0.9751,0.24,1,0.52,0.24,0.24,25.99,94.82,0.69041,0.24,0.9551,7.74,2,150.98,0.24,4,0.3102,1,0.87,2,39.07077,1,519.51308,1,1,0.24,0.72,0.8451,0.5,0.24,7,0.97,0.34,2,0.72,13.2,6.98,4.22,65,1,13,1,0.45,0.24,1,40.658,2,0.8,0.26,35,0.9951,0.24,3,1,5,0.24,0.24,NA,35,2,102,19,0.24,0.58,2.03,0.24,0.24,0.24,0.24,449.28231,0.25,1.75,1,4.06,4,14,1,8,2,2,13.25,3.55857,5,503.21571,5.28,205.94,139,797.42667,NA,NA,0.27531,15,NA,0.4151,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-06-24","Incursion HC","UniqueWeapon",0.26,0.54,1,1,1,1,1.57592,0.26,0.52,2.3425,0.95531,1.68,7.6,0.26,393.9105,2,0.53,1,1,4,0.56,0.26,0.26,1,2,10,5,29.62175,1,0.26,0.26,4,1,0.53,0.9651,3.73,0.26,0.26,0.26,1,0.6602,7,0.26,2.75041,0.5051,6,0.52,2,65,0.26,0.53,30.9,0.52,1,0.26,1,0.5151,0.52,0.2902,0.65,0.26,0.26,0.26,0.26,0.53,0.26,0.26,3,1,7.36,1,2,0.9851,0.54,1,2,0.26,0.7651,1,0.26,1,0.26,1,1,1,0.58061,80,44.0804,0.82041,1,1,0.26,0.26,1,0.9251,1,0.26,0.53,4.58,0.75,0.48,10,0.52,0.54,0.26,0.86,3,2,0.52,0.26,0.53,0.26,57,0.52,0.55,0.26,8.46633,1,1,0.52,0.26,5,1,2,1,2,0.26,1,0.26,0.55,0.55,0.26,0.26,25.43,145.14,0.8,0.26,1,7.05,2,138.80333,0.26,4,0.26,1,0.79,2,49.20636,1,476.40727,1,1,0.26,0.6051,1,0.38,0.26,8,0.7951,0.53,2,1,10,6,3.34233,65,1,11,1,0.52,0.26,1,40,2,0.52,0.26,44.4,1,0.26,3,1,5,0.26,0.26,NA,20,2,87.94,19,0.26,0.56,2.09,0.26,0.2651,0.26,0.26,395.94,0.26,2,1,5,3.25,12,1,8.59,2,2,13.36794,4,7.1,420.31857,4.95,109.9,120,726.418,NA,NA,0.26,15,NA,0.26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-06-25","Incursion HC","UniqueWeapon",0.27,0.54,1.95551,1,1,1,1,0.27,0.54,3,0.81,1.88,59,0.27,389.97,2,0.28,1,1,4,0.54,0.27,0.27,1,2,10.7451,5,34.15143,1,0.27,0.27,4.7902,1,0.54,0.7002,3.29,0.27,0.27,0.27,0.97,0.7751,8.54532,0.27,3,0.53,7,0.54,2,65,0.27,0.54,30.085,0.46,1,0.32,1,0.8351,0.54,0.27,0.54,0.27,0.33,0.27,0.27,0.54,0.27,0.27,3,2,7,0.99,2,1,0.54,1,1.99,0.27,0.73,1,0.27,1,0.27,1,0.97,1,0.51,80,38.14326,0.54,0.98,1,0.27,0.27,1,0.54,1,0.27,0.54,5,0.54,0.27,10.29,0.44,0.8,0.27,0.54,2.59,2,0.54,0.27,0.53,0.27,58.17,0.28,0.54,0.27,9.13122,1,1,0.46,0.27,3.84,1,2.02,1,2,0.27,1,0.27,0.54,0.54,0.28,0.27,24.68,140.35125,0.8,0.27,1,7,3,135,0.27,4,0.3,1,0.54,2,45,1,219.62,0.81061,0.5751,0.27,0.67041,0.7402,0.4251,0.27,8,0.8,0.53,2,0.5551,10,6,4.36,60.0051,0.99,10,1,0.54,0.27,1,42.31769,2,0.36,0.54,44.8,1,0.27,3.86667,1,4,0.27,0.27,NA,10.94,1.76,85,19,0.27,0.61,2.83,0.27,0.27,0.27,0.27,359.94,0.27,2,1,5,3,12,1.11674,8.63,2,1.69,15,4,6.78,300.95,4.95,109.9,120,539.91,NA,NA,0.27,15,NA,0.28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-06-26","Incursion HC","UniqueWeapon",0.28,0.3102,1.36082,1,1,1,1,0.28,0.54,3,0.93,2,49,0.28,380,2,0.28,1,1,4,0.28,0.28,0.28,0.93,2,10.0051,5,36.96,1,0.3,0.28,4,1,0.49,0.54,4,0.28,0.28,0.28,0.99,0.78041,8.71725,0.35,2,0.54,7,0.54,2,60,0.28,0.28,38.25,0.54,1,0.28,1,0.54,0.56,0.28,0.55,0.28,0.28,0.33,0.28,0.54,0.28,0.28,3.95,2,7,0.54,2,1,0.54,1,1.9,0.28,0.68,1,0.2851,1,0.28,1,1,1,0.54,61.2,34.04,0.54,0.8751,1,0.28,0.28,1,0.97,0.66,0.28,0.5551,5,0.56,0.54,13.92875,0.28,0.55,0.28,0.54,2.81257,2,0.53,0.28,0.54,0.28,58.62,0.64694,0.54,0.28,10,1,1,0.43,0.28,3.85,1,2.97,1,2,0.28,1,0.28,0.87531,0.91,0.28,0.28,24.68,132.80667,0.8,0.28,1,7,3,143.97,0.28,4,0.55,1,0.54,2,47,0.97,428.94444,1,0.55,0.28,0.9,0.70531,0.48,0.28,7.47,0.94,0.46,2,1,5.47,6,4,64.4,1,10,1,0.54,0.28,1,45,2,0.28,0.3751,44.3772,1,0.28,3.09889,1,3,0.28,0.28,NA,10.94,2,85,20,0.28,0.8351,2.86,0.28,0.28,0.28,0.28,335.44898,0.28,2,1,5,3,13.989,1.15214,8,2,1.73,15,3.33,5.94,305.23125,4.77,105,0,501.26333,NA,NA,0.28,15,NA,0.28,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
27,"2018-06-27","Incursion HC","UniqueWeapon",0.28,0.54,1.41,1,1,1.05,1,0.28,0.54,1.99111,0.84,2,49,0.28,375.81,2,0.54,1,0.99,5,0.39,0.28,0.28,0.84,2,7.00092,5,32.13,1,0.28,0.46,4,1,0.28041,1,4.45197,0.28,0.28,0.28,1,0.33031,8,0.28,2,0.54,7.99034,0.54,2,50,0.28,0.28,38.25,0.54,1,0.28,1,0.8401,0.56,0.28,0.36,0.28,0.28,0.54,0.28,0.54,0.28,0.28,3,2,7,0.83071,2,1,0.54,1,2,0.28,0.93,2,0.37,1,0.28,1,1,1,0.8601,59.99,34.52,0.86102,0.96,1,0.28,0.28,1,0.54,0.8901,0.28,0.54,6,0.54,0.28,14.62,0.46,0.53,0.28,0.78,2.82,2,0.4,0.28,0.5401,0.28,61.34,0.63071,0.8,0.28,12,1,1,0.28,0.28,5,1,2.91855,1,1.49,0.28,0.9901,0.28,0.8601,1,0.28,0.28,23.28,120.77,0.8,0.28,1,7,3,153.78,0.28,4,0.4602,1,0.54,2,45.07,1,419.93,1,0.54,0.28,0.56,0.7102,0.55,0.27,7.98895,0.93,0.54,1.84,0.84,5.79,6.9,4.83,69,1,9,0.93,0.54,0.28,1,44.59328,2,0.49,0.28,40,1,0.28,3,1,3,0.28,0.28,NA,8.4,2,80,22.23,0.28,0.84,2.17,0.28,0.28,0.28,0.28,312.17511,0.28,2,1,4.99,2.86,14,1.58,8.20643,2,1.81,15,3,5.96,297.76429,4.37,105,0,488.75571,NA,NA,0.28,14.40833,NA,0.54,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
28,"2018-06-28","Incursion HC","UniqueWeapon",0.28,0.55,1,1,1,1,1,0.28,0.54,1.06,1,2,44,0.28,349.89,2,0.54,1,1,4,0.5102,0.28,0.28,1,2,9.79918,5,30.01737,1,0.28,0.38,4.03,1,0.4251,1,4,0.28,0.28,0.28,1,0.5751,7.80122,0.28,2,0.55,8.82,0.54,2,48.86,0.28,0.58,40.17,0.54,1,0.3902,1,1,0.56,0.28,0.82,0.28,0.28,0.33,0.54,0.54,0.28,0.28,3.03571,2,7,0.8902,2,0.9751,0.54,1,2,0.28,0.88,1.08,0.28,1,0.28,1,1,1,0.4602,61.01,32.29348,0.84,0.95,0.8802,0.28,0.38,1,0.55,0.89,0.28,0.54,7.89,0.56,0.28,15,0.54,0.28,0.28,0.54,3,1.91061,0.4,0.28,0.82,0.28,66.17,0.6,1,0.28,10,1,0.9651,0.31041,0.28,5.0281,1,2,1,1.38,0.28,1,0.28,0.56,0.84,0.28,0.28,23.34,73.21,0.83,0.28,1,7,3,164.59,0.28,4,0.5451,1,0.81,2.55,39.97902,1,436.37,1,0.54,0.28,0.96,0.85,0.7651,0.25,8,0.56,0.56,1,0.96,4.19,5.80219,4.52,75,1,9.1148,1,0.55,0.28,1,49.08,2,0.41061,0.54,38,1,0.28,3,1,3,0.28,0.28,NA,8,1.612,79.33,30,0.28,1,2.34,0.28,0.28,0.28,0.28,292.03571,0.28,2,1,3.94,2.97,14.08,1.63,7.96982,2,1.64059,14.94,3,5,278.78,3.65,96,121.69,488.08,NA,NA,0.32,12,NA,0.56,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
29,"2018-06-29","Incursion HC","UniqueWeapon",0.29,0.54,2,1,1,1.01,1.09,0.29,0.58,1.98,1,2,44,0.29,347.345,2.00145,0.54,1,1,4.55529,0.55,0.29,0.28,1,2,10,5,30,1,0.29,0.36531,5,1,0.54,0.87,5,0.29,0.29,0.29,1,1,8.58,0.44,2,0.6551,9.06278,0.6,2,47.5,0.29,0.54,7.98,0.45,1,0.5,1,1,0.58,0.29,1,0.29,0.29,0.3751,0.54,0.54,0.29,0.29,4,2,7,0.48041,2,1,0.54,1,4,0.29,0.68,1,0.49,1,0.29,1,1,1,0.76551,0,34.88,0.9102,1,1,0.29,0.4,1,0.84,0.95,0.29,0.54,8.08,0.94,0.29,15.048,0.54,0.29,0.29,0.54,2.96,2,0.51,0.29,0.54,0.29,72.93,0.78,0.93,0.29,10,1,1,0.29,0.29,5.69,1,1.97,1,1,0.29,1,0.29,0.9551,0.54,0.29,0.29,23.48,191.79,0.59,0.29,0.87,7,3,200,0.29,4,0.54,1,0.71,2,39,1,615.1,1,0.54,0.29,1,0.84,0.54,0.29,8,0.66,0.54,1.11,0.9,4.19,7.5,4.52,75,1,9,1,0.34,0.29,1,49.55,2,0.4151,0.54,35,1,0.28,3,1,3,0.29,0.29,NA,5.88,2,88.32,33.42,0.29,1,2,0.29,0.29,0.29,0.29,284.49714,0.29,3.26,1,4.43854,2.2,13,2,9,2,1.75,14.55,1.8,6.21,248,3.54,96,123.02,454.53,NA,NA,0.3151,10.13,NA,0.6051,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
30,"2018-06-30","Incursion HC","UniqueWeapon",0.29,0.54,2,1,1.2302,1.41102,1,0.28,0.8351,2,1,1,44,0.28,362.86,2.03,0.54,1,1,3.33,0.79531,0.28,0.28,1,2,10.08143,5,25,0.96,0.28,0.28,5.5702,1,0.54,1,7.89143,0.28,0.28,0.28,1,0.8551,9,0.2851,2,0.56,10,0.62,2,45.43,0.29,0.5651,10.08,0.42,1,0.54,1,0.85,0.58,0.28,1,0.28,0.28,0.29,0.54,0.54,0.28,0.28,3.33,2,6.96,1,2,1,0.38,1,3,0.28,0.87,1,0.28,1,0.28,1,1,1.54,0.54,0,35.5,1,0.91,0.87,0.28,0.28,1,0.54,1,0.28,0.54,6,0.9,0.28,15,0.44,0.5002,0.28,0.43,2,2,0.43,0.28,0.54,0.28,75,0.56,0.82,0.28,9,0.9002,0.9751,0.28,0.28,5.61,1,2,1,1,0.28,1,0.28,0.58,0.8151,0.54,0.28,23.34,246.04,0.63,0.28,0.92,7,3,184.53,0.28,4,0.54,0.8651,0.54,2,37.59229,1,492.08,1,1,0.28,1,1,0.5051,0.28,8.58,0.80571,0.37,1.3,0.98531,4.19,7,4.04,80,1,7.63114,1,0.4102,0.28,1,51.27,2,0.28,0.4351,35,1,0.28,2.91,0.95,2.3,0.28,0.28,NA,5.59,2,89.366,36.24,0.28,0.5551,2,0.28,0.28,0.28,0.28,290,0.33,4,0.91,4.83,2.31077,15,1.09,9,1.76,2,13.8,2,8.43,246.04,3.55,77.97,123.02,450,NA,NA,0.29,10,NA,0.54,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
31,"2018-07-01","Incursion HC","UniqueWeapon",0.34,0.58,2,1,1.97,1.10092,1,0.3,0.86,1.71,0.98,1.27,44,0.3,350,2.03,0.54,1,1,3,0.3,0.3,0.3,1,2,14.13,4,27.9,1,0.3,0.3,4,1,0.56,0.7301,7,0.3,0.3,0.3,1,0.84031,9,0.3,2,0.3101,9.17,0.58,2.1,45,0.3,0.6,19.75,0.54,1,0.41,1,0.5,0.64,0.3,0.97031,0.3,0.3,0.3,0.5002,0.3701,0.3,0.3,3,2,7,1,2,1,0.39,1.23,3,0.3,1,1,0.3,1,0.3,0.99,1,1.44,0.5,0,39.3015,1,0.9201,1,0.3,0.3,1,0.4001,1,0.3,0.54,6,0.91,0.3,15,0.45,0.3802,0.3,0.54,2,2,0.54,0.3,0.6,0.3,71.0975,0.3,0.5901,0.3,9,0.99,1,0.3,0.3,5,0.9502,2,1,1,0.3,1,0.3,0.54082,0.54,0.54,0.3,40,80,0.62,0.3,1,7,3,194.82479,0.3,4,0.4101,1,0.9101,2,40,1,455.28553,0.8602,0.3,0.3,1,0.9,0.3,0.3,8,0.54,0.54,2,0.54,3.6,6,3.995,79.06276,1,8.85,1,0.54,0.3,1,49.085,2,0.3,0.31,31.02,1,0.3,1.14,1,2,0.3,0.3,NA,5.59,2,90,36.94118,0.3,0.5801,2,0.3,0.3,0.3,0.3,290,0.3,4,0.9,4.6,3.26,15,1.05,7.47,1.6,1.19,20.22,2,8.45,241.96,3.74,76.5,120.98,420.43,NA,NA,0.3,9.24,NA,0.54,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA
32,"2018-07-02","Incursion HC","UniqueWeapon",0.32,0.54,1,1,1.11,1.99,1,0.32,0.77,1.33,0.97,3,44,0.32,349.88364,2,0.54,1,0.99,3,0.32,0.32,0.32,1,2,13.72,4,27.79167,1,0.32,0.32,4.05551,1,0.79,0.54,7.63,0.32,0.32,0.32,1,0.89,9,0.44,1.73,0.54,9.56911,0.65,2.1551,45,0.32,0.59,20.28,0.38,1,0.32,1,0.4251,0.54,0.32,0.5751,0.32,0.32,0.32,0.55,0.32,0.32,0.32,3,2,7,0.9751,2,1,0.52,1.58,3,0.32,0.93,1,0.34,1,0.32,0.99,1,2,0.32,0,40,0.7102,0.97,1,0.32,0.32,1,0.43,1,0.32,0.79,5,1,0.32,13.51,0.54,0.4051,0.32,0.4851,2,2,0.54,0.32,0.54,0.34,75,0.32,0.58531,0.32,7,1,1,0.32,0.32,6,1,2,1,1,0.32,1,0.32,0.93,0.54,0.32,0.32,40,120.98,0.73,0.32,0.7702,7,3,194.90514,0.32,3.1,0.54,0.86,0.6,2.1,44.41,1,423.43,1,0.54,0.32,0.62,0.8,0.51,0.32,8,0.5351,0.54,1,0.97,5.4,6.52208,2.58667,74.7202,1,8.92,1,0.54,0.32,1,49.9,2,0.32,0.32,29.17,1,0.32,2.86,1,2.19,0.32,0.32,NA,5,2,75,33.94,0.32,0.62,2,0.32,0.32,0.31,0.32,295.29132,0.32,3.64,0.95,4,3,14.97,1,7.51,1.7,1,20.23,1.58,11.7,235.973,3.87,76.5,120.98,409.88,NA,NA,0.54,8.3,NA,0.54,NA,1.96041,NA,NA,NA,NA,NA,NA,NA,NA
33,"2018-07-03","Incursion HC","UniqueWeapon",0.32,0.54,1,1.02,1.5,1,1.96,0.32,0.91,1.35,1,2.14,44,0.32,415.98,2,0.54,1,1,3,0.32,0.32,0.32,1,2,12.21,4,25.54667,0.8601,0.32,0.32,5,1,0.33,0.98,5,0.32,0.32,0.32,1,0.54,9.64941,0.33,2,0.3301,10.24,0.96,2.20082,47.44667,0.32,0.66,20.28,0.33,1,0.35,1,0.39,0.54,0.32,1,0.32,0.32,0.32,0.54,0.32,0.32,0.32,3,2,7,0.88,2,1,0.44,1.19,3,0.32,0.64,1,0.32,1,0.32,0.94,0.88,1.22,0.4001,0,40,0.75,0.99,0.98,0.34,0.4301,1,0.5801,0.98,0.32,0.56082,4,0.92,0.35,14,0.54,0.33,0.32,0.54,2.13,2,0.54,0.32,0.65031,0.32,75.66,0.6802,0.5401,0.32,7,1,1,0.32,0.32,4.78643,1,2,1,2,0.32,1,0.32,0.74061,0.54,0.32,0.3201,40,119.98,0.97,0.32,1,7,3,183.692,0.32,3,0.72041,0.98,0.9301,2,44.70296,1,411.17864,0.91,0.64,0.32,0.75,1,0.46,0.32,8,0.5401,0.54,1,0.98,5,7.33,2.35,79,1,8.11905,1,0.54,0.32,1,45.38596,2,0.4901,0.32,25.82857,1,0.33,3,1,2.15,0.32,0.32,NA,5,2,74.8575,37.05,0.32,0.64,2,0.32,0.32,0.32,0.32,287.06463,0.32,3.63,0.99,3.51,3.34,14.96692,1,8.12,1.73,1.16,25.1,1.52,7.5,227.975,3.87,76.5,119.98,401.83,NA,NA,0.54,8.49,NA,0.54,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA
34,"2018-07-04","Incursion HC","UniqueWeapon",0.35,0.7,1,1,1.55531,1.74,1.13,0.35,1,1.83316,0.88,2,44,0.35,417.02375,2,0.4502,1,1,3,0.36,0.3351,0.35,1,1.94,11.14,4,25,0.81,0.35,0.35,5,0.96229,0.53,0.6551,4.89,0.35,0.36,0.35,1,1,9,0.43,2,0.82,9,1,2.45,55.99,0.35,0.7,20,0.47,1,0.35,1,0.54,0.56,0.35,1,0.35,0.35,0.35,0.36,0.53,0.35,0.35,3,2,7,0.92,2,1,0.69,1.93,3,0.35,0.7451,1,0.3702,0.72,0.35,1,0.7951,1.01,0.39,0,40,0.88,1,1,0.35,0.35,1,0.4651,0.91,0.35,0.54,4,1,0.49,15,0.54,0.54,0.35,0.4551,2,1.9902,0.54,0.35,0.44,0.35,77,0.61,0.57,0.35,6.21,1,1,0.35,0.35,5,1,2,1,2,0.35,0.92,0.35,0.71,0.67,0.35,0.5351,30,119.14,1,0.35,1,7,3,179.9975,0.35,3,0.54,1,0.83,2,45,1,361.37192,1,0.36,0.35,0.87,0.8951,0.5702,0.35,8.48,1,0.36,1,0.54,5,8,2.33,82.16,0.72,8.98,1,0.61,0.35,1.0675,48.82,3,0.36,0.54,29.81,1,0.35,2.54,1,3,0.35,0.35,NA,5,1.75,65.55,35,0.35,0.7102,2,0.35,0.35,0.35,0.35,265,0.35,3,1,3.56,3.4,14,1,7,1.74,1.01,20,1.24,6.93,178.886,7.35,76.5,134.465,402.76375,NA,NA,0.56,9.04,NA,0.54,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
35,"2018-07-05","Incursion HC","UniqueWeapon",0.37,1,1,2,1.09531,2,1.19041,0.37,0.82,1.84,0.78,2,34,0.37,402.13,1.9913,0.37,1,1,3,0.45,0.37,0.37,1,2,10,4,25.36,1,0.37,0.4,4,0.97639,0.54,0.9051,4.58,0.37,0.37,0.37,1,1,8.55826,0.37,2,0.74,9,1,2,58.05385,0.37,0.74,20,0.46,1,0.37,1,0.54,0.55,0.37,1,0.37,0.37,0.37,0.54,0.54,0.37,0.37,3,2,7,1,2,1,0.68,1.6,3,0.37,0.72,2,0.4251,0.9902,0.37,1,0.87,1.438,0.3751,0,40,0.6351,0.74,1,0.36,0.37,1,0.37,1,0.37,0.54,4,1,0.5,13.75,0.39,0.65041,0.37,0.37,2,2,0.54,0.37,0.54,0.37,76.486,0.6551,0.8851,0.37,6,1,1,0.37,0.37,4.5076,1,2,1,2,0.37,1,0.37,1,0.72,0.37,0.54,26.13,72.55,1,0.37,0.9251,7,3,175,0.37,3,0.64,1,0.54,2,48.79,1,388.77,1,0.71,0.37,1,1,0.61,0.37,8.28136,1,0.37,1,0.54,5,8,2.91714,85,1,9,1,0.75,0.37,1.05,52.12629,3,0.71,0.37,28.704,1,0.37,3.092,1,3,0.37,0.37,NA,5,1.91,74.06868,33.89,0.37,0.86,1.55,0.37,0.37,0.37,0.37,290,0.37,3,1,3.5,4.19,13,1,7,1.81,1.00591,19.22,1.24,5.64,167.96,6.41,76.5,133.39,407.476,NA,NA,0.54,9.95,NA,0.54,NA,1.25735,NA,NA,NA,NA,NA,NA,NA,NA
36,"2018-07-06","Incursion HC","UniqueWeapon",0.39,0.55,1,1,1,1.96,1,0.39,0.65029,2,0.97,1.46,29,0.39,380,2,0.39,1,1,3,0.55,0.39,0.39,1,2,12,4,28.91,1,0.39,0.39,5,1,0.61,0.83,4,0.39,0.39,0.39,1,1,8.06,0.39,2,1,9.07634,1,2.0502,59.53646,0.39,0.83,27.5,0.39,1,0.39,1,0.81041,0.54,0.39,0.9051,0.39,0.39,0.39,0.54,0.55,0.39,0.39,3.16,3,7,1,4.42,1,0.68,1.25768,3,0.39,0.54,1.12531,0.39,1,0.39,1,1,0.955,0.39,0,39.44,0.68,0.54,1,0.39,0.39,1,0.39,0.91,0.39,0.55,4,1,0.48,13,0.39,0.83,0.39,0.7102,2,2,0.47375,0.39,0.54,0.39,77.72,0.59,1,0.39,5.2402,1,0.55,0.5351,0.39,4.77,1,2,1,1.51,0.39,1,0.39,0.8151,0.55,0.3951,0.54,26.13,75.94,0.62,0.39,1,7,3,148.78908,0.39,3,1,1,0.54,2,45,1,387.6,1,0.5951,0.39,1,1,0.65531,0.39,10,1,0.39,1,0.6651,5.12,8,3,85,1,9.03,0.9851,0.54,0.39,1,51.45258,2,0.56,0.43,26.48579,1,0.39,4,1,3,0.39,0.39,NA,5,2,75.56,35,0.39,0.55,1.5,0.39,0.39,0.39,0.39,268.28,0.39,4,1,4.45,3.09615,13,1,7.92,1.84833,1,19.43,1.4,6.25,162.99563,6.59,75,211.8,369.93,NA,NA,0.7151,10.28,NA,0.51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
