"Day","Date","League","Type","Gilded.Ambush.Scarab","Gilded.Bestiary.Scarab","Gilded.Breach.Scarab","Gilded.Cartography.Scarab","Gilded.Divination.Scarab","Gilded.Elder.Scarab","Gilded.Harbinger.Scarab","Gilded.Perandus.Scarab","Gilded.Reliquary.Scarab","Gilded.Shaper.Scarab","Gilded.Sulphite.Scarab","Gilded.Torment.Scarab","Polished.Ambush.Scarab","Polished.Bestiary.Scarab","Polished.Breach.Scarab","Polished.Cartography.Scarab","Polished.Divination.Scarab","Polished.Elder.Scarab","Polished.Harbinger.Scarab","Polished.Perandus.Scarab","Polished.Reliquary.Scarab","Polished.Shaper.Scarab","Polished.Sulphite.Scarab","Polished.Torment.Scarab","Rusted.Ambush.Scarab","Rusted.Bestiary.Scarab","Rusted.Breach.Scarab","Rusted.Cartography.Scarab","Rusted.Divination.Scarab","Rusted.Elder.Scarab","Rusted.Harbinger.Scarab","Rusted.Perandus.Scarab","Rusted.Reliquary.Scarab","Rusted.Shaper.Scarab","Rusted.Sulphite.Scarab","Rusted.Torment.Scarab","Gilded.Legion.Scarab","Polished.Legion.Scarab","Rusted.Legion.Scarab"
10,"2019-09-15","Blight","Scarab",11,28.42263,8,25,33,7.49071,13,4,6,3,32,12,6,14.63005,3,11,10.93035,2,6.00071,1,2,1,24,3.76,3,6.02005,0.62,4,3,0.61,2,1,0.62,0.61005,21,0.75035,20.85,9,4
11,"2019-09-16","Blight","Scarab",11.9002,30,8,23,30,8,14,4,5,3,35,14,6,17.3104,3,11.89015,11,2,7,1.68,1,1,25,4,3,5.00005,0.68005,4,3,0.56,3,0.65005,0.56222,0.56,21,1,21,9,5
12,"2019-09-17","Blight","Scarab",11,28,7,21,29,8,14.94687,4,5,3,39.02525,18,5.42081,18,3,12,11.0303,3,7,1,1,1,28,5,3,5.83657,1,4,3,0.54,3,0.9301,0.54,0.54,21,1,22.91586,8.9004,5
13,"2019-09-18","Blight","Scarab",11,32,8,21.01515,30,8,15,4,5,3,40,18,6.91505,20,3,11,10,3,7,1.5,1,1,30,6.12525,3,5,0.53,4,3,0.58505,3,1,0.52,0.52,18.9,1,23.93071,9,5
14,"2019-09-19","Blight","Scarab",13,34,8,21,30,8,15,4,4,3,40,17,7,20.01207,3,10,9,3,7,1.6804,1,1,28,8,3,3.86015,0.61,4,3,0.94005,4,0.5,0.51,0.5,18.9,1,24.11045,9,5
15,"2019-09-20","Blight","Scarab",13,35,9,22,31,7.0101,16,4,4,3,39,18,6.14081,19.57667,3,10,10,3,7,1,1,1,27,5,2.81081,4,0.5801,5,2,0.5,4,0.5,0.49,0.8501,19.81505,1,26,9,4
16,"2019-09-21","Blight","Scarab",13,32,9,20,25,7,19,4,5,3,37,18,6,20,3,10,8,3,7.19556,1,1,1,22.4,5,2,3,0.6,5,2,0.49,4,0.49,0.49,0.49,17.6,1,30,10,5
17,"2019-09-22","Blight","Scarab",13,24.3102,9,18,20,7,21.38838,4,4,3,35,18,7,16.63045,3,10,8,3,7.58005,1,1,1,19.45025,5,3,3,0.6402,5,2,0.48,4,0.48,0.47,0.47,16.1702,1,29,11,5
18,"2019-09-23","Blight","Scarab",12.67505,19.10556,9,18,20,6.85505,24.36232,4,5,3,36,18,7,9.40091,3,10,8,2.27071,8,1,1,1,19.27525,5,3,3,0.98515,4.17515,2,0.43,4,0.50505,0.43,0.43,17.16515,1,27.25576,10,5
19,"2019-09-24","Blight","Scarab",14,18.5,9,18,22,7,22,4,5,3,37.31505,18,7,9.2601,3,9.41545,8,2,8,1,1,1,20.35,5,2,3,0.95505,4,2,0.5,4,0.8,0.42,0.41505,17.12515,1,27,10,5
20,"2019-09-25","Blight","Scarab",16.14141,18.45,9,19,23.22566,7,22.05515,4,5,3,39,19,7,10.5,3,9,8,2,9,2,1,1,23.1,5,2,3,0.84525,4.06566,2,0.56505,4,0.4802,0.4,0.5,17.35535,1,27,10,6
21,"2019-09-26","Blight","Scarab",19,19.62121,10,20,25,7.91505,23.9802,4,5,3,39,19,8,11.71545,3,9,9,2,10,1.6201,1,1,23.6601,5,2,3,1,4,2,0.52505,4.71101,0.84,0.44,0.47,18.74606,1,27,11,6
22,"2019-09-27","Blight","Scarab",18,25.96,10.11556,20,24,8,24.03505,4,4,4,40,18,7,17.89515,3.01515,9,9,2,12,1.92081,1,1,24.37172,5,3,2.93071,1,4.5503,2,0.47,5,0.57505,0.37,0.68525,20.12,1,26.69515,10,6
23,"2019-09-28","Blight","Scarab",15,23,10.30086,20,22,8,25,4,4,4,40,18,7,15.18152,3,10,8,2,10,1,1,1,22.44015,5,2.68005,2,1,4.8202,2,0.52,5,0.39005,0.36,0.46,19.32056,1,26,11,6.7202
24,"2019-09-29","Blight","Scarab",15,26.4,10,20,22,8,25,4,4.4404,4,39.53566,18,6.40566,17.80061,3,9.32626,8,3,11,1.01,1,1,23.5,5,3,3,1,4,2,0.37,5,0.52505,0.56,0.46,18.24,1,25,11,7
25,"2019-09-30","Blight","Scarab",15,28,10.08515,20,21.7503,8,25,4,5,4,37,18,7,15.90081,3.8701,9.7703,8,2,12.32586,1.3801,1,1,22.56,5,3,2,1,4,2,0.5,5,0.5,0.66,0.54,18.8,1,25,11,7
26,"2019-10-01","Blight","Scarab",15,25,10,20,23,8,27,4,5,3.7401,36.62106,16,7,14.1,4,9,8,2,13,1.13,1.88,1,21.00076,5,3,2.27025,1,5,2,0.5,5.58005,0.94,0.64,0.32,18.8,1,25,11,7
27,"2019-10-02","Blight","Scarab",15,24.1603,10,20,24,8,28,4,6,3,37.89056,16.00076,8,14.1,4,10,9,2,13,1,2,1,21.7202,5,2,2,1,4,2,0.52,5.70056,0.7201,0.64015,0.31005,18.8,1,28,12,7.00005
28,"2019-10-03","Blight","Scarab",17,23.88505,10,20.1204,24,7,28,4,8,3,34.3,17,8,14.4,4,10,8,2,13,1,2,1,24,5,2,2,1,4,2,0.55,7,0.49,0.8102,0.62505,20.64,1,30,14.52515,8
29,"2019-10-04","Blight","Scarab",17.4204,22.05,10,22,24,7,29,4,7.58096,3.06005,36.27116,17,9,14.7,4,10,8,2,14,1,2,1,24.5,4.94005,3,2.94,1,5,2,1,7,1,1,0.54005,21.86071,1,30.58045,14,8
30,"2019-10-05","Blight","Scarab",17,21.84505,10,20,23,6,30,4.15,6.58778,4,36.67505,17.71505,8,12.7301,4,9.64545,7.97515,1,13.44535,1,2,1,24.5,4,3,3,1,5,2,0.49,7,0.69505,1,0.49,20.8802,1,30,14,8
31,"2019-10-06","Blight","Scarab",16,20.8,10,20,23,6,28,4,5,4,37.1,18,8,11.66,4,9,7,1,13,1,2,1,23.4,4,3,2.7001,1,5,2,0.61,7,1,0.99,0.53,20.8,1,28,14,8
32,"2019-10-07","Blight","Scarab",15.7001,19.08,10.2703,20,20,6,30,4,6,4,36.04,18,8,12.19,4,9,7,1,13.74566,1,2,1,23.15576,4,3,3,1,5,2,0.54,7.71091,0.98505,0.95505,0.36505,20.17525,1,29,14.3501,8
33,"2019-10-08","Blight","Scarab",16,21.0803,14,20,22,6,30,4,6,4,36.92005,20,8,14.13051,3.0102,10,7,1,14.68,1,2,1,24.1001,5,3,3,1,5,2,0.53,8,1,0.8,0.32,20.94,1,30,14.84,9
34,"2019-10-09","Blight","Scarab",15,20.97015,10,19.58005,20,5,31,4,6,3,35.1,19,7,12.7401,4,9,7,1,15,1,2,1,24.31005,5,3,3,1,4.81005,2,0.76005,8,1,1,0.58,20,1,32,14.1601,9
35,"2019-10-10","Blight","Scarab",17,23.2,10,20,20,5,32,5,6,3,39.90505,19,7,14,4,9,6.98,1,15,2,2,1,25.65,5,3,3,1,5,2,1,8,1,1,0.69,22.8,1,32.84101,14.15576,10
36,"2019-10-11","Blight","Scarab",17.59121,22.9303,10,19,20,5,32.9901,5,5,3,40,19,6.96,13.34,4,9,6,1,15,1,2,1,26.1,5,3,3,1,5,2,0.58,8,1,1,0.3,24,1,32,14,10
37,"2019-10-12","Blight","Scarab",18,22.81192,10,18,11.4901,5,33,5,4.95,3,40.01505,20,6.56535,14.03535,4,9,6,1,16.7203,1,1.95051,1,26.1,5,2,3,1,5,2,0.58,8,1,0.58,0.47,23.2,1,31.07,15,10
38,"2019-10-13","Blight","Scarab",18,23.00005,10,18,19,5,31,5,4.55005,3.87066,40,18.0501,6.09005,12.95,4,9.99005,6,1,17,1.05015,1.74,1,25.9701,4,3,4,1,5,2,0.59,8,0.99005,0.59,0.41005,23,1,30,15,9.17025
39,"2019-10-14","Blight","Scarab",18.23111,25,10,18,19.61005,5,29,5,5,4,40,18.57015,5.8,11.4604,4,9,5.96005,1,18,1.79005,1.92,1,27,4,3,4.49076,1,5,2,0.62,7.00005,1,0.72,0.62,22.0101,1,30,14,9
40,"2019-10-15","Blight","Scarab",17.1903,23.8902,9.36005,16,18.7703,4.62051,30,5,5,4,39.4401,19,6,12,4,9,6,1,17.88005,1.84,2,1,27.0902,4,2,4.60051,1,5,2,0.89,7,1,0.55015,0.44005,22.60025,1,30,12,9.28
41,"2019-10-16","Blight","Scarab",17,24.08,9.5801,17,19.9103,4.48515,30,5,4,4,40,19,5.9,11.8,3.58525,8,6,1,17.79556,1,1,1,28,5,2,5.62061,1,4.8301,2,1,7.68141,1,0.78,0.5,23.6,1,27.40616,13.82,9.30505
42,"2019-10-17","Blight","Scarab",18,24.14005,10,17,13.90566,4.51,12.62318,5,4,4,42,18,6,11.48061,3.83,8,5.95,1,17.94,1.7401,1,1,29.5,4,2,5.7901,1,4.94,2.17,1,5.22071,1,1,0.59,23.4103,1,28,7.91177,10
43,"2019-10-18","Blight","Scarab",19,23.6,10,17.23005,20,5,27.28005,5,4,4,43,17,6,11.8,3,8,6,1,18,1.77,1,1,29.5,4,1,4,1,5,2,0.59,4.89015,1,0.75116,0.42,24,1,30,13,9.44056
44,"2019-10-19","Blight","Scarab",19,24,10,17,20,5,30,5.50586,4.99,4,43,20,6,13,4,8.54,6,1,16.1703,1.94505,1,1,29.11152,4,1,4.22,1,4.76525,2.98505,0.71,8,1,0.99,0.79,27,1,30,13.79545,9
45,"2019-10-20","Blight","Scarab",18.2601,23,10,17,20,5,31.59,5,5,4,43.72636,20,6.1,12.2,4,8.54,6,1,16,1.95505,1,1,30.29505,4,3,5,1,4,3,0.67,9.0701,1,1,0.5401,24.4,1,30,13.38535,9.71505
46,"2019-10-21","Blight","Scarab",18,20.6503,10.54056,17,20,5,31,5,4.98,4,45,19.5803,6.07005,10.3203,4,8,6,1,15.8102,2,1,1,29.8902,4,3,5.09025,1,4.14091,3,0.96,10,1,1,1,25,1,30,12.97015,9
47,"2019-10-22","Blight","Scarab",15.3601,18.9,10,16,20,4,30.80035,5,4.93,4,42,18.8401,6.2,9,3.72005,8,6.45015,1.86,15.5,1,1,1,29.6401,4.13111,3,4,1,4,3,0.87,9.00025,1,0.77005,1,24,1,30,12.74076,9
48,"2019-10-23","Blight","Scarab",15.29247,20.6701,11.78,15,20,4,30,5,4,4,43,18.60051,5.14,9.3,3.52,7.56,6.19,2,15.5,1,1,1,30,5,3,4.96,1,3.72,3,1,9.96,1,1,0.70005,23.56,1,30,13.43005,9.14025
49,"2019-10-24","Blight","Scarab",15,21.0301,10.86505,15,19,4,30,5,4,4,42.8804,18,6,9.9101,3.15,7,6,2,16,2,1,1,29.30566,5,3,3.20556,1,4.96,3,1,9.9101,1,1,0.63,24.8,1,33,12.84,9
50,"2019-10-25","Blight","Scarab",15,21,10.60535,15,18,4,30,5,4,4,44,17,6,8.28505,3.08,6.6604,6,2,18.29505,2,1,1,29,5,3,3.8601,1,4,3,1,9,1,1,0.5,25,1,35,13,8.98
51,"2019-10-26","Blight","Scarab",15,22,10,14,17.00035,4,29.28217,5.2301,4,4,43.00061,19,6.02015,8.8804,4,7,6,2,17.92,2,1,1,28.16,5,3,4,1.00005,4,3,1,9.58005,1,1,0.53,23.37131,1,37.8801,12.8,9.6403
52,"2019-10-27","Blight","Scarab",15,20,10,14,17,4,28.74061,6,4,3,41.6,19.8201,6,8.96,3.91005,7,7,2,17.0802,1.95,1,1,27.57,4.3202,3,3.13025,1,3.54015,3,0.96,8.3403,0.64015,1,0.38,22.97005,1,40,12.8,9.8201
53,"2019-10-28","Blight","Scarab",15.36051,19.9203,10.1001,14,17,4,30,6.0603,4,3,40.32525,18.8901,5.72,7.56,3.02505,6.5,8,2,17.03505,2,1,1,27.9,5,3,3.4902,1,4,3.08505,1,9.16505,1,1,0.44,23.77525,1,40,12.8,9.97
54,"2019-10-29","Blight","Scarab",15,18,10,14,17,4,30,6,4,3,40.00071,18.25015,5.11015,7.2002,3,7,7.2,2,15.4801,2,1,1,30,5,3,4.2,1,4,3,0.61,9,1,1,0.48005,23.3004,1,40,12.2,9.3
55,"2019-10-30","Blight","Scarab",14.32515,17.7,10,14,17,4,30,5,4,4,40.86515,19,5,6.23535,3,7,7,1.1302,15.6003,2,1,1,30,5,3,3.93505,1,3.5602,3,1,9,1,1,0.44,23.6,1,39.50616,13.47505,8.85
56,"2019-10-31","Blight","Scarab",14,18,10,14,16,4,30,5,4,4,42,18,5,6.14,3.91505,6,6,1,16,2,1,1,30,3.98515,3,4.92556,1,4,3,0.98,8,1,0.62,0.52,24.07051,1,37.03535,13.6302,7.30505
57,"2019-11-01","Blight","Scarab",13.0101,18.69556,10,13,16.39,4,30,5,4,4,42,18,5,7.97,3.02505,6,6,1.0301,16,1,1,1,30.36535,3,3,4,1,3.32505,3,0.97505,8,1,1,0.58,23.79,1,38,15,7.96
58,"2019-11-02","Blight","Scarab",12.72101,15.1802,8.85,13,17,4,30,5,4,4,42.66535,18,5,6.71,3.32515,6.71545,6,1,16.8101,1,1,1,27.45,3.77061,3,2.49,1,4,3,0.6,8,1,1,0.53,24,1,37,13.2,8
59,"2019-11-03","Blight","Scarab",11.4,17.1,9.68566,13,15,4,30,5,4,3,44,18.3603,5,5.7,3,6.12525,6.84,1,15.87586,2,1,1,26.88,4,2.99505,2.41,1,4,2.88,0.57,7,0.93,0.57,0.45505,23.2,1,35,12.66081,7.99
60,"2019-11-04","Blight","Scarab",10,17.1001,8.58005,13,17,4,29.85035,5,4,3,45,17.1,5,5.5101,2.99005,6,6,1,15.77,2,1,1,28.0902,4,2.85,3.99,1,3.99,2.85,0.57,7.63,1,0.67,0.57,22.8,1,35,13.08005,7.49056
61,"2019-11-05","Blight","Scarab",12,16.66505,9,13,17,3.94,29.7303,4,4,3,45,17,4,6,3,6,6,1,15,1.6601,1,1,27.44,4,2.46071,3.35505,1,3.41,2,0.56,6.96,1,1,0.5,23.71081,1,33,13.75,7.30505
62,"2019-11-06","Blight","Scarab",11.8301,20,9,13,15.66,4,29,4,3.60005,3,45,17,5,6,3,5,5.00005,1,15,1,1,1,28,4,2,3,1,3,2,0.55,7.04005,1,0.93,0.5,24.9001,1,30,14,8.30005
63,"2019-11-07","Blight","Scarab",14,19.25,9,13,15.68025,4,29,4,3,3,44.8,15,5,5.6,4,5,5.1401,1,15,1.96,1,1,27.5,4,1.68,3.36,1,3,2,0.5,7,0.94,0.92,0.5,24.04005,1,30,12.35,8
64,"2019-11-08","Blight","Scarab",14,19.09071,9,13,15.35035,3.93,29,4,3.41,3.19,42,15,5,5.6,3.36,5.66,6,1,14.52035,2,1,1,29.0202,4,1.8803,3.3903,1,3.5502,2,0.5,6.72,1,0.57,0.5,25.29035,1,30,12.5003,7
65,"2019-11-09","Blight","Scarab",13.15025,16.12015,9,13,15,3.61,29.45045,4,3,3,42,15,5,5,3,5,6,1,15,2,1,1,28.5,4,1.44,1.68,1,3.97005,2,0.5,6,1,0.86,0.54005,23.27,1,30,13,7
66,"2019-11-10","Blight","Scarab",14,14.5,8,13,15,4,30,4,3,3,40.53035,17.43005,5,5,2.2702,5.7,5.77,1,14,2,1,1,27.8401,4,1,1,1,3.94025,2,0.5,6,0.69,0.57,0.5,22.8,1,29,11.64015,5.61
67,"2019-11-11","Blight","Scarab",14.59545,15,8,13,14.46,3,30,4,3.69,3,40.6,17.9604,5,5.8,4,6,6,1,14,1.95,1,1,26.1,4,1,2,1,3,2,0.5,8.0101,1,0.58,0.48,23.2,1,29,11.6,7.20505
68,"2019-11-12","Blight","Scarab",15,13.34,8.43,13,14.44,3,28,5,4,3,43.55005,16.96005,5,5.8,4,5,6,1,14.28005,1.65005,1,1,28.42,4,2,3,1,3,2,0.5,7.54,1,0.6,0.46,23.20182,1,29,13.00172,7
69,"2019-11-13","Blight","Scarab",14,15.4602,8.85,13,14.89,3,28,5,4,3,44.84,16,4.9901,6.75051,3,5,6,1,13,1.8,1,1,28.91,3.81505,2.39,3.49556,1,3.52,2,0.5,7,1,1,0.27,23.6,1,28.99505,14,6.54121
70,"2019-11-14","Blight","Scarab",13.8802,15,8,12.12005,15,3,28.91025,5,4,3,47.04061,16,5,5.90051,3,5,6,1,12.99005,1.98,1,1,29.5,4,2.73,4.79,1,3.9001,2,0.56,6.0002,1,1,0.28,23.6,1,28,14,7
71,"2019-11-15","Blight","Scarab",12,15,8,12.93,15,3,30,4.5,4,3,44.78056,15,5,8,3,5,6,1,14,1.2,1,1,30,4,2.87,5,1,3,2,0.8201,6.9501,1,1,0.6,23.67,1,28,14,7
72,"2019-11-16","Blight","Scarab",13,15,8,12,15,3,29,4.66005,4,3,44.66061,15,5,7,3,5,6,1,14.26,1.8,1,1,29.8404,4,2,2.35025,1,3,2,0.75,5.00096,1,1,0.6,23.79,1,27,13.7403,7
73,"2019-11-17","Blight","Scarab",12,14.6902,8,12,15,3,26.09,4.75,4,3,45.62061,15,5,6,3,5,5.0804,1,13.6401,1.70035,1,1,30,3.71,1.83015,3,1,3.39005,2,0.6,6,1,0.6,0.59,22.94,1,25,13,7
74,"2019-11-18","Blight","Scarab",12,17.67015,8,12,13,3.96,25.1201,4,4,3,46,14.3002,4,7.0601,3,5,5,1,13.10005,1.11005,1,1,31.93,3,1.12005,2,1,4,2,0.58,5.32,1,0.59,0.5,22.23,1,25,12,6
75,"2019-11-19","Blight","Scarab",11.6,18.14167,8.07005,12,13.95,4,27,4,4,3,46.5201,14,4,8,3,5,5,1,13,1.91025,1,1,32.9602,3,2,2.6,1,3.6001,2,0.5,5.7,1,1,0.57,22.59,1,25,11.86071,6
76,"2019-11-20","Blight","Scarab",11.2,17,9,12,14,4,25,4.48,4,2.95,47.62096,13.8,4,6,3,5,4,1,12.22051,1.74,1,1,32,3,2,2,1,3,1,0.54,5,1,1,0.55,22.4,1,25,11.40076,5.94
77,"2019-11-21","Blight","Scarab",11,16.5,9,10.43,15,4,26.7701,4.39005,4,3,48,15,4,7.8201,3,5,4.95,1,12,2,1,1,34,3,2,2.8601,1,3,1.39,0.55,5,1,1,0.55,22,1,25,12,5.85
78,"2019-11-22","Blight","Scarab",10,19.6002,9,11,15.48,3,25,4.03,4,3,45.66066,14,4,7.94005,3,5,5,1,12.25015,2,1,1,30.13,3,1,3,1,2.24005,1.8601,0.55,6.03005,1,1,0.96,21.84005,1,25,12,6
79,"2019-11-23","Blight","Scarab",10.6,18.36,9.61515,11.87,14.53525,3,27.75505,4,4,3,45,14,4,7,3,5,5,1,13,1,1,1,30.9602,3,1,1.09,1,2,2,0.3,5,0.89505,1,0.54,21.37515,1,25,10,5.46515
80,"2019-11-24","Blight","Scarab",10,16.38081,8.1,11,15,3,27.85515,4.20505,4,3,43.34061,14.52515,4,6,3,5,4.9301,1,12.01,1,1,0.98,30.6204,3,1,2,1,2,1.9102,0.34,5,1,1,0.53,21.6,1,25,10.8,6
81,"2019-11-25","Blight","Scarab",10,11.6104,7.95,11,15,3,27.31222,4,4,3,42.3402,15,3,6,3,5,4.0303,1,12,2,1,1,31.3103,3,1,1,1,2,2,0.50505,5,0.9003,1,0.53,20.98515,0.78,25.0303,10.1004,5.74
82,"2019-11-26","Blight","Scarab",10,15.6,7.2602,10,16.08505,3,26,3.88,4,3,43.70051,15,3,6,2.91586,5,4.11,1,11,2,1,1,30,3,1.20061,1.60505,1,2,1.48,0.52,5,0.52,1,0.52,21.3601,0.52,25,10,5
83,"2019-11-27","Blight","Scarab",10,17.7001,7.65,11,18,3,25.78,3.8901,4,3,44.96505,15,3,8.47111,2.55,5,4,1,10,2,1,1,30,3,1,1.92535,1,2,1,1,5,0.7,0.51,0.51,20.4,1,25,10,5
84,"2019-11-28","Blight","Scarab",10,20,8,11,17,3,26,4,4,3,45,15,3,8,2.92525,5,4,1,10,2,1,1,32.24747,3,1,2,1,2.38,1,1,5,0.79,0.51,0.51,22.5,1,25,10,5
85,"2019-11-29","Blight","Scarab",10,19.9001,7,11.69505,16,3,26.06566,4,4,3,45,15,3,9,3,5,4,1,10,2,1,1,32,3,1,2,1,2,1,1,4.2301,0.98,0.97,0.52,22.22,1,25,10,6
86,"2019-11-30","Blight","Scarab",9.82,17.17596,7,11,16,3,25.6601,4.77,4,3,45,15.3,3,10.2,3,5,4,1,10,1.4304,1,1,31.07505,3,1,2,1,2,1,1,4,0.51,1,0.51,22,1,25,10.8201,6.2302
87,"2019-12-01","Blight","Scarab",8.16,15.3,7.65,12,16.84505,3,26.24525,4,4,3,45,15,3,10.2,3,5,4,1,10,1,1,1,30,3,1,2,1,2.5,1,1,4,0.51,1,0.5,22.4801,1,24,10,6
88,"2019-12-02","Blight","Scarab",9,19.9001,8,13.04,17,3,25.07545,4,4,3,45,15,3,10,3,5,4,1,10,1,1,1,27.6,3,1,2,1,2.55,1,1,4,0.87,1,0.51,22.75,1,25,10,6
89,"2019-12-03","Blight","Scarab",9,17.89,8,13.7701,17,3,25,4.28,3.7503,3,45.00505,15,3,9.5,3,5,3,1,10,1,1,1,30.7804,3,1,2,1,2,1,1,4,0.5,1,0.66,22.93,1,25,10,5
90,"2019-12-04","Blight","Scarab",10,19,8,13,16.61,3,25,4,4,3,45,14.76,3,10,2.85,5,3.2,1,10,1.14505,1,1,32.40515,3,1,2,1,2,1,1,4,0.5,0.88,0.5,22.26,1,25,10,5
91,"2019-12-05","Blight","Scarab",10,15.3,8.75,12,17,3,25,5,4,2.54,44,14.1404,3,9,3,5,4,1,10,1.5,1,1,30,3,1,1.09,1,2,1,0.51,4,0.51,0.51,0.5,22.3803,1,25,10,5.04545
92,"2019-12-06","Blight","Scarab",9.26,15.06,8.36,12,17.34005,3,25,4,4,3,44.16015,14,3,6.7501,3,5,4,1,9.75035,1.3702,1,1,30,3,1,2,1,2.02,1,0.51,4,0.57,0.51,0.51,22,1,27,10,6
93,"2019-12-07","Blight","Scarab",9,17.1503,8,12,17,3,25,4,3,3,45,15,3,7.65727,3,5,4,1,9,1.5,1,1,28,3,1,2,1,2.2301,1,0.51,4,0.81,0.51,0.52,22.90545,1,27,10,6
94,"2019-12-08","Blight","Scarab",9.08,15.95505,8,12,16,3,25,4.04,3.75,3,45,14.7,4,7.97,3,4,4,1,9,1,1,1,28,3,1,2,1,2,1,0.49,4,1,0.49,0.5,22.05,1,27,10,5.86
95,"2019-12-09","Blight","Scarab",9.89,14.7,8,11.92,16.75,3,25,4,3.82,2.00015,44.0101,14.7,4,7.49005,3,4,4,1,9.81,1.48,1,1,29.73005,2.97,1.37,1.4801,1,2,1,0.49,4,1,0.5,0.99,22.3302,1,26.46066,10,6
1,"2019-06-07","Legion","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2,"2019-06-08","Legion","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
3,"2019-06-09","Legion","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
4,"2019-06-10","Legion","Scarab",6.63536,3,3,16,8,5,6.96,4,3,3,14,3,2,2,2,7,3,1,3,1.40626,1,1,9,1,1,1,0.62,2,1,0.62,1,0.62005,1,1,7,1,NA,NA,NA
5,"2019-06-11","Legion","Scarab",6.79,5,3,15,9,5,6,3,3,3,17,3,2,2,2,7,5.03848,2,4,1.82,1,1,11,1,1,1,0.62,3,1,0.62,1,0.62,0.93505,0.62,9,0.31,NA,NA,NA
6,"2019-06-12","Legion","Scarab",7,7,4,15,14,7,7,4,4,3,19,4,2,3,2,9,7,3,4,1.8802,2,1,12,1,1,1,0.55515,4,2,0.62,2,0.99505,1,0.55,9,0.31,NA,NA,NA
7,"2019-06-13","Legion","Scarab",8,9,6,20,15,8,8,5,5,3,20,8,3,4,2,9,6.5204,4,4,2,1.93,1,13,1,1,1,0.58,4,2,0.6,2,0.81505,1,0.54,10,0.29,NA,NA,NA
8,"2019-06-14","Legion","Scarab",9,10,7,20,15,8.775,8.93065,5.65015,5,3,20,9,4,5,3,8,7.2701,4,4,2,1,1,13.93035,3,1,1,0.56,3.9204,2,1,2.32035,0.97005,1,0.56,10,0.28,NA,NA,NA
9,"2019-06-15","Legion","Scarab",9,10,6,19,20,10,10,7,5,2,20,9.48303,4,4,3,8,8,4,5,2.2903,1,0.84,14,4,1,1,0.3201,3,2,1,2,0.84,1,0.28,10,0.28,NA,NA,NA
10,"2019-06-16","Legion","Scarab",10,10,6.22,19,22.95545,11,10.7502,7,5,2,20,9.94322,4,3,3,9,9,4,6,3,1,0.52,14.43051,4,1,1,0.5,3,2,0.81,2,1,1,0.26,12,0.27,NA,NA,NA
11,"2019-06-17","Legion","Scarab",10,9.35005,8,19.89005,20,13,12,8,4,2,26.00051,16.80247,5,3.0104,3,10,9.48071,4.9204,5.8603,4,1,0.54,17.00005,4.00222,1.63025,1,0.54,3,2.88,0.81,2,1,0.88,0.27,14.09005,0.6703,NA,NA,NA
12,"2019-06-18","Legion","Scarab",11,11,9,21,20,12,13,9,4,2,27,16.47131,5,4,3,10,11,5,5,4,1,0.6,18,5,2,1,1,4,3,0.93,2,1,1,0.29,14,1,NA,NA,NA
13,"2019-06-19","Legion","Scarab",12.84596,13,10,24,23,12,12,9.00505,5,2,25,16,6,4,3,10.2502,11,5,5,4,1.6903,0.6,18,5,2,1,0.6901,4,3,1,2,2,1,0.33,14,1,NA,NA,NA
14,"2019-06-20","Legion","Scarab",13,14,10,24,24,12,12,10,4,2,25,16,5,4,3,10,11,4,5,5,1.9503,0.75505,17.7802,6,2,1,1,4,3,1,2,2,1,0.36505,14,1,NA,NA,NA
15,"2019-06-21","Legion","Scarab",13,12.00096,9,22,24,10.00045,13.8702,10,4,2,26,15,6,4,3,10,11,4.87005,6,5,1,0.87,18,5,2.59005,2,1,4,3,1,2,2,1,0.4401,14,1,NA,NA,NA
16,"2019-06-22","Legion","Scarab",14.9101,13,9,20,25,11,14,10,4.29,2,25,14,6.58586,4,2.40606,9,10.81505,4,5,5,1,0.95,16,4.9802,2,1,0.86,4,3,0.86,2,2,1,0.43,12.78222,1,NA,NA,NA
17,"2019-06-23","Legion","Scarab",15,12.33035,8,20,27.27015,10,14,11,4,2,25,14,5,4,3,9,13,4,5.34035,5,1,0.92,18,4.70035,2,1,1,4,4,0.6503,2,2,1,0.43,14,1,NA,NA,NA
18,"2019-06-24","Legion","Scarab",15,13,8,19.1002,29,10,13,12,4,2,26,13.43434,6.1402,4,3,9.23576,14,3,6,5,1,0.86,18,4,2.0101,1.4701,1,4,4.55505,0.88,2,2,1,0.43,14.90515,1,NA,NA,NA
19,"2019-06-25","Legion","Scarab",15,14,7.11071,19,29,10,14,12,4,2,27.75056,12,6,4,3,10,14,4,6,6,1,1,18,4,2,1,1,4,4,1,3,2,1,0.41,14,1,NA,NA,NA
