"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
12,"2019-09-17","Blight","UniqueFlask",1,30,4,1,4,0.53,100,0.55,1,2,5,0.55,10,35,40,0.54,70,5,1,2,6,5,30,1,773.21852,2122.91
13,"2019-09-18","Blight","UniqueFlask",1,26,4,1,4,0.51,95,0.57005,1,2,5,0.53,10,35,35,0.52,60,5,2,1.71,5,5,30,0.95,811.24,2483.4
14,"2019-09-19","Blight","UniqueFlask",1,25,3,1,3,0.5,85.44949,0.5,1,2,5,0.5,10,35.80505,35,0.5,57.32536,5,2,1.9901,5,5,30,1,839.58,2890.51
15,"2019-09-20","Blight","UniqueFlask",1,25,3,1,3,0.49,74.69515,0.5,1,2,5,0.53,8,35,35,0.49,54.96171,5,1,2,4,5,30,1,836.37237,3620.57464
16,"2019-09-21","Blight","UniqueFlask",1,25,2,1,3,0.49,75,0.49,1,2,5,0.5,7.74,34,35,0.49,45,6,1,2,4,5,28.9602,0.98,938.44,4713.39
17,"2019-09-22","Blight","UniqueFlask",1,28,2,1,3,0.47,71.51515,0.48,1,2,5,0.48,8,31,34,0.48,45,7.04545,1,1,3,5,30,0.9801,1228.941,3527.23333
18,"2019-09-23","Blight","UniqueFlask",1,25,2,1,3,0.43,68.43505,0.49,1,2,5,0.46,8,29,32,0.43505,47.03271,8.30051,1.1504,1,3,5,28.01515,0.87,1917.89671,3480.6575
19,"2019-09-24","Blight","UniqueFlask",1,25,2,1,3,0.42,60,0.45,1,2,5,0.46,6,27,30.8001,0.42,45,8,2,1.21051,3,5,30,1,2035.07019,3362.04
20,"2019-09-25","Blight","UniqueFlask",1,24.20545,2,1,4,0.4,59.40556,0.79505,1,2,5,0.81,7,27,30,0.41,45,9.9901,2,2,3,4,30,0.64,1754.51875,3342.384
21,"2019-09-26","Blight","UniqueFlask",1,24.0001,2,1,3,0.39,55,1,1,1.6901,5,0.58,7.15323,27.37035,30,0.4,45,10,2,2,3,4,31.50005,1,1660.93333,3526.53022
22,"2019-09-27","Blight","UniqueFlask",1,22.0303,2,0.99,3.41414,0.38,50,0.58525,1,2,5,0.74,7.86636,25,29.20515,0.38,45,10,2,2,3,4,35,0.94,1659.3594,3771.2
23,"2019-09-28","Blight","UniqueFlask",1,21.35596,2,1,3,0.37,50,0.46505,1,2,5,0.68505,8,25.49556,30,0.37,49.90328,10,2,2,3,4,30.93101,1,1652.14736,3776.44037
24,"2019-09-29","Blight","UniqueFlask",1,20,2,1,3,0.34,49.1304,0.77,1,1,5,0.69505,8,26.4503,29.06505,0.4,53.28929,10,2,1.45,3,5,34.24606,0.97505,1562.71283,3800.87353
25,"2019-09-30","Blight","UniqueFlask",1,20,2,1,3,0.33,45,1,1,1,5,0.56,8,28,30,0.44,64.17619,10,2,1.28,2,4.5,30,1,1532.00255,3966.08463
26,"2019-10-01","Blight","UniqueFlask",1,20,1,1,3,0.32,44,0.8201,1,1,5,0.63505,8,29,30,0.43,65,10,2,1.59505,2,4.16,30,1,1513.46119,4355.36132
27,"2019-10-02","Blight","UniqueFlask",1,20,1,1,3,0.31,45,0.93,1,1,5,0.6902,8,30,27.63131,0.31505,68.68,10,2,2,2,5,35,1,1538.00287,4835.91814
28,"2019-10-03","Blight","UniqueFlask",1,20,1,1,3,0.31,45,0.74005,1,1.3404,5,0.55,7,29.06035,28,0.42,65.18,10,2,1.66005,2,4.76,36.58,1,1555.76,4916.30809
29,"2019-10-04","Blight","UniqueFlask",1,20,1,1,3,0.32,45,0.55,1,2,5,0.59505,8,28,29,0.33,270.51044,10,2,1,2,5,35,1,1569.84195,5131.37173
30,"2019-10-05","Blight","UniqueFlask",1,19.99505,1,1,3,0.32,45,0.58,1,1,5,0.98,7,29.44505,30,0.42,340.41808,10,2.04545,2,2,5,35,1,1601.87609,5264.45771
31,"2019-10-06","Blight","UniqueFlask",1,19.21005,1,1,4,0.32,45,0.96,1,1,5.26035,0.96005,8,30,30,0.53,367.75852,10,2.04066,2,2,5,32.41242,0.88,1676.43,5250.69
32,"2019-10-07","Blight","UniqueFlask",1,15.0202,1,1,4,0.32,42.26101,0.61505,1,2,6,0.6,9,30,30,0.34,328.44879,10,2.0404,2,2,5,32.55687,1,1649.32387,5269.35436
33,"2019-10-08","Blight","UniqueFlask",1,15,1,1,4,0.4,44,0.64,1,2,6,0.75015,8,30.03,30,0.42,275.7,10,3,2,2,5,31.10061,1,1669.66,5317.11
34,"2019-10-09","Blight","UniqueFlask",1,15,1,1,3,0.31,45,0.43,1,2,5.63586,0.69,7,34,30,0.42,255.87061,10,3,2,2,5,34.62061,1,1645.31055,5500.04
35,"2019-10-10","Blight","UniqueFlask",1,15,1,1,4,0.31,45,0.63,1,2,6,0.82,7,35,29.79035,0.43,197.13061,10,2,2,2,5,37.48141,1,1574,5500.04
36,"2019-10-11","Blight","UniqueFlask",1,15,1,1,5,0.47,45,0.59,1,2,6,1,8,38,29.94005,0.42,196.14076,10,2,2,2,4.77,37.01167,1,1586.85863,5530.28
37,"2019-10-12","Blight","UniqueFlask",1,15,1,1,4,0.36515,45.07525,0.84,1,2,7,0.84525,8,38,30,0.40505,200.84515,10,2.92545,2,1.87515,4,40,1,1606.38256,5647.88228
38,"2019-10-13","Blight","UniqueFlask",1,15,1,1,3,0.27505,45,0.97,1,2,7,0.63,8,36.14,30,0.54,200.01182,10,2,2,2,4.78566,40,1,1619.36,6112.66667
39,"2019-10-14","Blight","UniqueFlask",1,13.5802,1,1,5,0.26,43,0.62,1,2,7,0.95,8.13005,39.39076,30,0.57005,185.71101,10,3,2,2,5,40,1,1615.76381,6339.06571
40,"2019-10-15","Blight","UniqueFlask",1,15,1,1,5,0.30005,41.32005,1,1,2,6,0.63,9,40,29.03005,0.4701,162.7552,10,3.00086,2,2,5,40,1,1623.83,6336.42556
41,"2019-10-16","Blight","UniqueFlask",1,14.61116,1,1,5,0.35,40,1,1,2,6,1,9,40,30,0.6,162.68131,10,4,2,2,5,40,1,1639.68,6545.43085
42,"2019-10-17","Blight","UniqueFlask",1,15,1,1,5,0.25,37.41045,1,1,2,6,1,10,41.57116,30,0.5,150,10,4,2,2,5,40,1,1732.22,6469.50333
43,"2019-10-18","Blight","UniqueFlask",1,15,1,1,6,0.25,36.72505,0.94505,1,2,7,0.85,10,40,30,0.48505,150,10,4,2,2,5,40,1,1719.60836,6391.04
44,"2019-10-19","Blight","UniqueFlask",1,15,1,1,5,0.25,37.00045,0.8701,1,2,7.15222,0.78,8,42.4803,30,0.48,120,10,3,2,2,5,40,1,1719.4545,6161.19607
45,"2019-10-20","Blight","UniqueFlask",1,16.54273,1,1,5,0.24,37.00025,0.90005,0.96,2,8,0.93,8,42,30,0.6,105.20015,10,3.9101,2,2,5,40,1,1709.73191,5876.856
46,"2019-10-21","Blight","UniqueFlask",1,18,1,1,5,0.24,35,0.82,0.98,2,7.4003,0.81,9.35061,43,30,0.5,108.31101,10,4,2,2,5,40,1,1664.18267,5663.54008
47,"2019-10-22","Blight","UniqueFlask",1,15.5004,1,1,6,0.24,35,0.83,1,2,7,0.84,10,42.18,35,0.71,100,10,4,2,2,4.46091,38.35606,1,1612.30563,5140.04769
48,"2019-10-23","Blight","UniqueFlask",1,15,1,1,8,0.23,35,0.88,1,2,7,1,10,45,35.99051,0.60505,100,10,4,2,2,4.29,38,1,1633.7134,5180.27344
49,"2019-10-24","Blight","UniqueFlask",1,18,1,0.92,7.3002,0.23,32.91045,1,1,2,7.81005,0.89,10,45,38.26,0.63,100,10,4,2,2,4,40,1,1653.03263,5263.8
50,"2019-10-25","Blight","UniqueFlask",1,15.2001,1,1,8,0.23,30,1,1,2,7,0.98,10,45,39,0.4601,100,10,4,2,2,4,40,1,1653.1,5385.53462
51,"2019-10-26","Blight","UniqueFlask",1,16.28015,1,1,8,0.23,30,1,1,2,8,0.98,10,43.00005,36.44338,0.43015,100,9.50076,4,2,2,4,40,1,1677.04,5448.19609
52,"2019-10-27","Blight","UniqueFlask",1,18,1,1,7,0.23,29.60051,1,1,2,7,1,10,45.13051,35.55081,0.64505,100,10,4,2,2,4.81,39.85646,1,1677.42,5303.7078
53,"2019-10-28","Blight","UniqueFlask",1,20,1,1,5,0.25,30,1,1,2,7.0004,1,10,45,40,0.52,100,9.85,3,2,2,5,40,1,1691.50118,5234.43591
54,"2019-10-29","Blight","UniqueFlask",1,18.0101,1,1,5,0.21,28.65848,0.7604,0.99,2,8,0.98,9,45.27081,41.6404,0.61,100,10,2.59,2,2,5,40,1,1778.67704,5064.84391
55,"2019-10-30","Blight","UniqueFlask",1,18,1,1,5,0.21,27.13384,0.99,1,2,7,1,8,45,40,0.59,100,9,3,2,2,5,40,1,1741.87143,4857.23636
56,"2019-10-31","Blight","UniqueFlask",1,18,1,1,7.00207,0.21,25,1,1,1,7,1,10,45.4602,40,0.51,100,9.26111,4,2,2,5,40,1,1759.98912,4665.7
57,"2019-11-01","Blight","UniqueFlask",1,15.32505,1,1,7,0.21,26.69091,1,1,2,7,0.62505,10,43.48,39.68515,0.61,97.71,10,3,2,1.91,5,45,1,1763.15755,4788.18
58,"2019-11-02","Blight","UniqueFlask",1,18.57192,1,1,6,0.42,25.0404,1,1,2,7.6301,1,8,44,38.70515,0.55505,99.59525,9.52,3,2,2,5,43.69576,1,1794.73113,4845.9179
59,"2019-11-03","Blight","UniqueFlask",1,18.78515,1,0.94,5,0.21,25,1,1,2,8,0.71515,8,45.7301,35.49,0.94,100,9.62545,2.13535,2,2,5,45.18687,1,1804.3,4860.49041
60,"2019-11-04","Blight","UniqueFlask",1,17.86061,1,1,5,0.2,24.95,0.96,0.94,2,8,0.94,8,40,40,0.57,99.52545,10,3,2,2,5,45,1,1803.4434,4868.54149
61,"2019-11-05","Blight","UniqueFlask",1,17,1,1,5,0.2,20,1,1,2,8,0.96,8,44.73956,40,0.57,100,10,3,2,2,5.06,40,1,1784.7,4818.69
62,"2019-11-06","Blight","UniqueFlask",1,18,1,1,5,0.4,20,1,1,2,8,0.97,8,45,36.75035,0.75005,100,9.16015,3,2,2,6,47.65025,1,1732.60256,4678.11074
63,"2019-11-07","Blight","UniqueFlask",1,17.46015,1,1,5,0.2,20,1,0.99005,2,7,0.97,8.3201,45,40,0.8501,95,9,3,2,2,6,43.70035,1,1664.48684,4486.02868
64,"2019-11-08","Blight","UniqueFlask",1,15,1,1,5,0.2,20.37045,1,1,2,7,1,10,45.06,35,0.85015,100,9,3.79,2,1,6.09,45,1,1642,4433.4
65,"2019-11-09","Blight","UniqueFlask",1,15.68015,1,1,5,0.2701,20,1,1,2,7,1,10,45,35,0.56,115.83582,10,3,2,2,6.49,50,1,1803.6622,4402.08
66,"2019-11-10","Blight","UniqueFlask",1,19,1,1,4,0.21,20,1,1,2,7.0004,1,9,47.35,35,0.57,120,10,3,2,2,5,45.23343,1,1725.93463,4245.1267
67,"2019-11-11","Blight","UniqueFlask",1,18.00136,1,1,5,0.35005,20,1,1,2,8,1,10,43,35,0.58,120.51418,10,3.3002,2,2,5,50,1,1767.34,4199.58
68,"2019-11-12","Blight","UniqueFlask",1,15.29045,1,1,5,0.20005,20,0.92,1,2,8,1,10,45,35,0.59,120,9.97005,4,2,2,5,50,1,1968.99125,4212.54
69,"2019-11-13","Blight","UniqueFlask",1,15,1,1,5,0.21,20,1,1,2,7.8301,1,10,42.75,35,0.85,125.59375,8.29071,3,2,2,5,50,1,2205.45889,4397.68
70,"2019-11-14","Blight","UniqueFlask",1,16.06056,1,1,5,0.21,20,0.83,1,2,7.2804,1,10,40,38,0.59,123.68577,9.73071,3,2,2,5,50,1,2218.74984,4399.09167
71,"2019-11-15","Blight","UniqueFlask",1,15,1,1,6,0.21,20,0.99,1,2,8,1,9,40,35,0.95,120,9.2401,4,2,2,5,50,1,2261.4005,4561.34
72,"2019-11-16","Blight","UniqueFlask",1,15,1,1,6.56045,0.21,19.27146,0.42005,1,2,7,1,9,40,34,0.6,120,10,5,2,2,5,48.01005,1,2219.25341,4553.70429
73,"2019-11-17","Blight","UniqueFlask",1,20,1,1,5,0.21,20,0.52,1,2,7,1,8,40,35.1303,0.56,104.7,9,4.87005,2.01,2,5,50,1,2357.80986,4576.28529
74,"2019-11-18","Blight","UniqueFlask",1,19.3401,1.36035,1,5,0.36005,20,0.68,1,2,8,1,8.0701,40.16352,37.27005,0.9801,105.77,8.77025,3.51,2,2,5,50,0.98005,2295.24163,4646.36
75,"2019-11-19","Blight","UniqueFlask",1,16.01056,1,1,5,0.42,20,0.84,1,2,8,0.98,9,42.27,37.32,0.86,100,9.6001,4,2.87,2,5,50,1,2339.34302,4594.22147
76,"2019-11-20","Blight","UniqueFlask",1,17,1.71015,1,4,0.25005,20,0.52,1,2,8,1,9,44.97969,35,0.8,100,9.1001,4,2,3,5.87,50.46141,1,2271.00914,4383.285
77,"2019-11-21","Blight","UniqueFlask",1,17.09056,2,1,5,0.22,20,0.7,0.99,2,8,0.98,10,45,39.77106,0.55,100,10,5,2,3,5.37,47.33,1,2263.77128,4033.25
78,"2019-11-22","Blight","UniqueFlask",1,17.94556,1,1,8,0.22,21.88061,0.95,0.98,2,8,0.97,10,45,40,1,100,9.53556,5,2.21,3,6,45.48737,0.82,2329.73268,4250.41426
79,"2019-11-23","Blight","UniqueFlask",1,20,1,1,9.78005,0.22,22.50005,0.54,0.98,2,9.34051,1,9.66091,44.58033,35,1,100,9,5.43051,2,3,5.63,40,1,2253.41485,4276.32716
80,"2019-11-24","Blight","UniqueFlask",1,20,1.69566,1,9,0.24,22.96616,0.54,0.95,2,10,0.96,10,45,34.17616,0.95,100,10,4.08505,2,3,5,43.32263,0.98,2359.50578,4280.69571
81,"2019-11-25","Blight","UniqueFlask",1,18.84515,2,1,10,0.29,22,0.45,1,2,10,0.95,10,45,40,1,100,10,5.50505,2,3,5,43.26091,0.53,2358.59,4424
82,"2019-11-26","Blight","UniqueFlask",1,18.89525,2,1,11,0.24,20,0.5,1,2,9,0.93,12,45,40,1,100,10,8,2,3,5,50,1,2369.85,4435.60151
83,"2019-11-27","Blight","UniqueFlask",1,15.15535,1.28505,1,10,0.51,20.03535,0.5,0.92,2,10,0.86,14.94505,45,40,0.95,104.59384,10,8,2.20378,3,5,49.86111,1,2374.83265,4437.72
84,"2019-11-28","Blight","UniqueFlask",1,18,1.0702,1,9,0.25,20,0.51,0.94,2,10,0.89,12,45,40,1,103.19133,9.4403,5,2.91,3,5.43,49.6702,0.95,2360.55,4410.36633
85,"2019-11-29","Blight","UniqueFlask",1,19,2,1,5,0.24,20,0.47,0.97,2,10,0.92,10,47.16,40,1,100,9,3.5502,2.29,3,5.49,45.25525,0.99,2340.3,4364.65607
86,"2019-11-30","Blight","UniqueFlask",1,18,1,1,7,0.24,18.05232,0.50005,1,2,10,0.92,10,45,40,0.96005,103.12,10,4,2.87,3,6,45,0.63,2436.98977,4281.24667
87,"2019-12-01","Blight","UniqueFlask",1,17.17051,1,1,3,0.24,20,0.5,1,2,10,0.85505,10.06525,49.92,40,1,100,10,4,3,3,7.13,45,0.51,2423.36,4240.88
88,"2019-12-02","Blight","UniqueFlask",1,20,2,1,3,0.25,19.56515,0.84,1,2,10,0.92,9,47.52,40,1,100,10,3,3,3,7.65,40,0.52,2396.40667,4216.37097
89,"2019-12-03","Blight","UniqueFlask",1,15.84556,2,1,3,0.4201,20,0.5,1,2,10,0.97,9.55545,60,44.5102,1,100,10,3,3,3,8,44.95051,0.51,2384.48,4168.91774
90,"2019-12-04","Blight","UniqueFlask",1,16.6302,2,1,3,0.29,20,0.5,0.98,2,9.45045,0.96005,9.72015,60.93173,40,1,100,9.02071,3,4.81,3,7.28,50,1,2394.30486,4168.79823
91,"2019-12-05","Blight","UniqueFlask",1,18.80505,1,1,3,0.26,19,0.37,1,2,10,0.97,10,68.75163,44.9703,1,98.03,10,3,3,3,8,50,1,2504.31,4183.69356
92,"2019-12-06","Blight","UniqueFlask",1,17.49,2,1,2,0.26,16.34051,0.51,1,2,10,1,8,74.51,45,1,97.56,9,2,3,3,8,40,0.79,2525.01,4163.03082
93,"2019-12-07","Blight","UniqueFlask",1,18,1.66,1,2,0.26,15,0.52,1,2,10,0.96,8,85.27,40,1,100.73566,9,2,3,3,8,44.95545,1,2530.62,4170.88
94,"2019-12-08","Blight","UniqueFlask",1,19.88515,1,1,2,0.49,15,0.49,1,2,10,0.98,9,90,40,1,98.8,10,2,3,4,5,45,0.58,2566.32,4304.52
95,"2019-12-09","Blight","UniqueFlask",1,20,1,0.98505,2.7501,0.49,15,0.49,1,2,9.77,0.98,8,91.9,40,1,100,8.10505,2,2.212,3.68535,5.7125,44.91586,0.44515,2914.05512,4607.42897
1,"2016-12-02","Breach","UniqueFlask",0,0,NA,0,15,1.13167,0,0,20,0,0,1,0,2.36667,0,10,1.66667,NA,0,0,0,0,NA,NA,NA,NA
2,"2016-12-03","Breach","UniqueFlask",6.51324,10,NA,0,2.51211,0.44667,0,0.43491,18.68386,25.33333,11.81632,0.35702,20.73158,43.12792,165.55682,0.60667,0.35807,NA,3.20391,162.26,17.28706,0,NA,NA,NA,NA
3,"2016-12-04","Breach","UniqueFlask",3.40482,8.23214,NA,1.80111,0.99375,0.18768,0,0.15429,24.5775,76.15036,20.12982,0.15429,11.10232,30.96875,120.33393,0.16375,0.17589,NA,1.21089,98.44289,18.69196,0,NA,NA,NA,NA
4,"2016-12-05","Breach","UniqueFlask",2.95035,5.51719,NA,2.5286,0.99965,0.44404,0,0.18193,36.07228,43.69614,28.22982,0.18333,10.78035,27.42439,135.91895,0.20596,0.20386,NA,1.13842,63.61491,22.60088,0,NA,NA,NA,NA
5,"2016-12-06","Breach","UniqueFlask",3.08926,4.26833,NA,3.62889,1,0.72852,678.67056,0.20278,43.57759,23.7487,32.52537,0.20815,13.99537,42.31667,131.65407,0.23574,0.24926,NA,1.00315,67.33185,32.87593,0,NA,NA,NA,NA
6,"2016-12-07","Breach","UniqueFlask",2.70625,2.9,NA,4.80929,1,0.94018,513.87643,0.21446,56.40268,13.045,39.99964,0.21464,13.07696,62.43518,140.67375,0.23196,0.23643,NA,1,64.72554,38.37411,0,NA,NA,NA,NA
7,"2016-12-08","Breach","UniqueFlask",2.19255,3.02109,NA,3.87564,1,0.99782,410.37982,0.21818,65.04455,13.08018,44.404,0.22255,11.66691,70.21673,153.43327,0.22655,0.22291,NA,0.99982,65.17927,41.82182,0,NA,NA,NA,NA
8,"2016-12-09","Breach","UniqueFlask",1.91804,3.19375,NA,2.26679,1,0.83929,376.26875,0.22464,70.02875,12.17429,45.80321,0.22732,10.83482,72.01768,164.49589,0.24089,0.22732,NA,1,65.75,46.44339,0,NA,NA,NA,NA
9,"2016-12-10","Breach","UniqueFlask",1.48571,1.97589,NA,2.09196,1,0.81643,484.76286,0.23071,68.31768,12.82696,45.52446,0.23036,10.06839,86.10357,160.98714,0.23536,0.23089,NA,0.99839,66.08446,41.33232,316.49882,NA,NA,NA,NA
10,"2016-12-11","Breach","UniqueFlask",1.05255,2,NA,1.92745,1,0.91055,516.80073,0.232,75.40673,20.95709,46.68982,0.23636,9.69127,112.03055,165.75145,0.24236,0.23636,NA,0.99582,63.04873,43.24509,326.55764,NA,NA,NA,NA
11,"2016-12-12","Breach","UniqueFlask",0.99982,1.99418,NA,1.93145,1,0.95964,423.52073,0.22727,86.16655,18.90945,47.38527,0.23,10.78636,131.21509,187.19836,0.23127,0.23,NA,0.99855,61.42273,44.49909,274.02855,NA,NA,NA,NA
12,"2016-12-13","Breach","UniqueFlask",0.99607,2,NA,1.99804,1,0.97286,393.88696,0.22911,93.73,16.36054,45.61857,0.23,10.10143,179.64804,201.76071,0.23,0.23018,NA,1,61.82339,42.97696,227.26964,NA,NA,NA,NA
13,"2016-12-14","Breach","UniqueFlask",0.99714,2,NA,1.38964,1,0.96607,401.94429,0.22982,114.77054,14.56875,44.44857,0.23,10.08214,182.41429,200.11643,0.24554,0.23,NA,0.99696,55.46321,41.09607,132.51143,NA,NA,NA,NA
14,"2016-12-15","Breach","UniqueFlask",0.99855,2,NA,1.73073,1,0.98273,413.22182,0.23618,122.326,11.53655,47.18636,0.23982,8.79527,184.91236,193.83127,0.24709,0.23982,NA,0.99891,61.65382,37.44509,66.36945,NA,NA,NA,NA
15,"2016-12-16","Breach","UniqueFlask",0.99945,2,NA,1.83964,1,0.97709,392.48673,0.24509,116.422,13.08309,49.294,0.24291,7.99818,182.23582,194.04891,0.24982,0.24527,NA,0.99945,66.402,34.72345,69.15982,NA,NA,NA,NA
16,"2016-12-17","Breach","UniqueFlask",1,2,NA,1.71161,1.0025,0.97107,377.95625,0.24982,119.33214,13.18411,49.64571,0.25268,8.81821,187.43232,192.43839,0.25679,0.25286,NA,0.99821,83.37071,32.64607,60.92143,NA,NA,NA,NA
17,"2016-12-18","Breach","UniqueFlask",1,1.99982,NA,1.01143,1,0.98589,362.19179,0.25607,107.44804,12.23857,50.13554,0.26,8.35768,196.5625,196.47518,0.26893,0.26,NA,1,75.70679,30.38179,40.92071,NA,NA,NA,NA
18,"2016-12-19","Breach","UniqueFlask",0.98926,1.535,NA,1,1,0.97611,352.05296,0.24574,110.25944,12.495,49.58222,0.26,7.56926,202.21944,192.43352,0.26167,0.26,NA,1,79.52222,28.28204,34.95185,NA,NA,NA,NA
19,"2016-12-20","Breach","UniqueFlask",0.99804,1.47161,NA,1,1,0.97768,344.12429,0.25571,112.61232,13.19196,47.14125,0.26161,7.395,295.11179,200.49554,0.26839,0.26161,NA,1,85.15214,26.8825,29.29214,NA,NA,NA,NA
20,"2016-12-21","Breach","UniqueFlask",0.99804,1.09786,NA,1,1.00839,0.96054,328.19625,0.24821,102.49607,11.78339,40.36429,0.26911,6.65464,236.39964,190.07804,0.27375,0.26464,NA,1,85.86607,24.28929,24.94411,NA,NA,NA,NA
21,"2016-12-22","Breach","UniqueFlask",0.99509,1.83891,NA,1,1.01564,0.92218,338.08,0.252,96.39309,16.91055,39.41055,0.25745,6.82255,173.47364,189.24073,0.26,0.26,NA,1,89.23691,24.60673,18.86491,NA,NA,NA,NA
22,"2016-12-23","Breach","UniqueFlask",0.99545,2,NA,1,1.00382,0.97418,349.72782,0.23527,90.80618,19.77218,37.66309,0.262,6.01182,167.86473,183.37436,0.26055,0.26,NA,1,85.07727,24.12545,15.41982,NA,NA,NA,NA
23,"2016-12-24","Breach","UniqueFlask",0.99704,2,NA,1,1.01463,0.9763,346.27667,0.24352,96.36204,23.79333,35.53185,0.26778,5.20259,165.06926,178.96148,0.27148,0.26852,NA,1,87.52278,22.29759,12.7437,NA,NA,NA,NA
24,"2016-12-25","Breach","UniqueFlask",0.99618,2,NA,1,0.99945,0.95327,341.27036,0.26018,94.55873,22.75382,34.12327,0.27,4.97927,181.11236,171.684,0.27309,0.27,NA,0.99982,89.08164,23.106,11.83673,NA,NA,NA,NA
25,"2016-12-26","Breach","UniqueFlask",0.99018,2.23018,NA,0.99873,1,0.91164,330.16727,0.24236,90.73091,19.096,33.76964,0.26655,5.08145,205.534,176.01236,0.26655,0.26655,NA,0.99873,92.61109,23.64691,9.74909,NA,NA,NA,NA
26,"2016-12-27","Breach","UniqueFlask",0.99273,2.40655,NA,1,1,0.99018,308.32945,0.24091,92.03236,17.97455,30.17818,0.266,4.79764,220.40673,174.07782,0.272,0.26964,NA,0.99982,94.14036,21.40564,8.61655,NA,NA,NA,NA
27,"2016-12-28","Breach","UniqueFlask",0.99127,2.96145,NA,1,1.00582,0.97927,323.58473,0.23182,91.982,17.04891,28.72345,0.26982,4.33491,206.99418,166.63855,0.27091,0.27,NA,0.98945,98.28273,19.88691,6.67745,NA,NA,NA,NA
28,"2016-12-29","Breach","UniqueFlask",0.99182,2.95382,NA,1,1,0.97182,344.28764,0.24382,94.03473,19.56236,27.62436,0.26855,4.00727,212.03782,167.812,0.27036,0.27,NA,1,117.52964,19.23309,7,NA,NA,NA,NA
29,"2016-12-30","Breach","UniqueFlask",0.98545,2.97345,NA,1,0.99836,0.93545,354.88764,0.22891,89.68109,29.44527,26.62655,0.26855,4.13145,225.17036,164.74145,0.27,0.27,NA,1,116.30145,18.574,6.44745,NA,NA,NA,NA
30,"2016-12-31","Breach","UniqueFlask",0.99019,2.79346,NA,1,1,0.94058,361.95192,0.20385,89.10635,29.46981,26.23827,0.27,4.48327,223.66385,168.1825,0.27,0.27,NA,1,107.72673,17.10154,6.18269,NA,NA,NA,NA
31,"2017-01-01","Breach","UniqueFlask",0.99564,2.29582,NA,1,0.99927,0.99364,372.76273,0.23745,89.09345,25.08291,25.83818,0.27,4.52691,217.83527,162.93036,0.27,0.26964,NA,1,115.84527,15.64509,6.73655,NA,NA,NA,NA
32,"2017-01-02","Breach","UniqueFlask",0.96482,2.50768,NA,1,1,0.99875,358.78661,0.22821,92.08125,21.66643,23.80179,0.26786,4.70911,224.91179,156.86875,0.27,0.27,NA,1,136.99286,15.04946,7.07393,NA,NA,NA,NA
33,"2017-01-03","Breach","UniqueFlask",0.98286,2.80018,NA,1,1,0.98018,340.85536,0.23357,90.16,18.49875,22.78714,0.26393,4.35232,222.23554,156.60536,0.26857,0.26518,NA,1,125.12125,15.95679,7.05893,NA,NA,NA,NA
34,"2017-01-04","Breach","UniqueFlask",0.96018,2,NA,0.99709,1,0.99873,338.07073,0.23655,87.684,19.05018,19.96073,0.25418,4.72782,231.87636,151.50509,0.26018,0.258,NA,1,130.57345,14.57709,8.80891,NA,NA,NA,NA
35,"2017-01-05","Breach","UniqueFlask",0.96786,2,NA,1,1,0.97911,316.74339,0.20625,81.59786,18.30107,19.16732,0.25982,4.30982,245.76304,141.57696,0.26,0.26,NA,0.99554,139.10393,14.41214,9.78875,NA,NA,NA,NA
36,"2017-01-06","Breach","UniqueFlask",0.93455,2,NA,1,1,0.92073,300.84073,0.18127,81.09709,18.232,17.59964,0.25455,4.36945,235.52964,129.654,0.25473,0.25473,NA,1,135.53727,11.80818,8.75345,NA,NA,NA,NA
37,"2017-01-07","Breach","UniqueFlask",0.97109,2,NA,0.99945,1,0.84127,293.86655,0.20564,82.53982,16.19982,17.49636,0.24473,4.32418,226.27618,124.13545,0.248,0.24727,NA,1,137.14691,11.83836,8.45091,NA,NA,NA,NA
38,"2017-01-08","Breach","UniqueFlask",0.94873,1.99382,NA,1,1,0.614,277.18909,0.15836,83.63382,13.93382,15.61091,0.238,4.148,224.01945,120.21182,0.24,0.23982,NA,1,150.862,11.13709,7.80582,NA,NA,NA,NA
39,"2017-01-09","Breach","UniqueFlask",0.91109,1.95927,NA,0.99673,1,0.65618,256.50964,0.142,77.21073,14.65091,15.334,0.23673,4.046,209.842,119.21055,0.24,0.24,NA,1,150.77564,10.80618,7.00473,NA,NA,NA,NA
40,"2017-01-10","Breach","UniqueFlask",0.94782,1.85236,NA,0.99218,1,0.904,259.77,0.164,74.87455,15.85636,15.29127,0.23891,3.75345,223.91473,116.36091,0.24,0.24,NA,1,148.22545,10.23582,6.87091,NA,NA,NA,NA
41,"2017-01-11","Breach","UniqueFlask",0.93473,1.93964,NA,0.99327,1,0.92036,277.918,0.16527,72.35709,18.81109,14.93145,0.23891,3.51018,236.81236,117.68636,0.24109,0.23982,NA,0.99945,150.69582,10.52691,7.25345,NA,NA,NA,NA
