"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
52,"2018-04-22","Bestiary HC","Fragment",200.8604,1,2,6.48291,8.37532,11.0811,5,12.12009,5,1,8.71949,8.71264,2,1,1,1,1,1.98415,0.07155,0.05823,0.16667,0.26172,4.04438,16.46113,10.87298,18.63413,10.47784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2018-04-23","Bestiary HC","Fragment",203.97893,1,2,6.15683,8.45447,11.37595,5,11.98828,5.2599,1,8.56141,8.20595,2,1,1,1,1,1.87843,0.07337,0.0586,0.16667,0.25349,4.43315,16.40227,13.73152,19.89156,11.91825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2018-04-24","Bestiary HC","Fragment",213.58731,1,2,6.52314,8.76752,11.1853,4.99789,12.02534,6.27569,1,8.99443,8.0256,2,0.99991,1,1,1,1.57599,0.07575,0.06146,0.16667,0.24998,4.693,17.45468,13.04514,19.85521,11.99091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2018-04-25","Bestiary HC","Fragment",198.69005,1,2,6.95721,9.13799,11.61707,5.18483,12.09984,12.84811,1,8.77182,8.1439,2.06057,1,1,1,1,1.5,0.07692,0.0635,0.16667,0.25,4.44566,16.76566,17.97254,19.39835,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2018-04-26","Bestiary HC","Fragment",197.03109,1,2,6.9419,9.37467,10.66031,5.73429,12.98888,13.68414,1,8.23347,8.45376,2,1,1,1,1,1.52887,0.07861,0.06721,0.16667,0.25,4.99932,16.07877,26.90483,19,12.17463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2018-04-27","Bestiary HC","Fragment",197.90775,1,2,6.42146,8.64219,10.705,5.80996,14.8262,12.70412,1,7.99985,9.04985,2,1,1,1,1,1.68597,0.08333,0.07207,0.16667,0.25,5,15.47353,25.51952,18.85897,11.59638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2018-04-28","Bestiary HC","Fragment",198,1,2,6,8,11.17343,6.22917,14.651,12,1,9,9.44495,2,1,1,1,1,1.5,0.08456,0.07692,0.16667,0.23344,5,15.88265,25.865,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2018-04-29","Bestiary HC","Fragment",198,1,2,5.41531,8,11.66122,10,14.98182,11.9353,1,8.915,10,2,1,1,1,1,1.71708,0.08914,0.07692,0.16667,0.2,4.97857,18,26,19,13.89063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2018-04-30","Bestiary HC","Fragment",198,1,2,5,9,12,9.59082,17.93061,11.01227,1,9.06061,10,2,1,1,1,1,1.87126,0.10606,0.07692,0.16667,0.2,4.99043,17.62553,26.16383,18,14.09596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2018-05-01","Bestiary HC","Fragment",199.16645,1,2,5,9.00909,12,8.92188,17.621,11.27692,1,8.66122,9.985,2,1,1,1,1,1.5913,0.07938,0.06766,0.14704,0.17,5,15.99474,26,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2018-05-02","Bestiary HC","Fragment",200,1,2,6,9.65051,12,8.00532,17.621,11.65909,1,9.54761,9.41,2,1,1,1,1,1.83294,0.07863,0.07157,0.15898,0.17422,5,14.82526,26,18,13.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2018-05-03","Bestiary HC","Fragment",181.6,1,2,6,9.45876,12,8.60722,21.085,10.55178,1,17.5,9.22913,1.9325,1,1,1,1,1.52517,0.08383,0.07692,0.15724,0.16757,5.74694,15.00426,25.04731,18,10.95055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-05-04","Bestiary HC","Fragment",181.6,1,5,5,9.71044,10.97969,7.57526,21.085,10.5407,0.89293,17.07,9.217,1.54848,1,1,1,1,1.79099,0.11111,0.07692,0.15108,0.17865,5,17.09184,24.7898,16.4899,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-05-05","Bestiary HC","Fragment",187.20833,1,5,5.64947,10,10,8.83579,21.085,11.70909,0.86907,17.5,10.3,1.40758,1,1,1,1,1.907,0.11199,0.08088,0.14752,0.17997,5.60722,17.09184,24.7134,17.4011,14.52062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-05-06","Bestiary HC","Fragment",187.20833,1,8.53444,5.17917,10,10,9.0404,21.085,13.376,1.314,17.5,9.1,2,1,1,1,1,1.91661,0.11116,0.08671,0.13695,0.1697,5.3,16.86869,44.78086,18,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-05-07","Bestiary HC","Fragment",186.23958,1,10,5.12981,9.45876,10,8.84848,42.5,13.80625,1.6085,17.5,9.1,2.327,1,1,1,1,1.8637,0.11136,0.08671,0.13403,0.15679,5.20102,18.3134,44.80878,15.70426,16.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-05-08","Bestiary HC","Fragment",185.26042,1,10,5.80825,8.03608,10,7.2,42.5,13.71042,2,15,9,5,1,1,1,1,1.94373,0.1098,0.08464,0.13108,0.15304,6.218,25,49.255,18.535,16.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-05-09","Bestiary HC","Fragment",183.16499,1,11.30303,5.48797,7,10,7.2,42.5,13.82828,2,15,9,5,1,1,1,1,1.90445,0.1098,0.08464,0.1281,0.15304,0,25,63.41487,17.18182,26.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-05-10","Bestiary HC","Fragment",222.9439,1,6.57368,5.42268,6.52,10,7.2,42.5,13.63434,2,76.7038,9,5,1,1,1,1,1.943,0.1098,0.08464,0.1281,0.14771,0,0,63.23643,6.417,26.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-05-11","Bestiary HC","Fragment",171.50152,1,6.97959,7.8,5.545,10,10.968,0,13.43838,2,77.96,9,7.725,1,1,1,1,1.90146,0.22283,0.08359,0.15224,0.25608,0,0,60,6.417,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-05-12","Bestiary HC","Fragment",164.64944,1,6,6,10,10,8.616,0,13.43838,1,81.64045,9,0,1,1,1,1,1.98171,0.19316,0.07815,0.14524,0.35758,10,0,60,6.417,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-05-13","Bestiary HC","Fragment",112.33275,1,5.0102,80.98837,10,10,6,0,13.43838,1,89.85224,9,0,1,1,1,1,1.98171,0.35318,0.08824,0.14524,0.35758,10,0,69.81,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-05-14","Bestiary HC","Fragment",112.42095,1,5.0102,81.21,10,10,6,0,19.1,1,90.06189,81.21,0,1,1,1,1,1.68461,0.35318,0,0,0.99525,10,0,69.81,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-05-15","Bestiary HC","Fragment",111.93939,1,4.2,80,10,0,0,0,19.1,1,89.09971,80,0,1,1,1,1,1.68461,0.6,0.15873,0,3,10,15,69.81,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-05-16","Bestiary HC","Fragment",111.8399,1,3,79.75,10,0,0,0,19,1,159.5,79.75,0,1,1,1,1,1.68461,0.6,0.15873,0.16667,0.33333,10,11.4,150,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-05-17","Bestiary HC","Fragment",111.72159,1.628,3,79.72658,10,0,19,0,19,1,159.45316,79.72658,0,1,1.4,1,1,1.68461,0.12355,0.05942,0.15071,0.33333,10,11.4,150,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2018-05-18","Bestiary HC","Fragment",111.93939,1.628,0,80,10,0,19,0,19,1,60,80,0,1,1,1,1,1.73231,0.12355,0.05942,0.15071,0.33333,10,11.8449,150,11.635,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2018-05-19","Bestiary HC","Fragment",100,1.628,0,7,10,25,19,0,19,1,60,71.48454,0,1,1,1,1,1.73231,0.09762,0.05942,0.15071,0.33333,10,11.8449,0,11.953,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2018-05-20","Bestiary HC","Fragment",100,2.19899,0,7,10,25,0,0,19,0,60,0,0,1,1,1.87677,1,1.73231,0.08311,0.05942,0.15071,0.33333,72.75789,11.8449,0,11.953,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2018-05-21","Bestiary HC","Fragment",281.99588,1,0,7,10,25,0,0,19,0,60,0,0,1,1,4.161,1,1.63861,0.11814,0.0717,0.15071,0.33333,70.49897,11.8449,0,11.953,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2018-05-22","Bestiary HC","Fragment",303.91398,1,0,7,0,25,0,0,225.93636,0,60,0,0,1,1,1.981,1,2.05,0.11814,0.0717,0.15071,0.33892,75.97849,12.29485,376.56061,12.94545,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"2018-05-23","Bestiary HC","Fragment",303.54167,1,0,7,0,25,15,0,227.65625,0,60,0,0,1,1,1.981,1,2.05,0.14156,0.09762,0.15071,0.33892,75.88542,12.953,376.62755,12.94545,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2018-05-24","Bestiary HC","Fragment",300.75269,1,0,7,0,25,15,0,225.56452,0,60,0,0,1,1,1.981,1,2.05,0.11793,0.07406,0.14894,0.38462,75.18817,20,0,20.242,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"2018-05-25","Bestiary HC","Fragment",300.22,1,0,7,0,25,15,0,225.165,0,60,0,0,1,1,1.434,1,0,0.11847,0.10385,0,0.38462,0,20,0,19.654,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2018-05-26","Bestiary HC","Fragment",150.25833,1,0,7,0,25,15,0,225.3875,0,0,0,0,1,1,3.7,1,0,0.11847,0.10385,0.16667,0.38462,0,20,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"2018-05-27","Bestiary HC","Fragment",153.6,1,0,0,0,0,15,0,230.4,0,0,0,0,1,1,3.7,1,0,0.11847,0.10385,0.16667,0.5607,0,20,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"2018-05-28","Bestiary HC","Fragment",150.10753,1.109,0,7,0,0,15,0,225.16129,4,50,0,0,0,1,3.7,1,0,0.12102,0.10481,0.16667,0.34364,0,20,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-12-07","Betrayal HC","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-12-08","Betrayal HC","Fragment",0,2.4899,5,0,0,0,0,0,0,5,18.2,10,9.1,1,1,1.00455,1,1.5,1,1.828,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-12-09","Betrayal HC","Fragment",0,1.766,5,15,0,0,0,0,0,3.86364,8.04,6.25724,5.39394,1,1,2,1,1,0.63257,0.48772,1,0.47936,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-12-10","Betrayal HC","Fragment",0,2,2.81,15,0,0,0,35,0,2,3.59082,4,2,1,1,2,1,1,0.37884,0.4,0.88571,0.47637,10,38,0,40,3.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-12-11","Betrayal HC","Fragment",0,1.91845,3,15,22,20,0,30,0,1.784,3,3,2,1,1,2,1,1,0.33333,0.4,0.5,0.4,15.25,25.1,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-12-12","Betrayal HC","Fragment",0,1.95804,2.5213,29.19899,20,20,0,25,0,1.36061,3,3,2,1,1,1,1,1,0.33333,0.25,0.49372,0.4,20.63367,50,0,28.14546,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-12-13","Betrayal HC","Fragment",100,2,2.45865,23.4697,13.9898,20,20,25,10,1,2.574,2,2,1,1,1,1,1,0.32201,0.24002,0.38915,0.33333,18.59394,35.436,10,22.03939,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-12-14","Betrayal HC","Fragment",150,1.51614,3,18.98438,11.20204,20,19.1,20.5,19,1,2.675,2,1.8845,1,1,1,1,1,0.28367,0.24347,0.33333,0.28632,17.14743,25.18788,10,27.14583,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-12-15","Betrayal HC","Fragment",171.57,2,2.172,19,11.27273,19.19899,13.5336,25,10.49748,1.7275,3,2.68,2,1,1,1,1,1,0.25,0.16667,0.32352,0.25,18.384,21.3,8.414,27.23714,23.76111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-12-16","Betrayal HC","Fragment",200,1.90263,3,15,10,17.304,12.863,25,8.7134,2,3,3,2,1,1,1,1,1,0.25,0.16667,0.25,0.2439,14.82281,16.9596,10,22.20874,14.45692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-12-17","Betrayal HC","Fragment",290,2,3,14.91818,9.885,14,18,24,8.61515,2,3,3,2,1,1,1,1,2,0.2,0.16667,0.25,0.2439,11.79388,20.302,10,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-12-18","Betrayal HC","Fragment",220,2,3,12,9.95455,13.599,17,24,8.75208,2,3,2.99982,2,1,1,1,1,2,0.2,0.16667,0.25,0.2439,10,23.40918,10,24.58485,10.56837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-12-19","Betrayal HC","Fragment",245,2,3,12.13287,8,14,15,20.3,8.59659,2,3,2.255,2,1,1,1,1,2,0.2,0.16393,0.25,0.2439,9.00155,24.40816,8.67879,31.66667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-12-20","Betrayal HC","Fragment",250,2,3,14.82828,7.01546,13,13,20.302,11.28,1.89,3,2,2,1,0.97216,1,1,2,0.1873,0.16,0.25,0.25,10,24.26231,10,30.05435,10.02128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-12-21","Betrayal HC","Fragment",250,1,3,15,7.76265,12,12,18,14,2,3,2.65306,2,1,0.77221,1,1,2,0.1763,0.14286,0.25,0.25,11.71064,31.39,11.22121,32.99323,12.37159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-12-22","Betrayal HC","Fragment",252.16116,1,3,24.62159,8,12,10,18,11.78737,2,3,2.80619,2,1,0.90503,1,1,2,0.16773,0.14286,0.25,0.25,22,29.26263,13.08932,38.463,14.328,0,0,346.83451,15.32245,50,91.18788,21.58992,0,89.91625,55,0,95,27.639,50,89.56529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-12-23","Betrayal HC","Fragment",256.35018,1,3,23.98631,8.29247,13,10,16.37746,10,2,3,3,2,1,0.94849,1,1,2,0.16681,0.15995,0.25,0.26863,20,27.02842,20,38,15.88626,250,0,311.70188,17.78571,39.92525,80,14.82505,40,80,27.97113,0,102.55294,28.09281,39.74747,88.84782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-12-24","Betrayal HC","Fragment",255.51682,1,4.54583,21,9,13,10,15.74553,13,1.60612,3,3,1,1,1,1,1,2,0.18543,0.16667,0.25,0.32978,20,25,19.25319,35,14,225,0,293.52609,19.01663,30,109.69836,15.77,35.07879,100,27.942,544.37493,108.48001,28.09184,36.37083,99.63169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-12-25","Betrayal HC","Fragment",264,1,10,21,8.57447,13,10,15,13,1.11496,3,2.5,1.35859,1,1,1,1,2,0.18452,0.16667,0.25,0.33333,20,24.69592,19.25319,35,14.83673,225,0,284.81503,21.05,39,105.52279,15.88776,37.58485,100.53061,27.942,604.45313,121.9697,29.64796,36.83158,109.01494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-12-26","Betrayal HC","Fragment",237.78292,1.44343,10,22,10,12.41414,11,15,14,2,3.51312,3,2,1,0.88929,1,1,2,0.22244,0.16667,0.25,0.33333,24,26.515,29,34,14.61892,225,0,324.09261,21.60101,37.84167,98.76811,15.43814,34.40408,99.0979,25.99495,246.16667,105.2551,28.65773,34.445,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-12-27","Betrayal HC","Fragment",216.30841,1.97773,9.01067,26.08192,9.01624,13,12.60533,15,12.69894,2,4,3,2,0.93182,0.92971,1,1,2,0.22765,0.16667,0.25644,0.33333,25.50209,29.91453,24,33.07412,13.96735,292,0,327.90539,20.71429,40,85,15,32,85,30,182.5,118.51938,29.07895,34,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-12-28","Betrayal HC","Fragment",225.99,2,7.70907,26.63372,10,12,12.644,14.58272,10,2,7.0913,12,2.87736,0.90635,0.82866,1,1,2,0.25,0.1817,0.31103,0.33333,27.81905,30,19.11191,35,10,200,0,295.03161,24.26869,40,80.96989,15,32,83.33634,30.075,35,95,29.9625,39,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-12-29","Betrayal HC","Fragment",241.56467,1.54555,7,30.86283,10,12,13,14,10,1.9349,10,10,2.78687,1,0.99794,1,1,2,0.25,0.25,0.30807,0.33333,30,33.87697,20,36.58653,9.50408,200,260,285,24.05612,40,85.16135,17.48106,30,85,23.66498,32,95.97475,30,39.30303,89.51614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-12-30","Betrayal HC","Fragment",225,1.4878,7,33,9.43904,10,10.58764,12.244,10,1,9,9,2,1,1,1,1,2,0.25,0.33333,0.33333,0.33333,32.0483,37.9828,19.76476,38.60627,9,200,258,261.61943,23.981,39.495,87.98533,17.12121,29.589,85,20.414,36.28,100.8866,30,38.5,89.95669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-12-31","Betrayal HC","Fragment",210,1,6.01042,37.91824,9,9,10,11.87368,10,1,9,7,2,1,1,1,1,2,0.33333,0.39786,0.33333,0.37693,37.00795,40.28946,17.60503,40,8,200,248,236.89899,24.06302,36.4697,83,21.05612,29.69592,83.02714,41.436,62,93.17467,29.97253,40,84.70123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2019-01-01","Betrayal HC","Fragment",209.6332,1.23067,6,38,9,11,10,11.73268,9.23955,1,8,6.66875,2,1,1,1,1,2,0.33333,0.4,0.33333,0.42441,38,44.7,18.12766,40,8.45833,200,248,232.985,24.30909,35,80,25.65758,28.77959,80,37.7725,62,87.58403,29.81212,40,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2019-01-02","Betrayal HC","Fragment",200,1.5,7,36.48792,8,10,9,11.68639,9,1,7.17573,6,2,1,1,1,1,2,0.33333,0.37289,0.33333,0.42305,36.81035,44.93812,20,40,9,200,200,252.18557,24.30909,32.046,84.05013,26.60619,28.18571,83.16091,35.21122,63,92.85638,29.82041,35,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
