"Date","League","Type","Eber.s.Key","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Volkuur.s.Key","Yriel.s.Key","Chayula.s.Breachstone","Divine.Vessel","Esh.s.Breachstone","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Xoph.s.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Chayula.s.Charged.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
2017-07-11,"Standard","Fragment",2.26923,25.09231,17.8859,11.91282,14.75641,23.58462,2.10769,120.97297,53.48205,6.38974,0.79814,0.70564,4.92051,0.99615,15.40278,3.10286,0,0,31.25,3.80625,0.81009,0.19434,0.40463,0.44402,5.56667,35,39.53333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-12,"Standard","Fragment",1.29722,25.15,15.375,10.305,13.985,22.215,2.08375,97.8175,50.055,4.46,0.86078,0.81515,4.46378,0.88575,19.73529,7.0625,0,0,25.83704,5.6,0.5425,0.17593,0.41576,0.76411,8.835,35.6,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-13,"Standard","Fragment",1.2325,24.6925,14.5625,9.1125,13.525,19.6775,2,114.7275,51.9875,9.2825,0.852,0.83375,3.98456,0.68075,12.44,4.24,0,0,21.9325,5.12583,0.70812,0.24426,0.69446,0.56417,11.6075,40,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-14,"Standard","Fragment",2.6359,24.19487,14.93077,11.48974,13.2641,19.71282,2.1641,108.20513,53.28462,6.18872,0.88077,0.8567,4.25641,0.87615,15.25385,2.96154,0,0,31.38718,8.92897,0.23393,0.31155,1.25172,0.63144,18.05128,0,31.37179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-15,"Standard","Fragment",1.16923,24.28462,15.56923,11.24872,14.28462,18.99744,1.77692,92.30769,50.80256,2.44103,1,0.69846,4.75385,0.99077,15.6359,6.14103,0,0,26.2381,5.539,0.27955,0.12345,0.40413,0.83556,30.62051,0,33.48205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-16,"Standard","Fragment",1.7525,23.2675,14.545,10.1375,12.9925,19.0575,1.64,102.8575,52.1675,4.2925,1,0.75031,4.3275,1,15.125,3.2225,0,0,43.48718,5.40378,0.30535,0.12432,0.38877,0.35932,25.8625,70,36.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-17,"Standard","Fragment",1.24615,23.69231,14.48205,10.87692,12.87692,18.55128,2.09872,106.77436,51.56154,6.63846,0.836,0.71094,4.91538,0.89231,12.37368,2.49231,0,0,70,5.67692,0.44272,0.13785,0.36634,0.50249,20.06,70,64.52174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-18,"Standard","Fragment",1.80125,22.7825,14.1775,8.955,12.8825,18.64,1.77175,94.61,55.5625,5.375,0.66667,0.5774,4.025,0.97,14.415,2.3225,0,0,25,6.33333,0.56788,0.17223,0.36162,0.78119,0,70,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-19,"Standard","Fragment",4.89412,21.98205,13.88974,8.50769,12.25897,19.54615,2,103.13846,52.71026,5.24615,0.74658,0.69443,4.90128,0.99256,18.46111,2.92308,0,0,19,5.32026,0.53312,0.34221,0.38896,0.73149,15,0,31.36364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-20,"Standard","Fragment",1.1525,22.5425,13.8375,11.3925,13.6325,14.735,1.2994,106.9875,66.145,8.255,0.67167,0.66569,5,0.894,20.445,1.4075,0,0,11.84,4.78941,0.26504,0.21082,0.31907,0.26582,14.8125,0,24.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-21,"Standard","Fragment",1.09706,22.24359,15.36923,10.64615,13.98462,15.43846,1.44701,107.53846,57.40513,3.85128,0.76039,0.63947,4.96154,0.90598,18.43846,5.10769,0,0,14.16667,3.7376,0.60918,0.25272,0.3404,0.51058,13,0,24.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-22,"Standard","Fragment",4.63846,22.00513,15.90769,9.49231,13.25385,12.12308,1.16154,101.87949,58.67436,4.74872,0.95641,0.61014,4.84872,1,15.43333,5.76923,0,0,50,4.34083,0.98092,0.34417,0.39659,0.77889,12,50,31.37105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-23,"Standard","Fragment",1.75,22.4575,15.22,9.955,14.2125,14.3625,1.1225,104.12,53.15,4.9175,1,0.7004,4.5125,1,14.76,2.46,0,0,31.6125,5,0.62648,0.34869,0.37273,0.52361,11.52,46.7125,34.38462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-24,"Standard","Fragment",1.92308,21.49231,16.34103,10.97436,13.27436,9.17692,1.05641,102.15641,57.6359,5.88718,0.96923,0.78172,5.18718,0.96077,14.80588,1.94103,0,0,26.58974,5.018,0.77729,0.36992,0.37447,0.54614,14.66154,40.24286,33.97059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-25,"Standard","Fragment",2.2,22.48,15.315,11.1625,12.265,5.4525,1.875,90.59125,46.72,5.835,0.93615,0.77555,4.565,1,10,12.28,0,0,58.11875,5.12308,0.4401,0.2283,0.3704,0.54126,36.68919,48.16842,55.78378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Standard","Fragment",1.67692,24.05641,14.98205,11.72308,13.16282,3,2,106.20294,54.20769,3.28205,0.93686,0.65873,5.24615,1,0,5.44359,0,0,14.52857,4.49025,0.39508,0.25359,0.44711,0.64336,12.00513,56.27436,35.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-27,"Standard","Fragment",3.445,17.61,10.3725,9.9875,6.8925,7.28571,1.845,120.17,61.765,2.9425,0.96545,0.63611,4.7825,1,14,2.58,0,0,28.20909,4.97667,0.50059,0.29348,0.48811,2.08408,24.87,60.57,31.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-28,"Standard","Fragment",2.21212,18.765,11.84,11.5475,12.485,15,1.1225,112.335,55.1175,4.5175,0.97133,0.7825,4.62,1,13.74359,6.8625,0,0,16.26923,3.75472,0.57273,0.33333,0.3573,1.0955,6.22,43.68,12.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-29,"Standard","Fragment",4.04615,24.54359,15.83846,12.54103,13.02564,27.01389,1.93846,119.58974,60.06154,4.96795,0.88975,0.85641,4.30513,1,13.19355,7.42564,0,0,21.56154,2.10256,0.59603,0.29315,0.51317,0.80326,5.75385,32.97297,21.82308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,"Standard","Fragment",1.8175,26.19,16.76,13.7125,13.7075,23.835,2,106.97,57.0675,4.2175,0.88584,0.895,4.97,1,15.7525,2.675,0,0,17.8625,5.6875,0.40196,0.33926,2.07,0.52082,10.2775,48.2,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,"Standard","Fragment",2,25.12308,17.90513,13.64872,15.26154,18.08462,2,103.98462,59.57179,4.52308,1,0.98803,4.87179,1,17.88718,5.52821,399.7,0,14.39487,3.38003,0.32448,0.3262,0.69639,0.5797,5.40256,26.11538,17.43077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,"Standard","Fragment",1.09773,33.56591,19.84545,14.38182,15.46136,35.22045,2,109.00227,57.40909,4.96818,0.57207,0.60265,4.45227,0.92515,34.31364,6.36364,323.19091,0,9.49091,2.82889,0.20787,0.19254,0.3212,0.24271,3.98864,13.89773,12.18864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,"Standard","Fragment",1.66667,27.59333,17.53833,15.29375,14.425,28.25,1.94833,90.85667,52.52167,4.21167,0.67417,0.52611,4.21667,0.9825,36.275,15.05714,312.05,0,10.16,2.71774,0.28128,0.2346,0.33487,0.30522,7.91778,17.43389,9.69833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,"Standard","Fragment",1.96,28.86167,15.81833,12.16833,12.68,29.1,1.21667,90.55,40.04167,3,0.55222,0.5,4.485,0.9325,41.74419,4.88,275.86735,76.97917,8.05667,2.61,0.28956,0.1967,0.33333,0.29133,8.27273,13.59167,8.68333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-07,"Standard","Fragment",18.64561,26,15.24737,11.49649,12.10943,30.25,2.19298,95.49756,53.08974,8.41176,0.73333,0.43187,4.68772,1,44.85965,3.17719,270,59.88772,7.43684,2.27719,0.17293,0.31617,0.3459,0.31029,3.37193,13.2924,7.81228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-08,"Standard","Fragment",20.57556,22.842,14.438,10.052,12.4525,32.52,1.806,90.21282,55.05682,3.64463,0.674,0.41,2.432,0.94071,29.77667,3.62857,295.08,38.65,8.822,2.097,0.15619,0.29696,0.36266,0.36422,3.22533,13.348,10.76305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-09,"Standard","Fragment",23.95,20.786,13.268,10.51,13.52,44.46667,1.469,97.748,47.434,3.77032,0.60755,0.36933,3.582,1.02777,0,7.7,253.786,42.594,8.166,1.556,0.24433,0.31402,0.33333,0.33333,3.30633,13.606,9.78752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-10,"Standard","Fragment",1.32821,29.54,14.608,11.176,14.708,28.23,4.521,95.47,42.778,4.14074,0.981,0.50133,4.486,1,12,4.874,271.288,37.378,7.226,1.92664,0.25623,2.99033,0.37243,0.73409,3.11422,13.558,10.23762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-11,"Standard","Fragment",1.77647,30.9,15.25098,9.48824,14.81373,31.37805,6.6902,99.63529,47.17647,2.90114,0.51438,0.42189,4.93137,1.0098,40,4.57843,244.26667,33.22549,4.84118,2.0272,0.32653,6.38418,0.34342,0.32941,4.26198,12.57059,12.25677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-12,"Standard","Fragment",1.298,24.966,14.662,9.944,16.198,0,1.146,83.496,43.298,1.951,0.9736,0.9348,4.076,1,19.89744,5.424,228.66,26.482,7.358,2.02647,0.31966,0.27133,0.33433,0.33333,7.51733,14.988,14.96352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,"Standard","Fragment",1.21961,21.80196,14.88235,9.98824,14.81176,49.08333,1,67.10784,39.41569,2.2419,0.98118,0.98902,4.47255,1,18.13061,5.81961,225.06863,23.98431,7.03529,1.58462,0.3101,0.23205,0.3572,0.29455,4.42658,11.8098,10.23324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-14,"Standard","Fragment",1.656,21.874,15.004,10.776,15.026,42.408,1,86.832,38.354,2.60221,0.99621,1,4.58,1,19.4,7.984,248.125,22.456,5.074,1.526,0.29562,0.15574,0.3305,0.36266,4.086,11.808,11.14581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-15,"Standard","Fragment",2.67347,22.43673,15.42245,10.98367,14.50204,37.99796,1.13469,87.51429,43.15102,2.38571,0.96133,0.8398,4.3102,0.98503,32.14286,6.30612,261.2,18.48163,6.80204,1.94898,0.26956,0.28286,0.31598,0.29123,3.44082,14.31429,14.95918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-16,"Standard","Fragment",6.442,24.602,15.248,11.074,13.668,43.26,1.21,89.208,42.02,3.01737,1.484,1.015,4.992,1,30,4.952,197.55,17.074,8.714,1.36373,0.29739,0.21924,0.31111,0.31492,4.904,23.87805,11.66229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-17,"Standard","Fragment",6.384,24.848,16.95,11.616,16.268,62.60465,1.61,93.3,49.458,2.858,0.88167,0.997,4.962,0.955,29.81,5.73158,217.13,13.98,9.234,1.56,0.27686,0.23667,0.35804,0.3082,8.962,16.668,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-18,"Standard","Fragment",2.376,26.914,16.856,14.206,15.006,54.102,1.114,88.508,49.196,2.274,0.827,0.967,4.9955,0.997,32.09388,4.274,242.7,14.828,8.72,1.534,0.23601,0.2145,0.33333,0.28838,3.722,11.49,10.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-19,"Standard","Fragment",5.436,26.598,20.05778,14.356,13.464,69.54889,1,87.088,47.382,2.832,1,1,4.878,1,35,6.55,236,14.624,8.306,1.50969,0.22482,0.19924,0.32123,0.31806,4.636,15.14333,13.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,"Standard","Fragment",13.51224,24.1551,19.29184,10.45306,14.3102,65.99796,1.1551,84.0898,51.01429,2.96939,0.99116,1,4.98571,1,35,5.84898,175.19444,15.13673,7.1102,1.71509,0.20278,0.15703,0.24774,0.28387,6.08138,18.16327,14.02041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-21,"Standard","Fragment",4.452,24.524,17.692,9.04,15.546,51.514,1.51133,92.044,45.834,2.58,0.884,1.127,4.95962,1.37,0,7.2,220.88,14.83,9.55,1.54014,0.20336,0.181,0.32261,0.32229,5.73958,18.75,14.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-22,"Standard","Fragment",2.544,24.62857,17.24694,9.00816,16.45918,48.0898,1.00544,92.65526,42.76735,2.63673,0.86224,0.60102,4.89592,1,40.24516,5.39184,234.10526,14.10204,7.38163,1.98733,0.24939,0.16065,0.32476,0.31105,4.95102,14.12245,4.9898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-23,"Standard","Fragment",1.972,26.306,17.496,10.666,15.118,27.91667,1.05733,98.28438,33.483,3.75,1,1,4.358,1,43.98108,6.36429,240.87,13.596,6.992,1.82605,0.25794,0.14949,0.32062,0.31502,5.444,12.554,12.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-24,"Standard","Fragment",10.46,23.752,16.238,13.904,15.9,57.53846,1,70.572,45.9,1.18,0.996,0.992,4.956,1,36.30588,8.046,64.552,12.36,7.74,2.29262,0.26611,0.14964,0.29601,0.29978,6.356,13.976,14.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-25,"Standard","Fragment",11.638,21.292,18.392,13.048,15.526,49.448,1.20267,82.224,36.024,4.09,0.815,0.869,4.688,1,45,25.62,221.06,10.57,4.608,2.7,0.24752,0.19873,0.31997,0.29738,3.412,8.776,13.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-26,"Standard","Fragment",6.76,23.548,19.704,12.972,15.53,47.836,1.146,91.356,44.29,4.14495,0.973,1,4.586,1,79.64286,15.288,227.18,10.952,7.94,2,0.24565,0.18194,0.32129,0.26884,4.548,11.146,11.67134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-27,"Standard","Fragment",3.05918,24.08571,19.36939,11.93878,16.12449,51.01837,1.07483,89.8898,24.40306,3.00773,1,0.98571,4.97289,1,61.2875,9.37143,217.54082,11.41633,9.47959,2.00735,0.24791,0.19052,0.3245,0.26892,4.84082,14.13265,12.76482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-28,"Standard","Fragment",4.032,25.828,18.762,14.038,16.386,49.542,1,91.562,44.994,3.02842,1,1,5.00443,1,42.234,8.206,233.258,11.124,9.7,1.8958,0.24609,0.19585,0.30136,0.26745,4.44,14.808,11.13191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-29,"Standard","Fragment",4.28163,24.15714,17.95102,11.37959,17.16531,52.63265,1,85.6449,45.11224,3,1,0.99796,4.95087,1,37.32245,9.51224,227.32653,10.90612,9.49184,1.93714,0.24241,0.16802,0.29412,0.27229,4.37347,11.6898,14.01225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-30,"Standard","Fragment",10.322,22.924,13.132,10,15.56,58.74,1,87.616,42.192,3,1,1,4.53143,1,46.58,8.318,215.36,9.97,11.502,1.83838,0.24676,0.18052,0.31612,0.25605,4.906,13.114,12.54057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-31,"Standard","Fragment",6.06136,23.41837,17.23469,10.65918,14.16327,38.91837,1.09932,86.44898,40.28571,2.82653,1,0.93673,4.97293,1,28.64286,6.40816,214.28571,9.97143,8.34082,1.87299,0.2453,0.20749,0.30641,0.28329,5.14694,14.94694,18.76327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-01,"Standard","Fragment",5.16512,25.218,17.816,10.424,16.222,43.626,1,90.13,41.792,2.98642,1,0.995,4.354,1,49.134,9.6,222.24,10,8.688,1.797,0.22056,0.12086,0.27423,0.23564,6.228,16.01,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-02,"Standard","Fragment",3.6898,24.90204,16.83265,10.55918,17.18571,54.76739,1.01224,89.43878,42.03265,2.96735,1,1,4.53061,1,41.69796,6.92653,216.20408,9.70408,8.55102,1.619,0.2096,0.1602,0.4224,0.26268,6.15714,13.83878,16.22857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-03,"Standard","Fragment",4.198,26.106,18.074,10.444,17.716,48.572,1.568,82.548,38.806,3.78011,1,1,4.507,1,53.89,7.184,193.62,8.126,8.494,1.98469,0.24157,0.22523,0.32641,0.30057,5.592,13.386,16.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-04,"Standard","Fragment",4.412,24.758,15.838,10,18.162,48.942,1,89.88,39.48,3.23253,1,1,4.387,1,50.292,7.776,207.274,7.632,8.39,1.98589,0.23356,0.18573,0.32304,0.25364,7.03,16.656,18.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-05,"Standard","Fragment",2.744,22.05,16.45,11.104,17.612,41.316,1.0472,90.878,39.317,3.93731,0.95867,0.97067,4.314,0.946,52.664,6.914,201.268,7.116,9.156,1.3848,0.22287,0.1987,0.29216,0.26859,7.92,18.428,22.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-06,"Standard","Fragment",2.01429,22.53673,14.45918,10.37143,16.69592,41.32653,1.04898,90.42857,41.77143,4.69673,0.99881,0.99983,4.0568,0.99949,47.00286,7.37959,200.08163,7,8.1,1.45415,0.21689,0.15565,0.2834,0.30265,7.03878,19.41429,17.70204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-07,"Standard","Fragment",4.468,24.826,15.89,10.344,16.24,38.402,1,82.913,40.77231,3.02,0.94832,0.9425,4.94817,0.99317,45.228,6.536,209.05,6.208,7.602,1.64336,0.15317,0.19089,0.33,0.30643,7.296,14.972,19.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-08,"Standard","Fragment",7.764,24.298,15.372,11.788,15.324,34.72,1,87.936,40.104,3.392,0.83609,0.92471,4.84707,0.98777,43.61429,10.03214,200.22,5.534,7.85,1.62518,0.2059,0.14527,0.33278,0.30635,6.038,13.504,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-09,"Standard","Fragment",2.47347,24.19184,17.92245,10.94082,17.73265,39.98776,1,84.59388,45.00102,4.6949,0.99342,0.95253,4.87429,1,67.9898,9.09388,197.30612,5,6.94286,1.80799,0.20754,0.15401,0.32888,0.26702,5.67755,10.52653,16.18776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-10,"Standard","Fragment",4.07,24.884,18.084,10.252,16.888,33.414,1.076,88.822,41.128,4.298,1,0.998,4.7512,1,62.85,9.812,194.14,5,8.114,1.76691,0.20473,0.12997,0.32477,0.28812,5.84,12.954,13.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-11,"Standard","Fragment",3.574,23.37,18.222,10.462,18.04,24.888,1.024,85.804,43.448,3.792,1,0.97667,3.996,1,55.29,7.714,189.72,5,7.616,1.76433,0.21574,0.14199,0.32418,0.2853,6.246,14.056,14.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-12,"Standard","Fragment",5.06531,22.1102,17.62653,10.99592,17.37347,38.82041,1.49388,85.17347,43.22449,4.86122,1,0.9449,3.98367,1,55.80612,8.02245,197.04082,4.84898,5.7,1.66259,0.2148,0.15386,0.31411,0.31642,6.31224,13.2898,18.5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-13,"Standard","Fragment",4.092,24.408,17.3,11.882,15.04,56.492,1.848,80.017,47.038,5.964,1,0.92667,4.14,0.99733,54.806,11.322,203.3,5,6.992,1.68,0.22594,0.16667,0.33266,0.30293,6.64,13.684,17.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-14,"Standard","Fragment",4.04286,24.68776,17.91429,12.34694,17.5449,50.97551,1.72789,84.7398,42.26531,4.87714,1,0.9915,4.56327,0.9966,60.93673,10.36735,217.2449,5,7.90816,1.93933,0.22647,0.17413,0.33168,0.31818,6.45714,18.47551,20.03571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-15,"Standard","Fragment",4.586,22.43,17.46,12.136,18.886,48.9,1.13867,89.448,37.828,4.224,1,1,4.254,1,56.604,10.43,210.068,5,8.052,1.99048,0.22612,0.18605,0.32874,0.27603,7.21,14.88,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-16,"Standard","Fragment",7.636,24.634,15.338,11.694,18.03,47.19,1,90.1,48.194,3.136,0.82843,0.91323,4.684,1,57.13,14.932,194.79,5,8.644,1.99886,0.21804,0.1892,0.33266,0.26853,8.864,22.02,22.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,"Standard","Fragment",6.998,26.11,17.788,12.26,16.898,35.42,1,84.132,46.382,3.976,0.89406,0.83602,4.726,1,61.07,15.498,203.966,5,9.626,1.99486,0.21707,0.16667,0.33333,0.27252,7.898,15.188,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
