"Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Coralito.s.Signature","Sin.s.Rebirth","Soul.Catcher","Soul.Ripper","The.Wise.Oak","Cinderswallow.Urn","Bottled.Faith","NA."
2017-07-01,"Standard","UniqueFlask",0.82825,44.60925,2.84625,4.407,1,407.679,0.4365,38.27075,58.13,10.85125,0.44075,4.8,148.29525,0.73125,0.4365,1,72.742,10,10.72775,0,592.42675,0,0,40.07075,0,0,0
2017-07-02,"Standard","UniqueFlask",0.89641,61.91923,2.4759,4.94821,0.91795,400.89359,0.44692,39.51795,58.53051,11.87974,0.44692,5.00897,132.30744,0.75128,0.44718,0.98051,69.18385,10.58077,9.68333,0,604.43308,0,0,40.00231,0,0,0
2017-07-03,"Standard","UniqueFlask",0.96925,61.29125,2.61025,4.35625,0.893,380.0775,0.442,38.7985,54.28775,12.0745,0.44325,4.9505,148.873,0.8435,0.44325,0.885,70.96825,9.13425,9.37175,0,623.898,0,0,39.56875,0,0,0
2017-07-04,"Standard","UniqueFlask",0.95692,80,3.74205,3.05205,0.89692,369.80128,0.44154,37.82872,57.21231,11.88256,0.44154,4.01282,177.26103,0.85282,0.46436,0.95923,74.42538,9.92821,10.20667,0,644.81718,0,0,39.35179,0,0,0
2017-07-05,"Standard","UniqueFlask",0.85075,79.41275,4.377,2.96275,0.98,378.5735,0.458,38.69625,72.1735,9.90125,0.458,5.03125,185.235,0.9245,0.4605,0.865,70.11425,10.27675,11.35,0,644.015,0,0,39.82625,0,0,0
2017-07-06,"Standard","UniqueFlask",0.81923,79.12487,4.28154,3.02436,0.99974,385.17205,0.44923,39.73256,91.97103,8.88769,0.44923,4.31846,176.18718,0.55923,0.44923,0.92949,70.73256,10.13641,12.43538,0,631.74641,0,0,39.44487,0,0,0
2017-07-07,"Standard","UniqueFlask",0.91538,79.10769,3.81385,3.33154,1,368.44385,0.44641,39.24385,92.51205,8.48282,0.45077,3.09667,179.50795,0.61641,0.44641,0.94923,69.78974,10.06795,21.33308,0,628.07974,0,0,39.17949,0,0,0
2017-07-08,"Standard","UniqueFlask",0.80513,72.46179,3.59487,3.20564,0.97795,360.98231,0.45205,39.4441,92.69385,10.61846,0.4541,3.06077,185.38769,0.50436,0.45205,0.99923,69.2859,9.96744,27.75538,0,619.37641,0,0,38.07256,0,0,0
2017-07-09,"Standard","UniqueFlask",0.6055,45.397,3.557,2.8225,0.9905,371.55125,0.439,39.26325,92.2985,10.008,0.439,4.082,179.92675,0.54625,0.439,0.878,70,9.98125,30.47,0,623.85575,0,0,39.37875,0,0,0
2017-07-10,"Standard","UniqueFlask",0.57359,29.39333,2.81641,2.16308,1,368.42564,0.44359,39.92667,91.90538,8.42359,0.44359,3.92744,173.90103,0.47538,0.44359,0.99897,70,10,39.50051,0,644.01231,0,0,35.02333,0,0,0
2017-07-11,"Standard","UniqueFlask",0.74205,25.43513,3.19333,2.98333,1,367.62795,0.44462,40.29795,91.55487,4.9559,0.44462,3.61026,179.74744,0.63333,0.44462,0.73795,69.62436,10,24.81872,0,645.05256,0,0,37.18795,0,0,0
2017-07-12,"Standard","UniqueFlask",0.817,22.749,3.063,2.7585,1,369.8555,0.4495,40.51925,87.96975,4.00325,0.45025,3.5015,183.26725,0.9955,0.45025,0.7665,69.89025,10.003,17.64325,0,644.74725,0,0,37.77725,0,0,0
2017-07-13,"Standard","UniqueFlask",0.70128,22.78282,3.03897,2.49538,1,370.18359,0.45333,44.26564,79.41051,7.44128,0.45333,4.03821,185.61538,0.92513,0.45333,0.99795,72.19846,10,14.95487,0,648.94128,0,0,39.15538,0,0,0
2017-07-14,"Standard","UniqueFlask",0.93487,22.75974,3.08462,2.98692,1,370.06436,0.45974,44.90744,75.97615,6.8241,0.46026,4.00462,183.01769,0.9059,0.46026,1.2941,75.97487,10,15.01359,0,647.06513,0,0,38.43,0,0,0
2017-07-15,"Standard","UniqueFlask",0.769,28.449,3.7825,2.459,0.70725,369.213,0.46125,42.88175,85.01,5.7785,0.46125,4.57575,183.129,0.4855,0.46125,1,78.101,10,14.41375,0,646.57,0,0,39.97475,0,0,0
2017-07-16,"Standard","UniqueFlask",0.90282,40.30692,3.37333,2.19205,0.92308,367.75282,0.45436,43.80103,80.46821,5.65513,0.45436,4.50923,184.05538,0.45436,0.45436,1.13769,75.23385,9.74513,12.20795,0,646.47821,0,0,40.56769,0,0,0
2017-07-17,"Standard","UniqueFlask",0.89475,78.43475,2.9175,2.108,1,363.633,0.45675,40.713,62.47875,8.31525,0.45675,4.00875,169.322,0.45675,0.45675,1.36,78.23825,9.8635,11.8535,0,645.36875,0,0,38.61575,0,0,0
2017-07-18,"Standard","UniqueFlask",0.48538,67.61923,2.56487,2.41641,1,366.88487,0.44897,38.64974,63.18359,9.44846,0.44897,4.80974,149.08744,0.44897,0.44897,1,73.76436,9.97051,12.79538,0,703.26513,0,0,34.88154,0,0,0
2017-07-19,"Standard","UniqueFlask",0.8375,57.35,2.4985,2.434,1,368.7895,0.45225,39.832,71.0245,10,0.45225,4.24675,144.91875,0.45225,0.45225,0.9725,67.3935,63.726,10.86525,0,755.883,0,0,32.25525,0,0,0
2017-07-20,"Standard","UniqueFlask",0.82897,44.81179,2.39538,2.88487,1,376.63897,0.38821,39.66641,61.86538,9.85846,0.38821,3.91564,164.09077,0.38821,0.38821,1,67.11,9.32359,11.32231,0,843.86103,0,0,36.45769,0,0,0
2017-07-21,"Standard","UniqueFlask",0.88692,57.45385,3.47103,3.11154,1,387.44923,0.43513,39.28103,60.67487,9.65103,0.43513,3.90026,139.31718,0.44128,0.43513,1,60.20821,9.34667,10.87538,0,1058.26333,0,0,34.29308,0,0,0
2017-07-22,"Standard","UniqueFlask",0.58275,92.826,3.93375,2.09075,1,454.05075,0.46725,39.42975,55.52875,7.91825,0.46725,2.14425,139.2335,0.46725,0.46725,1,63.039,9.25925,14.60125,0,972.86325,0,0,37.34375,0,0,0
2017-07-23,"Standard","UniqueFlask",0.57513,87.71923,2.44487,2.52282,1,461.39897,0.47487,39.56205,67.94615,9.73487,0.47487,3.57897,138.41641,0.47487,0.47487,0.88974,67.33795,9.64974,19.56282,0,1040.22333,0,0,36.90077,0,0,0
2017-07-24,"Standard","UniqueFlask",0.8055,89.68525,3.04975,2.01625,1,450.15775,0.48025,39.49725,64.94275,10.22825,0.4805,3.758,136.31775,0.4805,0.47075,0.69325,69.3965,10,18.17675,0,921.5925,0,0,46.68475,0,0,0
2017-07-25,"Standard","UniqueFlask",0.82026,86.20333,3.91949,1.99974,1,461.45205,0.47128,38.46154,73.02949,12.60564,0.47128,3.34154,148.97949,0.47128,0.47128,0.81128,67.17769,9.20846,16.34538,0,923.26154,0,0,44.33385,0,0,0
2017-07-26,"Standard","UniqueFlask",0.772,79.11625,2.4965,1.0965,1,457.737,0.46775,38.14825,79.149,8.731,0.48175,4.524,147.906,0.48175,0.48175,1,68.16925,7.68,14.3105,0,919.205,0,0,40.73675,0,0,0
2017-07-27,"Standard","UniqueFlask",0.67744,92.25,2.96615,1.05615,1,446.54821,0.38026,38.64282,66.54385,8.65974,0.4759,4.20487,181.31103,0.48128,0.47051,0.99949,69.98667,8.99949,13.10051,0,922.5,0,0,39.63256,0,0,0
2017-07-28,"Standard","UniqueFlask",0.87925,93.51075,4.79275,1.3645,1,466.438,0.44575,39.767,65.859,12.354,0.4675,3.98725,179.02475,0.56025,0.4675,1,70.22775,16.0905,15,0,921.0725,0,0,52.3705,0,0,0
2017-07-29,"Standard","UniqueFlask",0.952,85.94225,4.32675,2.0165,1,763.65225,0.46775,42.1325,65.614,32.16075,0.4725,3.66675,200.26075,0.53925,0.47125,1,69.9325,12.25575,14.6785,0,920.8975,0,0,158.8885,0,0,0
2017-07-30,"Standard","UniqueFlask",0.96564,66.88949,2.78846,2.58462,1,775.3259,0.47513,47.33154,63.7259,28.05308,0.47615,5.06538,228.12256,0.65077,0.47615,1.32821,68.94513,11.79667,12.44821,0,920.71538,0,0,177.12974,0,0,0
2017-07-31,"Standard","UniqueFlask",0.73075,51.32375,3.10875,2.02125,1,736.852,0.45925,52.36075,60.8215,30.23425,0.47925,3.26925,181.30275,0.70175,0.48025,1,70.71025,10.89925,2.021,0,899.7995,0,0,127.7145,0,0,0
2017-08-04,"Standard","UniqueFlask",0.96318,11.51477,1.03705,2,1,817.79318,0.37091,63.57682,5.65273,24.96727,0.60409,2.16864,360.23886,0.62955,0.35205,1,81.66182,14.51386,1,0,823.84,0,0,101.60682,0,0,0
2017-08-05,"Standard","UniqueFlask",0.88241,10.02621,1.70207,1.47621,1,757.54983,0.35517,50.11397,4.95414,24.86741,0.38,2.25983,335.75414,0.68172,0.34276,1,74.1969,18.09828,1,0,811.76138,0,0,80.91224,0,0,0
2017-08-06,"Standard","UniqueFlask",0.83241,10.80345,1.72948,1.14466,0.99448,586.27724,0.34724,40.66741,7.80345,22.79845,0.34724,3.00931,145.19259,0.6831,0.34724,1,69.90345,8.07052,1,0,776.90603,0,0,66.12345,0,0,0
2017-08-07,"Standard","UniqueFlask",0.78772,10.06842,1.69175,1,0.98368,507.45877,0.34351,39.83474,7.69,13.44825,0.34351,3,185.61509,0.66474,0.34351,1,60.46211,8.51351,1,0,775.65474,0,0,65.80175,0,0,0
2017-08-08,"Standard","UniqueFlask",0.6168,11.4112,1.0358,1,0.9918,443.1158,0.3098,37.6416,4.9902,14.6064,0.3098,2.9612,184.103,0.6362,0.3098,1,59.7468,8.7508,1,0,760.7328,0,0,78.4746,0,0,0
2017-08-09,"Standard","UniqueFlask",0.876,13.557,1.1612,1,1,378.348,0.3236,34.7834,4.8096,14.9606,0.3234,3.1158,183.1134,0.4918,0.3234,1,57.1972,9.2488,1,0,726.5136,0,0,70.2764,0,0,0
2017-08-10,"Standard","UniqueFlask",1,16.6282,1.0894,1,0.9998,355.1546,0.3106,32.0132,5.991,14.6524,0.3002,2.947,154.7836,0.638,0.3002,1,50.7794,9.2698,1,0,749.6436,0,0,69.1232,0,0,0
2017-08-11,"Standard","UniqueFlask",0.78082,19.73041,1.00163,1,1,378.81041,0.30449,30.13551,4.57061,14.01694,0.30388,3.3598,188.68388,0.7851,0.30571,0.99857,46.80041,9.54612,0.85837,0,730.50551,0,0,69.04918,0,0,0
2017-08-12,"Standard","UniqueFlask",0.8302,20.0192,1,1.684,0.9838,378.9036,0.2904,30.0936,11.5874,12.8544,0.2904,3.2424,187.4954,0.911,0.2904,0.9976,41.1426,9.8822,0.772,0,668.9868,0,0,64.2608,0,0,0
2017-08-13,"Standard","UniqueFlask",0.80333,21.42229,1,2,1,371.92604,0.29667,28.03208,15.87854,14.41146,0.29938,3.90792,170.56333,0.99208,0.29667,0.97688,41.72563,9.96979,1.59021,0,686.85563,0,0,58.89125,0,0,0
2017-08-14,"Standard","UniqueFlask",0.949,25.1186,1,1.929,1,354.3922,0.3076,25,18.9022,12.7534,0.3076,3.1156,189.1178,0.5514,0.3076,0.9992,44.0824,9.0016,3.7212,0,659.6568,0,0,59.0846,0,0,0
2017-08-15,"Standard","UniqueFlask",0.9892,19.9304,1,2,1,371.0962,0.301,25,16.534,16.4472,0.301,3.4388,200.37,0.301,0.2984,1,48.1392,10.1674,5.6188,0,656.7148,0,0,48.1114,0,0,0
2017-08-16,"Standard","UniqueFlask",0.94592,18.81408,1,2.18694,1,364.36898,0.32918,25,17.44755,15.13959,0.32918,2.98469,189.95082,0.41755,0.32918,1,49.52102,9.76306,5.34612,0,653.42714,0,0,49.81245,0,0,0
2017-08-17,"Standard","UniqueFlask",0.96571,20.31878,1,2.96898,1,357.60163,0.28939,24.28041,17.51939,12.69224,0.29204,2.81286,202.25388,0.29204,0.29204,1,47.92776,9.70837,4.99592,0,653.39286,0,0,52.15755,0,0,0
2017-08-18,"Standard","UniqueFlask",1.02796,19.87714,1.28429,1.88776,1,358.17224,0.30612,26.85837,14.25633,13.02102,0.3151,2.98714,207.67449,0.29592,0.30143,1,42.26878,9.98041,2.38612,0,658.38041,0,0,52.26837,0,0,0
2017-08-19,"Standard","UniqueFlask",0.93714,25.18918,1.61306,1.71306,0.9998,367.41041,0.2802,28.74286,11.93245,17.34796,0.5251,4.13408,184.34653,0.31429,0.42959,1,48.90898,9.67673,1.66857,0,682.46755,0,0,50.24878,0,0,0
2017-08-20,"Standard","UniqueFlask",0.8772,33.0666,3.811,1.6306,0.8692,363.0894,0.2872,28.7792,13.7192,13.4212,0.2898,3.9914,199.134,0.3194,0.3212,1,50.492,9.1848,1,0,687.5798,0,0,41.8078,0,0,0
2017-08-21,"Standard","UniqueFlask",0.97429,32.52327,3.03673,1.10163,0.92531,367.0949,0.28571,27.14286,13.92837,18.53959,0.29041,3.39857,219.76796,0.34367,0.30286,1,49.85306,8.29612,1,0,667.00551,0,0,35.14551,0,0,0
2017-08-22,"Standard","UniqueFlask",0.531,33.265,2.5354,1.7492,0.9762,363.6068,0.2826,27.5668,11.8662,22.8884,0.2826,3.4656,221.3606,0.304,0.2826,1,49.9548,9.181,1,0,638.253,0,0,38.9946,0,0,0
2017-08-23,"Standard","UniqueFlask",0.9302,40.8154,3.2638,2.1454,1,362.8872,0.2874,25.361,12.434,21.575,0.2878,3.289,219.9868,0.3232,0.2878,1,44.3146,10.1456,1,0,651.1508,0,0,77.9516,0,0,0
2017-08-24,"Standard","UniqueFlask",0.98938,37.46188,1.9025,2.71458,1,358.63,0.28667,20.85542,11.81688,22.41938,0.29083,4.89792,208.17542,0.58,0.29083,1,42.58979,9.36313,2.06938,0,682.08104,0,0,52.67479,0,0,0
2017-08-25,"Standard","UniqueFlask",0.65469,41.27306,1.79347,1.66347,1,348.23327,0.28143,19.41224,13.65653,24.59959,0.44714,7.78653,258.23755,0.39571,0.29082,1,39.61673,9.07347,2.53673,0,693.69898,0,0,49.57857,0,0,0
2017-08-26,"Standard","UniqueFlask",0.9682,41.9858,1.104,1.5834,1,336.1624,0.2888,18.5624,14.74,27.2932,0.524,7.4212,238.4886,0.3334,0.5148,1,41.6488,8.5662,1.0806,0,673.7378,0,0,48.3326,0,0,0
2017-08-27,"Standard","UniqueFlask",0.8986,37.4376,1.307,1.5802,0.9552,319.2576,0.3014,19.6364,10.8184,23.634,0.4032,6.9266,239.3114,0.6086,0.3628,1,46.6352,9.1772,4.7092,0,678.2852,0,0,42.2622,0,0,0
2017-08-28,"Standard","UniqueFlask",0.73286,36.63449,1.29,1.83939,1,306.09,0.2949,18.80429,13.01796,26.74816,0.2949,7.9051,220.87612,0.62,0.2949,1,41.89469,8.43653,4.6051,0,681.82469,0,0,41.29388,0,0,0
2017-08-29,"Standard","UniqueFlask",0.9104,39.1584,1.0702,2.0702,0.9764,320.43,0.3104,18.572,12.412,16.4818,0.3104,10.6174,210.3384,0.9156,0.3104,1.0454,40.0748,7.8182,4.6136,0,677.8032,0,0,38.61,0,0,0
2017-08-30,"Standard","UniqueFlask",0.97878,29.86469,1.29694,2,1,333.49878,0.29959,18.57878,13.05959,22.92082,0.31,6.65939,219.44592,0.84245,0.2802,1,39.41592,8.55653,4.22918,0,668.41612,0,0,35.89918,0,0,0
2017-08-31,"Standard","UniqueFlask",0.9464,31.9506,1,2.132,1,326.6022,0.2214,18.641,13.9088,22.2118,0.3044,4.9488,208.0746,0.4194,0.2708,0.8902,42.2396,9.732,1.8984,0,660.8398,0,0,34.2272,0,0,0
2017-09-01,"Standard","UniqueFlask",0.64837,46.17796,1.15388,1.72143,1,299.04224,0.3149,15.83653,15.09571,21.92041,0.30367,5.40837,200.36163,0.64388,0.33735,0.73469,40.62612,8.89571,1.97592,0,646.12204,0,0,29.85898,0,0,0
2017-09-02,"Standard","UniqueFlask",0.5274,45.367,1.1964,1.7714,1,288.5934,0.548,14.5392,16.1066,18.4774,0.315,5.1652,165.0396,0.6532,0.2998,0.6232,39.3258,7.3058,2.0204,0,621.5228,0,0,30.7724,0,0,0
2017-09-03,"Standard","UniqueFlask",0.80184,45.36041,1,1.34347,1,285.13143,0.30531,15.57633,15.09245,17.23204,0.30857,4.51592,179.39959,0.39449,0.30612,0.91673,39.63,5.11857,2.48796,0,608.70082,0,0,32.48449,0,0,0
2017-09-04,"Standard","UniqueFlask",0.8932,48.6176,1.2626,1.009,1,283.4918,0.2706,16.1698,15.7232,17.9744,0.5242,4.2232,162.5304,0.3174,0.3014,1,43.437,5.9768,3.4956,0,610.357,0,0,34.4492,0,0,0
2017-09-05,"Standard","UniqueFlask",0.9408,47.9524,1.6776,1.3862,1,290.876,0.2878,15.788,16.4876,17.7542,0.2924,4.889,162.2498,0.3188,0.2924,1,37.8684,5.8386,3.0976,0,615.7444,0,0,36.3474,0,0,0
2017-09-06,"Standard","UniqueFlask",0.707,46.1548,1.3546,1.2372,1,309.9886,0.294,14.8902,15,17.6748,0.294,4.767,156.0696,0.386,0.294,1,38.395,9.1802,2.0048,0,643.0202,0,0,32.4666,0,0,0
2017-09-07,"Standard","UniqueFlask",0.60163,46.18449,2.00449,1.14633,1,290.20755,0.28571,13.28918,15.6151,16.02082,0.34041,3.60122,156.90837,0.59898,0.28592,1,41.12041,8.28939,2,0,650.14633,0,0,34.52327,0,0,0
2017-09-08,"Standard","UniqueFlask",0.8948,47.037,1.9184,1.5006,1,282.4702,0.2962,14.0776,19.599,20.3394,0.4676,4.2114,152.8418,0.7432,0.2962,1,43.646,8.2306,1.88,0,654.185,0,0,29.8242,0,0,0
2017-09-09,"Standard","UniqueFlask",0.995,48.4426,1.4516,1.7584,1,282.878,0.3132,12.1362,24.6388,14.756,0.621,4.3996,161.47,0.9972,0.3106,1,40.171,7.8184,1.8152,0,667.9358,0,0,29.3982,0,0,0
2017-09-10,"Standard","UniqueFlask",0.97939,49.31612,1,1,1,271.2651,0.36755,12.20633,22.26041,15.69469,0.50918,4.13918,162.16612,0.85673,0.59061,1,39.83143,7.72633,1.97918,0,650.31449,0,0,30.11694,0,0,0
2017-09-11,"Standard","UniqueFlask",0.8142,49.613,1.51,1,1,247.1884,0.3094,12.8024,24.2272,14.4516,0.3094,4.528,163.3784,0.3094,0.307,1.0394,38.8344,6.8792,2.2728,0,654.5008,0,0,29.9362,0,0,0
2017-09-12,"Standard","UniqueFlask",0.9454,48.7232,1.9594,1,0.9856,260.7408,0.3008,13.4986,23.2956,15.0088,0.3078,3.2522,166.0116,0.3408,0.3078,1.3894,39.2026,6.7984,1.7916,0,664.136,0,0,29.6106,0,0,0
2017-09-13,"Standard","UniqueFlask",0.93898,45.78347,1.68224,1.69612,0.84061,279.04694,0.31551,12.0998,24.10735,15.42612,0.31551,4.37449,169.56878,0.36143,0.31551,1.28816,37.96,8.59,2.3951,0,674.29061,0,0,29.09755,0,0,0
2017-09-14,"Standard","UniqueFlask",0.808,46.106,1,1.3788,0.987,307.3916,0.3206,12.582,24.7018,15.8576,0.5496,4.651,174.438,0.5386,0.314,1.0736,36.0602,7.6738,3.1018,0,696.9016,0,0,26.7512,0,0,0
2017-09-15,"Standard","UniqueFlask",0.9616,36.6492,1,1.0914,1,325.8554,0.3124,12.758,20.597,14.8658,0.4664,8.1468,174.3556,0.621,0.4196,0.9986,34.769,8.2352,2.453,0,699.7204,0,0,26.0682,0,0,0
2017-09-16,"Standard","UniqueFlask",0.91531,37.37367,1,1.63184,1,313.66959,0.30939,12.00163,20.28449,13.75265,0.42694,7.63735,167.38388,0.64224,0.49592,0.99714,33.89735,8.41184,4.16959,0,708.7151,0,0,24.97959,0,0,0
2017-09-17,"Standard","UniqueFlask",0.835,32.4136,1,1.9286,1.1046,310.9208,0.3124,11.5924,20.1784,14.4258,0.3212,4.6012,175.5208,0.3206,0.327,1,32.8944,8.5956,4.8004,0,707.2496,0,0,24.3434,0,0,0
2017-09-18,"Standard","UniqueFlask",0.83,30,1,2.2178,1,312.1386,0.3106,12.9446,19.9466,14.6294,0.407,4.533,161.3758,0.3574,0.3106,1,31.585,8.6458,5.199,0,695.2744,0,0,21.783,0,0,0
2017-09-19,"Standard","UniqueFlask",0.57188,30.65125,1,2.71375,1,282.5475,0.31208,13.80396,20.03146,14.70688,0.34438,4.08563,163.02958,0.625,0.31208,1.01729,32.90125,7.82479,5.64104,0,631.09479,0,0,24.98396,0,0,0
2017-09-20,"Standard","UniqueFlask",0.5694,40.4548,1,2.812,1,275.0904,0.3102,12.4278,20.2594,13.6154,0.3102,4.011,164.7978,0.633,0.3102,1.0514,30,7.2848,6.0142,0,622.0416,0,0,23.8104,0,0,0
2017-09-21,"Standard","UniqueFlask",0.8056,43.2114,1,4.5422,1,283.6014,0.3158,12.8932,20.734,11.5082,0.3158,3.1456,154.829,0.4754,0.3158,1.3134,32.466,5.6198,6.0374,0,631.9166,0,0,21.8696,0,0,0
2017-09-22,"Standard","UniqueFlask",0.8894,47.1174,1,3.3844,1,315.31,0.336,12.422,20.2358,12.8574,0.338,3.862,143.8938,0.754,0.336,1,39.3516,4.531,7.3482,0,647.9704,0,0,20.5328,0,0,0
2017-09-23,"Standard","UniqueFlask",0.5149,53.26224,1,2.14469,1,323.54878,0.32857,12.22286,20.49143,13.31837,0.32857,4.07673,169.48755,0.6398,0.32857,1,39.9451,6.78367,6.05163,0,661.45429,0,0,20.76755,0,0,0
2017-09-24,"Standard","UniqueFlask",0.48633,68.37143,1,2.59653,0.99939,311.22408,0.32857,10.96347,20.90571,11.93755,0.39796,4.10082,160.54592,0.86776,0.33163,1,37.29061,6.23776,5.65939,0,669.26714,0,0,21.52204,0,0,0
2017-09-25,"Standard","UniqueFlask",0.57235,66.4898,1,2,1,300.80569,0.32353,10.52725,20,10.76961,0.37431,4.60588,158.39039,0.88863,0.32412,1,32.96804,6.26686,7.77608,0,669.94039,0,0,20.39,0,0,0
2017-09-26,"Standard","UniqueFlask",0.629,67.1114,1.0078,2,1,294.8596,0.322,10,20.8176,12.4654,0.4028,4.1128,152.7716,0.3284,0.3284,1,37.0684,5.5994,3.7884,0,666.3702,0,0,19.4592,0,0,0
2017-09-27,"Standard","UniqueFlask",0.66333,68.83569,1.07118,2.00471,1,317.06078,0.33,11.18804,22.76686,10.79882,0.5098,4.1951,161.3149,0.33,0.33,1,39.8551,8.09804,7.94824,0,629.04412,0,0,21.83,0,0,0
2017-09-28,"Standard","UniqueFlask",0.6242,73.8842,1,2.0576,1,300.0738,0.346,11.5964,25.9106,12.301,0.7976,4.0492,161.553,0.346,0.346,0.9976,44.5164,7.9236,7.7234,0,604.55,0,0,17.8512,0,0,0
2017-09-29,"Standard","UniqueFlask",0.77608,56.91098,1.04627,1.78843,1,308.84235,0.38137,10.59353,28.65804,12.70843,0.75,3.96843,173.5402,0.36039,0.35196,1,42.73137,7.36882,8.21922,0,607.10922,0,0,16.57863,0,0,0
2017-09-30,"Standard","UniqueFlask",0.507,53.6634,1.4904,2.3372,1,327.289,0.4724,10.3942,22.2096,11.8128,0.5952,3.9222,178.5296,0.4142,0.3582,1,40.4208,5.8668,5.4546,0,616.4726,0,0,18.925,0,0,0
2017-10-01,"Standard","UniqueFlask",0.65941,58.26039,1.78882,2.0702,1,312.59745,0.37902,10.00294,20.27549,11.73863,0.37902,3.75804,174.02725,0.51941,0.37902,1,41.64804,7.43824,6.28039,0,618.32784,0,0,17.71137,0,0,0
2017-10-02,"Standard","UniqueFlask",0.6686,61.7922,2.01,4.072,1,305.6616,0.3418,11.0962,21.917,11.5498,0.3864,4.0814,169.8848,0.3886,0.3846,1,41.2774,7.034,7.769,0,611.5476,0,0,19.5718,0,0,0
2017-10-03,"Standard","UniqueFlask",0.8378,62.8212,1.8228,2.4164,1,309.8116,0.3656,11.407,19.7648,12.4144,0.402,4.1034,154.0622,0.5822,0.402,1,40.3432,7.2636,6.2348,0,616.2418,0,0,18.8754,0,0,0
2017-10-04,"Standard","UniqueFlask",0.85216,61.55922,1.35843,2.51,0.99863,315.06392,0.34392,9.99941,20.02275,9.94,0.42373,3.06471,157.30294,0.7149,0.37706,1,39.88412,7.85157,5.86235,0,629.22118,0,0,15.51706,0,0,0
2017-10-05,"Standard","UniqueFlask",0.533,59.302,1.4998,2.0702,0.9994,319.0072,0.3782,10,19.898,10.1954,0.4036,3.715,162.908,0.584,0.3782,0.9922,49.4218,7.6474,11.1808,0,633.5136,0,0,15.2896,0,0,0
2017-10-06,"Standard","UniqueFlask",0.72961,62.14176,1.9502,1.76471,1,325.73,0.39196,9.97098,18.15176,9.7349,0.54314,3.71392,174.33902,0.72059,0.39196,1,40.49608,8.74784,14.52176,0,650.78686,0,0,16.2651,0,0,0
2017-10-07,"Standard","UniqueFlask",0.83039,63.2398,2.03235,1,1,333.48392,0.42686,9.93569,22.61118,9.61529,0.74902,3.57275,186.7702,0.48176,0.43078,1,37.49706,8.17451,13.10941,0,659.15255,0,0,17.67686,0,0,0
2017-10-08,"Standard","UniqueFlask",0.854,66.274,3.288,1.08,1,334.791,0.4386,10,23.7768,10.179,0.5576,3.8068,205.2092,0.7432,0.454,1,39.1416,6.8694,13.8696,0,638.6852,0,0,19.2276,0,0,0
2017-10-09,"Standard","UniqueFlask",0.92686,60.31137,4.04235,1.72275,1,330.37765,0.45784,9.76275,23.68941,9.73647,0.46373,5.03549,194.5451,0.84353,0.45784,1,38.23569,9.49412,14.16216,0,622.47765,0,0,15.72608,0,0,0
2017-10-10,"Standard","UniqueFlask",0.597,41.5752,5,2.5042,1.0324,326.7664,0.4512,9.3518,23.4314,8.8622,0.568,4.1414,161.6756,0.9452,0.4512,1,38.4396,9.4516,15.1432,0,598.1778,0,0,15.3118,0,0,0
2017-10-11,"Standard","UniqueFlask",0.92863,44.4949,5,2.85314,1.4898,326.08588,0.46078,8.38294,20.62706,9.51314,0.46078,3,155.03725,0.94471,0.43843,1,34.76667,7.29941,14.73216,0,543.47647,0,0,14.4149,0,0,0
2017-10-12,"Standard","UniqueFlask",0.628,44.3696,4.9208,2.1802,1.6152,329.515,0.4536,8.0028,19.5418,7.9776,0.4536,3.0436,153.9666,0.7094,0.3508,1,34.7474,6.7996,15.4656,0,552.0166,0,0,15.1654,0,0,0
2017-10-13,"Standard","UniqueFlask",0.6051,40.12392,4.93059,2.13941,1,337.76373,0.52235,9.19549,19.18353,7.63588,0.49784,3.50765,162.97902,0.82059,0.42,1,37.62824,7.92451,16.75471,0,547.02373,0,0,19.25627,0,0,0
2017-10-14,"Standard","UniqueFlask",0.826,43.4446,4.8422,1.9226,1.3374,324.453,0.5974,10,16.9634,8.3256,0.7386,3.9654,148.5172,0.6154,0.4682,1,41.4586,7.415,17.7144,0,557.8944,0,0,15.1386,0,0,0
2017-10-15,"Standard","UniqueFlask",0.8862,45.1162,5,1.9964,1.4218,324.1446,0.6348,9.9144,18.8098,8.7524,0.6504,3.4058,138.0698,0.822,0.4712,1,39.4058,5.5006,18.1276,0,628.5884,0,0,18.2478,0,0,0
2017-10-16,"Standard","UniqueFlask",0.64471,52.44451,5,2.16824,1,321.86314,0.83333,9.44745,20.07471,9.09941,0.80804,4.00216,144.51059,0.90157,0.46137,1,38.37686,4.90706,17.6498,0,602.05392,0,0,15.23745,0,0,0
2017-10-17,"Standard","UniqueFlask",0.6442,59.62,3.445,2.371,1.1872,319.5644,0.5156,10,24.7932,7.4582,0.8338,4.0062,158.4012,0.7638,0.4982,1,38.8904,5.1616,26.4978,0,597.8544,0,0,14.6444,0,0,0
