"Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Ashcaller","Atziri.s.Disfavour","Aurumvorax","Axiom.Perpetuum","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Goddess.Unleashed","The.Gryphon","The.Harvest","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Whispering.Ice","Tipua.Kaikohuru","Touch.of.Anguish","Tremor.Rod","Trypanon","Twyzel","Ungil.s.Gauche","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Ahn.s.Might","Arakaali.s.Fang","Arborix","Augyre","Balefire","Beltimber.Blade","Cameria.s.Avarice","Cane.of.Unravelling","Cerberus.Limb","Chaber.Cairn","Corona.Solaris","Debeon.s.Dirge","Disintegrator","Dreadbeak","Dreadsurge","Duskdawn","Earendel.s.Embrace","Ewar.s.Mirage","Fate.of.the.Vaal","Geofri.s.Devotion","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Hopeshredder","Kitava.s.Feast","Martyr.of.Innocence","Mirebough","Nebuloch","Ngamahu.s.Flame","Oni.Goroshi","Panquetzaliztli","Sanguine.Gambol","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","Taproot","The.Dancing.Duo","The.Enmity.Divine","The.Grey.Spire","The.Poet.s.Pen","The.Rippling.Thoughts","The.Stormwall","The.Wasp.Nest","Tidebreaker","Tulborn","Tulfall","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Voidforge","Vulconus","White.Wind","Xoph.s.Inception","Xoph.s.Nurture","Paradoxica","The.Crimson.Storm","Sign.of.the.Sin.Eater","Cold.Iron.Point","Nebulis","The.Black.Cane","The.Saviour","NA."
2018-08-14,"Standard","UniqueWeapon",0.41,0.41,2.09051,4,3,4.99,0.21,0.8,1,1,0.41,247.69522,0.41,0.7601,0.82031,0.2001,0.41,3.19031,2,39.8,1,42.53,1,0.41,8,1,0.41,1,28.44,0.41,0.41,0.41,1,0.41,15,5,0.41,15.44388,1,4,16.39071,0.41,1,0.60031,1,0.41,1,0.41,5.87,0.41,0.17,0.41,0.1901,0.4,0.41,0.41,0.39,0.41071,1.86939,1,0.41,2.84571,0.32,0.41,1.9901,0.41,1,0.41,1,1,21.04,0.51031,33.66,0.41,1,0.41,0.3701,0.41,0.68,0.41,1,0.41,0.41,1,0.41,40.05,0.8,0.41,0.41,0.41,0.87,0.41,0.41,0.41,0.41,0.65031,0.41,5.0901,1.00173,0.41,0.41,0.41,22.62,0.9601,3.18051,3.39,3,0.41,0.41031,0.41,0.41,0.4,0.26,0.41,109.86714,778.96,0.85,0.41,0.99,0.39,8,0.41,1,0.58051,1.5,19.2901,1,198.0602,0.41,0.4,1,1,0.41,0.41,15,1,0.4801,1,1,16.6,905.33,15,8.95,0.5,5,0.41,9.84,0.39,1,30,1.3,0.41,0,2,0.41,3.755,0.41,0.34,62.62,93.13347,0.16,1,0.41,0.41,0.35,197.47061,0.41,4.33,5,3,13.72,2.11,1,5,29.23,547.58,0,0,20,0.41,30,22.55,14.33,604.095,0.56,0.41,0,2.97,4.9401,1.71041,6.28,2,30,14.27,20,3,4,140.97,4.8,21.43346,9.26,15.50068,99.0702,0.67041,0,0,0.4001,43.78,8.14,0,70,22.07,8.5,1,39.21,1,3,495.1,12,2.91,396.22545,2.17,0.41,1,594.18,0,0,0,0,0,0,0,0
2018-08-15,"Standard","UniqueWeapon",0.41,0.41,1.65,4,3,4,0.41,0.41,1,1,0.36061,247.75,0.41,0.96,0.66,0.35,0.41,2.77122,1.02,35,1.11612,41.28,1,0.41,6,1,0.41,0.8451,28.26,0.41,0.41,0.41,1,0.4751,18.1349,5,0.41,17.72,1,3.23,20,0.41,1,0.92,1,0.41,1,0.41,3.28,0.41,0.37,0.41,0.18,0.33,0.41,0.41,0.37,0.41,1.1102,1,0.88,2.99045,0.4,0.41,1.12,0.41,1,0.41,1,1,15.77,0.41,53.25,0.7451,1,0.41,0.41,0.41,0.91061,0.42,1,0.41,0.59,1,0.41,37.91755,0.41,0.41,0.41,0.41,1,0.41,0.3902,0.41,0.41,0.58531,0.41,4.98531,1,0.72041,0.41,0.2,20,0.82,4,3,2.64,0.41,0.43,0.41,0.41,0.41,0.33041,0.41,100.13833,792.8,0.87,0.41,1,0.41,8,0.41,3,0.41,1.88776,19,1,198.2,0.41,0.41,1,1,0.41,0.38,15,0.8,0.41,1,1,16.6,824.51,15,7.40348,0.41,6.75,0.41,0.41,0.41,1,30,1,0.41,0,3,0.41,4.34,0.38,0.36,60,89.89,0.4051,1,0.41,0.41,0.41,198.04,0.41,4.76,5.18082,3,10.53,2,1,5.08,29.69,529.99,0,0,20,0.41,30,21.54,14.49,604.51,0.41,0.41,0,2.12,5,1,10,2,32.18933,15,20,3,3.20571,148.87224,5.61,13.74,5.97,7.11,120.29082,0.7051,0,0,0.3702,48.85,2,0,72.19551,20,9.33,1,43.8,1,3,478.03,10,3,389.23,2.21405,0.41,1,594.14,0,0,0,0,0,0,0,0
2018-08-15,"Standard","UniqueWeapon",0.41,0.41,1.65,4,3,4,0.41,0.41,1,1,0.36061,247.75,0.41,0.96,0.66,0.35,0.41,2.77122,1.02,35,1.11612,41.28,1,0.41,6,1,0.41,0.8451,28.26,0.41,0.41,0.41,1,0.4751,18.1349,5,0.41,17.72,1,3.23,20,0.41,1,0.92,1,0.41,1,0.41,3.28,0.41,0.37,0.41,0.18,0.33,0.41,0.41,0.37,0.41,1.1102,1,0.88,2.99045,0.4,0.41,1.12,0.41,1,0.41,1,1,15.77,0.41,53.25,0.7451,1,0.41,0.41,0.41,0.91061,0.42,1,0.41,0.59,1,0.41,37.91755,0.41,0.41,0.41,0.41,1,0.41,0.3902,0.41,0.41,0.58531,0.41,4.98531,1,0.72041,0.41,0.2,20,0.82,4,3,2.64,0.41,0.43,0.41,0.41,0.41,0.33041,0.41,100.13833,792.8,0.87,0.41,1,0.41,8,0.41,3,0.41,1.88776,19,1,198.2,0.41,0.41,1,1,0.41,0.38,15,0.8,0.41,1,1,16.6,824.51,15,7.40348,0.41,6.75,0.41,5.38,0.41,1,30,1,0.41,0,3,0.41,4.34,0.38,0.36,60,89.89,0.4051,1,0.41,0.41,0.41,198.04,0.41,4.76,5.18082,3,10.53,2,1,5.08,29.69,529.99,0,0,20,0.41,30,21.54,14.49,604.51,0.41,0.41,0,2.12,5,1,10,2,32.18933,15,20,3,3.20571,148.87224,5.61,13.74,5.97,7.11,120.29082,0.7051,0,0,0.3702,48.85,2,0,72.19551,20,9.33,1,43.8,1,3,478.03,10,3,389.23,2.21405,0.41,1,594.14,0,0,0,0,0,0,0,0
2018-08-16,"Standard","UniqueWeapon",0.41,0.41,3,4,3.07653,4.03571,0.41,0.41,1,1,0.41,251.17778,0.41,0.74551,0.6651,0.41,0.13,4,1.83,42.05,1,40,1,0.41,8.0051,1,0.41,0.5502,24.18,0.41,0.41,0.41,1,0.6502,17.4,4.69061,0.41,16.27021,1,4,20,0.41,1,0.53,1.72,0.41,1,0.41,8,0.41,0.41,0.41,0.41,0.41,0.4,0.41,0.24,0.41,2,1,0.8551,3,0.21,0.41,2,0.41,1,0.41,2.38,0.73,15.42,0.41,30.36,0.91,1,0.41,0.41,0.41,1,0.41,1,0.41,0.82,1,0.41,38.28,0.67,0.41,0.41,0.41,1,0.41,0.41,0.41,0.44531,1,0.2,3.98041,1,0.41,0.41,0.41,20,1,4,4,2.685,0.41,0.41,0.41,0.41,0.41,0.41,0.41,100.48167,708.454,0.8602,0.4,1,0.41,6.32824,0.41,3,0.67,1.11143,20,1,200.94041,0.41,0.41,1,1,0.41,0.28,15,1,0.46,1,1,17.11,533.013,14.256,9,0.4,7,0.4151,0.4302,0.41,1,30,1,0.41,0,4,0.41,4.66727,0.32531,0.41,61.04,84.12878,0.41,1,0.41,0.41,0.16,200.4302,0.41,4.86,6.03,3,10.68,2.02,0.98041,5,29.69,537.27375,0,0,20,0.41,30,18.22,14.7,612.9,0.41,0.27,0,2.25,5,1,9.59306,2,38.19,15,20,3,3.1602,150.0251,5.817,18.3,4.74,10.99,120.3151,0.96041,0,0,0.21,34.532,3.5,0,66.47041,20,10,0.9451,46.76,1,3,453.79318,10,3,351.75,2.49,0.41,1,563.97,0,0,0,0,0,0,0,0
2018-08-16,"Standard","UniqueWeapon",0.41,0.41,3,4,3.07653,4.03571,0.41,0.41,1,1,0.41,251.17778,0.41,0.74551,0.6651,0.41,0.13,4,1.83,42.05,1,40,1,0.41,8.0051,1,0.41,0.5502,24.18,0.41,0.41,0.41,1,0.6502,17.4,4.69061,0.41,16.27021,1,4,20,0.41,1,0.53,1.72,0.41,1,0.41,8,0.41,0.41,0.41,0.41,0.41,0.4,0.41,0.24,0.41,2,1,0.8551,3,0.21,0.41,2,0.41,1,0.41,2.38,0.73,15.42,0.41,30.36,0.91,1,0.41,0.41,0.41,1,0.41,1,0.41,0.82,1,0.41,38.28,0.67,0.41,0.41,0.41,1,0.41,0.41,0.41,0.44531,1,0.2,3.98041,1,0.41,0.41,0.41,20,1,4,4,2.685,0.41,0.41,0.41,0.41,0.41,0.41,0.41,100.48167,708.454,0.8602,0.4,1,0.41,6.32824,0.41,3,0.67,1.11143,20,1,200.94041,0.41,0.41,1,1,0.41,0.28,15,1,0.46,1,1,17.11,533.013,14.256,9,0.4,7,0.4151,4.95,0.41,1,30,1,0.41,0,4,0.41,4.66727,0.32531,0.41,61.04,84.12878,0.41,1,0.41,0.41,0.16,200.4302,0.41,4.86,6.03,3,10.68,2.02,0.98041,5,29.69,537.27375,0,0,20,0.41,30,18.22,14.7,612.9,0.41,0.27,0,2.25,5,1,9.59306,2,38.19,15,20,3,3.1602,150.0251,5.817,18.3,4.74,10.99,120.3151,0.96041,0,0,0.21,34.532,3.5,0,66.47041,20,10,0.9451,46.76,1,3,453.79318,10,3,351.75,2.49,0.41,1,563.97,0,0,0,0,0,0,0,0
2018-08-17,"Standard","UniqueWeapon",0.3301,0.41,3,4.77,3.91,5,0.41,0.41,1,1,0.41,252.5,0.41,0.7602,0.54,0.41,0.41,5,1.88,45,1,40.2,1,0.41,7.07051,1,0.41,1,30,0.3101,0.41,0.31,1,0.55031,18.75,5,0.41,13,1,4,15.73,0.41,1,0.41,1.84,0.41,1,0.68,3.37,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,2,1,0.7201,3,0.16,0.41,2.00735,0.41,1,0.41,1,0.41,15,0.41,30.18,0.67,1,0.41,0.31,0.41,0.97,0.41,1,0.2102,0.53061,0.82,0.41,34.1802,0.41,0.41,0.41,0.41,1,0.41,0.41,0.41,0.7,1,0.17,5,1,0.41,0.41,0.41,20,1,2,3.16,2.73462,0.39,0.41,0.41,0.41,0.41,0.41,0.41,132.66889,706.6375,0.82,0.34,0.82,0.41,5,0.41,3,0.72,1,20.25051,1,202.48102,0.41,0.41,0.82041,0.99,0.41,0.30031,15,1,0.88,1,0.5,17.97,575.515,11.28,9.32,0.82,8,0.41,0.41,0.41,1,30,1,0.41,0,4,0.3902,4.7632,0.29,0.41,78.84714,84.80061,0.41,1,0.41,0.41,0.17,191.43102,0.41,5.15,8,3,10.61,2,1,5,25.19,698.645,0,0,20.2,0.41,30,18.79,14.67,613.995,0.9102,0.29031,0,2.42,5.96194,1,10.08439,2,36.02,20,20,3,3,129.63071,6.25,20,4.54,7.8828,138.86214,0.68,0,0,0.41,22.65,5.39,0,65,20.53,9.92,0.99,35.21,1,3,484,10,3,405.06,2.55,0.41,1,396.21857,0,0,0,0,0,0,0,0
2018-08-17,"Standard","UniqueWeapon",0.3301,0.41,3,4.77,3.91,5,0.41,0.41,1,1,0.41,252.5,0.41,0.7602,0.54,0.41,0.41,5,1.88,45,1,40.2,1,0.41,7.07051,1,0.41,1,30,0.3101,0.41,0.31,1,0.55031,18.75,5,0.41,13,1,4,15.73,0.41,1,0.41,1.84,0.41,1,0.68,3.37,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,2,1,0.7201,3,0.16,0.41,2.00735,0.41,1,0.41,1,0.41,15,0.41,30.18,0.67,1,0.41,0.31,0.41,0.97,0.41,1,0.2102,0.53061,0.82,0.41,34.1802,0.41,0.41,0.41,0.41,1,0.41,0.41,0.41,0.7,1,0.17,5,1,0.41,0.41,0.41,20,1,2,3.16,2.73462,0.39,0.41,0.41,0.41,0.41,0.41,0.41,132.66889,706.6375,0.82,0.34,0.82,0.41,5,0.41,3,0.72,1,20.25051,1,202.48102,0.41,0.41,0.82041,0.99,0.41,0.30031,15,1,0.88,1,0.5,17.97,575.515,11.28,9.32,0.82,8,0.41,5.61,0.41,1,30,1,0.41,0,4,0.3902,4.7632,0.29,0.41,78.84714,84.80061,0.41,1,0.41,0.41,0.17,191.43102,0.41,5.15,8,3,10.61,2,1,5,25.19,698.645,0,0,20.2,0.41,30,18.79,14.67,613.995,0.9102,0.29031,0,2.42,5.96194,1,10.08439,2,36.02,20,20,3,3,129.63071,6.25,20,4.54,7.8828,138.86214,0.68,0,0,0.41,22.65,5.39,0,65,20.53,9.92,0.99,35.21,1,3,484,10,3,405.06,2.55,0.41,1,396.21857,0,0,0,0,0,0,0,0
2018-08-18,"Standard","UniqueWeapon",0.2451,0.4051,3,4,4.11,5,0.32,0.4051,1,1,0.31,241.65316,0.2,0.8,0.4051,0.13,0.3651,4.30531,1.34184,50,1,65.76,1,0.4,8.69,1,0.4051,1,30,0.14,0.17,0.28,1.04082,0.52551,15.97,5,0.4051,13,1,3,15,0.28,1.34,0.4051,1.97,0.4051,1,0.89,3.37,0.4051,0.4,0.4051,0.11,0.4051,0.19531,0.4051,0.39,0.4051,1.66796,1,0.58531,3,0.16,0.4051,3.49,0.4051,0.9951,0.4,1,0.97,15,0.4051,31.78,0.4702,1,0.41,0.4,0.32,0.52,0.4,1,0.24,0.41,1,0.4051,34.44551,0.4,0.4051,0.4051,0.2,1,0.4051,0.4,0.4051,0.4051,0.96,0.17,6.65061,2,0.5951,0.4051,0.16,19.92,0.41,2.51,3.38,2.72,0.4,0.48,0.4051,0.4051,0.4051,0.4,0.4051,101.24607,693.94844,0.82,0.4,0.9351,0.21,5,0.39,2,0.4051,1,22.13,1,203.0102,0.4051,0.3,0.81,1,0.4051,0.16,15,1,0.41,1,0.4051,15,543.98333,11,10,0.87,8.8502,0.41,0.4051,0.4,1,30,2,0.4051,0,4,0.2202,8.2,0.29,0.4,65.51,74.87,0.16,1,0.1751,0.1651,0.16,200.43367,0.4,2,7.96041,3,10.84,2.89069,1,4.96,25.64,699.525,0,0,18.56,0.4051,30,15.18115,14.31,607.98,0.98,0.16,0,2.59,5.49571,1,10.96531,2,35.42596,20,20,1.18,3.15,142.6802,6.42,19.9,6.04548,8.53455,125.71,0.43,0,0,0.36,27.68,4.79947,0,63.44429,25,9.83,1,34.69,1,3,486.095,10,3,427.33,2.62,0.4051,1,351.795,0,0,0,0,0,0,0,0
2018-08-18,"Standard","UniqueWeapon",0.2451,0.4051,3,4,4.11,5,0.32,0.4051,1,1,0.31,241.65316,0.2,0.8,0.4051,0.13,0.3651,4.30531,1.34184,50,1,65.76,1,0.4,8.69,1,0.4051,1,30,0.14,0.17,0.28,1.04082,0.52551,15.97,5,0.4051,13,1,3,15,0.28,1.34,0.4051,1.97,0.4051,1,0.89,3.37,0.4051,0.4,0.4051,0.11,0.4051,0.19531,0.4051,0.39,0.4051,1.66796,1,0.58531,3,0.16,0.4051,3.49,0.4051,0.9951,0.4,1,0.97,15,0.4051,31.78,0.4702,1,0.41,0.4,0.32,0.52,0.4,1,0.24,0.41,1,0.4051,34.44551,0.4,0.4051,0.4051,0.2,1,0.4051,0.4,0.4051,0.4051,0.96,0.17,6.65061,2,0.5951,0.4051,0.16,19.92,0.41,2.51,3.38,2.72,0.4,0.48,0.4051,0.4051,0.4051,0.4,0.4051,101.24607,693.94844,0.82,0.4,0.9351,0.21,5,0.39,2,0.4051,1,22.13,1,203.0102,0.4051,0.3,0.81,1,0.4051,0.16,15,1,0.41,1,0.4051,15,543.98333,11,10,0.87,8.8502,0.41,6.98,0.4,1,30,2,0.4051,0,4,0.2202,8.2,0.29,0.4,65.51,74.87,0.16,1,0.1751,0.1651,0.16,200.43367,0.4,2,7.96041,3,10.84,2.89069,1,4.96,25.64,699.525,0,0,18.56,0.4051,30,15.18115,14.31,607.98,0.98,0.16,0,2.59,5.49571,1,10.96531,2,35.42596,20,20,1.18,3.15,142.6802,6.42,19.9,6.04548,8.53455,125.71,0.43,0,0,0.36,27.68,4.79947,0,63.44429,25,9.83,1,34.69,1,3,486.095,10,3,427.33,2.62,0.4051,1,351.795,0,0,0,0,0,0,0,0
2018-08-19,"Standard","UniqueWeapon",0.33,0.41,4,5,4,5,0.41,0.4601,1,1,0.41,252.5,0.41,0.41,0.7301,0.16,0.41,3.62082,1,53.9,1,88.49,1,0.41,8.85153,1,0.41,0.41,30,0.41,0.3201,0.41,1.0002,0.55,16.85,5,0.41,20,0.86,1.00071,13.01092,0.2302,1,0.41,1.97,0.41,1,0.42,1.68,0.41,0.19,0.41,0.34,0.41,0.41,0.41,0.41,0.41,1,1,0.49,2.64,0.16,0.41,4,0.41,1,0.39,1,1,16.45,0.41,68.84,0.44,1,0.41,0.41,0.32,1,0.44,1,0.41,0.41,1,0.41,48.61051,0.41,0.41,0.41,0.41,1,0.41,0.41,0.41,0.5601,1,0.26051,5.20214,1,0.43,0.41,0.41,20,0.41,2,3.46,2,0.39,0.5902,0.41,0.41,0.41,0.17,0.41,101,707,0.71,0.41,0.89,0.41,4.91,0.41,3,0.41,1,20,1,202,0.41,0.41,1,1,0.41,0.17,17.27,1,0.41,1,0.41,15,753.11,11,7.04,1,7.7702,0.7801,0.41,0.41,1,30,2,0.41,0,3,0.2801,8,0.41,0.3601,58.93041,75,0.16,0.77061,0.2702,0.15,0.1601,200.3802,0.41,2,8,2.9,11.14,2.52,1,4.01,25.94,606,0,0,19,0.41,37.96,15.18,18.36467,606,1,0.36,0,3,6.64194,1,5,2.6402,29.73,20,13.76,1.02,3,150.7501,6.25,19.53,5.8,9.63,130,0.41,0,0,0.38,30,4.93175,0,67.4352,24.28,10,1,35.8,1,2,503.40962,10,3.5,404,2.97837,0.41,1,365.32,0,0,0,0,0,0,0,0
2018-08-19,"Standard","UniqueWeapon",0.33,0.41,4,5,4,5,0.41,0.4601,1,1,0.41,252.5,0.41,0.41,0.7301,0.16,0.41,3.62082,1,53.9,1,88.49,1,0.41,8.85153,1,0.41,0.41,30,0.41,0.3201,0.41,1.0002,0.55,16.85,5,0.41,20,0.86,1.00071,13.01092,0.2302,1,0.41,1.97,0.41,1,0.42,1.68,0.41,0.19,0.41,0.34,0.41,0.41,0.41,0.41,0.41,1,1,0.49,2.64,0.16,0.41,4,0.41,1,0.39,1,1,16.45,0.41,68.84,0.44,1,0.41,0.41,0.32,1,0.44,1,0.41,0.41,1,0.41,48.61051,0.41,0.41,0.41,0.41,1,0.41,0.41,0.41,0.5601,1,0.26051,5.20214,1,0.43,0.41,0.41,20,0.41,2,3.46,2,0.39,0.5902,0.41,0.41,0.41,0.17,0.41,101,707,0.71,0.41,0.89,0.41,4.91,0.41,3,0.41,1,20,1,202,0.41,0.41,1,1,0.41,0.17,17.27,1,0.41,1,0.41,15,753.11,11,7.04,1,7.7702,0.7801,2.3,0.41,1,30,2,0.41,0,3,0.2801,8,0.41,0.3601,58.93041,75,0.16,0.77061,0.2702,0.15,0.1601,200.3802,0.41,2,8,2.9,11.14,2.52,1,4.01,25.94,606,0,0,19,0.41,37.96,15.18,18.36467,606,1,0.36,0,3,6.64194,1,5,2.6402,29.73,20,13.76,1.02,3,150.7501,6.25,19.53,5.8,9.63,130,0.41,0,0,0.38,30,4.93175,0,67.4352,24.28,10,1,35.8,1,2,503.40962,10,3.5,404,2.97837,0.41,1,365.32,0,0,0,0,0,0,0,0
2018-08-20,"Standard","UniqueWeapon",0.17,0.4,4,4.2702,4.4802,5,0.4,0.47041,1,1,0.4,252.5,0.2102,0.9751,0.98531,0.14,0.16,5,1,54.38,1,65,0.9051,0.26531,9.29571,1,0.4,0.72,30,0.39,0.4,0.4,1.48,0.4,16,10,0.4,21.33,0.8951,1,25,0.16,1,0.3951,1.82,0.4,1,0.4,1.54,0.4,0.2,0.4,0.25041,0.4,0.4,0.4,0.3151,0.4,1.50612,1,0.4,2,0.3551,0.4,2.27,0.4,1,0.37,1,1,15.67,0.4,59.05,0.41,1,0.45531,0.4,0.32,0.69,0.47,1,0.16,0.4,1,0.4,49.07,0.4,0.4,0.4,0.4,1,0.4,0.4,0.41,0.94,1,0.4,5,1,0.4,0.39,0.3651,20,0.41,2.21,3.9,2,0.39,0.75,0.1951,0.4,0.33,0.11,0.4,101,737.28338,0.72,0.4,0.9402,0.39,5,0.4,2,0.4,1.30204,20,1,202,0.4,0.3951,1,1,0.4,0.21,16.9,1,0.4,1,0.95592,14.74,805.98714,10,5,0.91,5.31,0.4302,0.4,0.2802,1,30,2,0.4,0,3.9302,0.31,4.84,0.3951,0.16,54.38,79.08,0.16,0.64,0.4,0.19,0.16,186.69143,0.4,2,6,2.81,12.15,2.2,1,4.4,24.77522,606,0,0,17.47,0.4,48.18,15,24.3,606,1,0.36,0,4.05,5.06,1,5.67612,2.17,31.96,24.85,12.18,1.58571,3.21,142.67816,7.86,19.97,7.21,10.34,128.28673,0.4,0,0,0.3851,40,10,0,76.86449,24.07,9.49,1,39.68545,1,2,505,10,4,404,3,0.4,0.8251,351.55,0,0,0,0,0,0,0,0
2018-08-20,"Standard","UniqueWeapon",0.17,0.4,4,4.2702,4.4802,5,0.4,0.47041,1,1,0.4,252.5,0.2102,0.9751,0.98531,0.14,0.16,5,1,54.38,1,65,0.9051,0.26531,9.29571,1,0.4,0.72,30,0.39,0.4,0.4,1.48,0.4,16,10,0.4,21.33,0.8951,1,25,0.16,1,0.3951,1.82,0.4,1,0.4,1.54,0.4,0.2,0.4,0.25041,0.4,0.4,0.4,0.3151,0.4,1.50612,1,0.4,2,0.3551,0.4,2.27,0.4,1,0.37,1,1,15.67,0.4,59.05,0.41,1,0.45531,0.4,0.32,0.69,0.47,1,0.16,0.4,1,0.4,49.07,0.4,0.4,0.4,0.4,1,0.4,0.4,0.41,0.94,1,0.4,5,1,0.4,0.39,0.3651,20,0.41,2.21,3.9,2,0.39,0.75,0.1951,0.4,0.33,0.11,0.4,101,737.28338,0.72,0.4,0.9402,0.39,5,0.4,2,0.4,1.30204,20,1,202,0.4,0.3951,1,1,0.4,0.21,16.9,1,0.4,1,0.95592,14.74,805.98714,10,5,0.91,5.31,0.4302,0.94,0.2802,1,30,2,0.4,0,3.9302,0.31,4.84,0.3951,0.16,54.38,79.08,0.16,0.64,0.4,0.19,0.16,186.69143,0.4,2,6,2.81,12.15,2.2,1,4.4,24.77522,606,0,0,17.47,0.4,48.18,15,24.3,606,1,0.36,0,4.05,5.06,1,5.67612,2.17,31.96,24.85,12.18,1.58571,3.21,142.67816,7.86,19.97,7.21,10.34,128.28673,0.4,0,0,0.3851,40,10,0,76.86449,24.07,9.49,1,39.68545,1,2,505,10,4,404,3,0.4,0.8251,351.55,0,0,0,0,0,0,0,0
2018-08-21,"Standard","UniqueWeapon",0.39,0.39,3.97031,4,4,4.32,0.39,1,0.84,1,0.39,255.87,0.39,0.69,0.84,0.17,0.16,5,1,50,1,65,1,0.26082,6.2902,1,0.39,0.88,30,0.22,0.39,0.39,2.2002,0.6301,13.89,10,0.39,20.94,0.96,2.67286,22.45286,0.3301,1,0.39,1,0.39,0.9,0.39,1.54,0.5,0.3,0.3801,0.33,0.39,0.39,0.39,0.39,0.39,1.30041,1,0.39,2,0.39,0.39,2.59061,0.39,1,0.39,1.23,1,17.01909,0.39,59.01,0.39,1,0.39,0.39,0.32,1,0.40133,1,0.17,0.39,0.87092,0.39,44.40459,0.7301,0.39,0.39,0.39,1,0.39,0.39,0.39,0.9501,0.6801,0.39,7.01255,1,0.39,0.39,0.35,20,1,5,2,2,0.39,0.39,0.3601,0.39,0.39,0.39,0.39,101.47733,808.83,0.82041,0.39,0.84031,0.39,5,0.39,2.5249,0.39,3,20,0.92,203.02224,0.39,0.39,1,0.9901,0.39,0.19,13.4,1,0.39,1,0.8602,15.3,827.58,10,6,0.39,7.82,0.4501,0.39,0.34,1,30,1,0.39,0,3.95,0.2701,3.21,0.39,0.16,69.37643,83.14908,0.2,1,0.39,0.34,0.34,180.73684,0.39,2,8,4.83,14.07472,2.43,1,5,24.74,0.3001,0,0,15,0.39,39.24364,15,18.44,455.08,1,0.3501,0,3.93,6.40133,1,9.62,1.82,35.12421,30,12.67,1.68122,3,140.4,21.44,19.33395,9.21,14.05,135.37,0.39,0,0,0.26,39.07,10,0,73.52184,21.99,8.42,1,39.98,0.39,1,505.7,10,4,405.9992,1.1227,0.39,0.99,370.50563,0,0,0,0,0,0,0,0
